"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Fruit_type"
"18","Anodendron_oblongifolium",5.697424,0.00147,1.6e-05,8.355087,0.1154,0.028112,7.346342,0.024509,0.004005,10.006521,0.092664,0.036168,"Dry"
"19","Apocynum_androsaemifolium",5.635654,0.000558,0,6.540154,0.022596,0.000346,7.003086,0.012112,4.9e-05,8.82407,0.027652,0.000446,"Dry"
"20","Apocynum_cannabinum",5.651462,0.000644,0,6.448161,0.026049,0.000303,7.258266,0.011956,4.3e-05,8.449307,0.033246,0.000391,"Dry"
"21","Araujia_angustifolia",5.678888,0.000909,5e-06,7.114949,0.035369,0.008032,7.409417,0.006432,0.001144,8.870502,0.03569,0.010334,"Dry"
"22","Araujia_plumosa",5.679488,0.00307,3e-06,6.774986,0.105614,0.004439,7.443705,0.013691,0.000632,8.491489,0.125392,0.005711,"Dry"
"23","Asclepias_albens",5.675576,0.002561,8e-06,6.76103,0.056991,0.014056,7.406659,0.020433,0.002003,8.542692,0.061502,0.018084,"Dry"
"24","Asclepias_albicans",5.688941,0.001289,3e-06,4.841407,0.064521,0.004685,7.73747,0.029467,0.000707,6.435854,0.080657,0.006383,"Dry"
"25","Asclepias_amplexicaulis",5.657373,0.001008,1e-06,6.943416,0.022039,0.001576,7.207989,0.016288,0.000225,8.948553,0.027541,0.002028,"Dry"
"26","Asclepias_angustifolia",5.676065,0.0014,2e-06,6.574359,0.069208,0.002959,7.558218,0.016618,0.000422,8.251509,0.073159,0.003807,"Dry"
"27","Asclepias_arenaria",5.655226,0.00125,2e-06,6.17148,0.034548,0.002859,7.503916,0.020598,0.000407,7.903332,0.042849,0.003678,"Dry"
"28","Asclepias_aurea",5.668068,0.002337,8e-06,6.485235,0.081847,0.014056,7.516512,0.032597,0.002003,8.252175,0.08034,0.018084,"Dry"
"29","Asclepias_barjoniifolia",5.664223,0.002642,8e-06,6.245636,0.10171,0.014056,7.472552,0.012795,0.002003,8.173206,0.063209,0.018084,"Dry"
"30","Asclepias_boliviensis",5.683197,0.003493,1.2e-05,6.623199,0.101255,0.021084,7.45257,0.012628,0.003004,8.486884,0.073088,0.027126,"Dry"
"31","Asclepias_brachystephana",5.673464,0.001127,1e-06,5.890568,0.038496,0.002311,7.677702,0.011068,0.000329,7.476149,0.04361,0.002973,"Dry"
"32","Asclepias_brevipes",5.670915,0.000861,4.9e-05,6.406749,0.043721,0.084337,7.597643,0.022572,0.012016,8.07277,0.046926,0.108504,"Dry"
"33","Asclepias_candida",5.683189,0.002085,4e-06,7.113466,0.079084,0.006247,7.380821,0.022051,0.00089,8.878955,0.089102,0.008037,"Dry"
"34","Asclepias_cinerea",5.68,0.000688,1.1e-05,7.300925,0.033082,0.018742,7.38999,0.006905,0.00267,9.108075,0.029486,0.024112,"Dry"
"35","Asclepias_cordifolia",5.652199,0.001953,4e-06,6.633135,0.082319,0.006247,7.37952,0.027472,0.00089,8.537518,0.091017,0.008037,"Dry"
"36","Asclepias_coulteri",5.677604,0.001617,2e-05,6.38922,0.242436,0.033735,7.50377,0.009531,0.004806,8.031747,0.121026,0.043402,"Dry"
"37","Asclepias_cutleri",5.658959,NA,9.8e-05,5.480639,NA,0.168674,7.579679,NA,0.024032,7.028201,NA,0.217008,"Dry"
"38","Asclepias_densiflora",5.674382,0.001788,2e-05,6.524032,0.121717,0.033735,7.569951,0.031915,0.004806,8.136188,0.082464,0.043402,"Dry"
"39","Asclepias_elata",5.672975,0.001737,2e-06,6.381927,0.083495,0.004016,7.607592,0.016929,0.000572,8.026537,0.089575,0.005167,"Dry"
"40","Asclepias_elegantula",5.655461,0.003498,4.9e-05,7.139157,0.098621,0.084337,7.482053,0.068082,0.012016,8.638755,0.154705,0.108504,"Dry"
"41","Asclepias_emoryi",5.682869,0.002612,1e-05,6.436748,0.077206,0.016867,7.614215,0.022835,0.002403,8.011162,0.077662,0.021701,"Dry"
"42","Asclepias_engelmanniana",5.659539,0.001198,1e-06,6.127108,0.036122,0.002191,7.577813,0.013252,0.000312,7.825662,0.039823,0.002818,"Dry"
"43","Asclepias_eriocarpa",5.65892,0.002736,6e-06,6.08276,0.104416,0.009922,7.529658,0.034501,0.001414,7.85667,0.107268,0.012765,"Dry"
"44","Asclepias_erosa",5.673653,0.002513,3e-06,5.175736,0.090264,0.004819,7.807065,0.02819,0.000687,6.61743,0.100944,0.0062,"Dry"
"45","Asclepias_exaltata",5.641788,0.000769,1e-06,6.829165,0.020737,0.001776,6.965444,0.009374,0.000256,9.096428,0.017184,0.002309,"Dry"
"46","Asclepias_fascicularis",5.654281,0.001723,1e-06,5.928688,0.079766,0.002311,7.424738,0.024626,0.000329,7.845619,0.08912,0.002973,"Dry"
"47","Asclepias_fournieri",5.67065,0.002305,1e-05,6.769025,0.05666,0.016867,7.501983,0.012445,0.002403,8.423268,0.061522,0.021701,"Dry"
"48","Asclepias_glaucescens",5.680106,0.001855,3e-06,6.960827,0.061408,0.004559,7.472946,0.014089,0.00065,8.709153,0.054733,0.005865,"Dry"
"49","Asclepias_hallii",5.63456,0.003436,7e-06,5.782792,0.071267,0.012048,7.328517,0.042501,0.001717,7.772628,0.095117,0.015501,"Dry"
"50","Asclepias_humistrata",5.679967,0.000864,9e-06,7.239975,0.02666,0.015334,7.385607,0.007384,0.002403,9.078619,0.033289,0.021701,"Dry"
"51","Asclepias_incarnata",5.642719,0.000728,0,6.690975,0.022533,0.000691,7.030118,0.015189,9.8e-05,8.915848,0.030831,0.000889,"Dry"
"52","Asclepias_involucrata",5.661273,0.001944,3e-06,5.813195,0.053829,0.005271,7.6565,0.01765,0.000751,7.425268,0.054707,0.006781,"Dry"
"53","Asclepias_labriformis",5.648363,0.00314,1.6e-05,5.247038,0.187604,0.028112,7.482473,0.045421,0.004005,7.142385,0.22112,0.036168,"Dry"
"54","Asclepias_lemmonii",5.664084,0.001862,6e-06,6.414239,0.091608,0.010542,7.619891,0.020022,0.001502,8.122631,0.088114,0.013563,"Dry"
"55","Asclepias_leptopus",5.688701,0.000924,2e-05,6.177488,0.138877,0.033735,7.726466,0.021098,0.004806,7.689491,0.136422,0.043402,"Dry"
"56","Asclepias_linaria",5.672853,0.001071,1e-06,6.477366,0.059245,0.002445,7.528837,0.010795,0.000348,8.157656,0.061506,0.003145,"Dry"
"57","Asclepias_linearis",5.685174,0.001487,8e-06,6.659399,0.068051,0.012975,7.524218,0.021403,0.001849,8.380842,0.091345,0.016693,"Dry"
"58","Asclepias_longifolia",5.67824,0.000837,4e-06,7.220362,0.026845,0.007667,7.362554,0.00926,0.001092,9.078429,0.031119,0.009864,"Dry"
"59","Asclepias_lynchiana",5.679974,0.003062,1.4e-05,6.799676,0.100074,0.024096,7.513082,0.014405,0.003433,8.483373,0.071928,0.031001,"Dry"
"60","Asclepias_macropus",5.666119,0.002776,1.6e-05,6.568704,0.085238,0.028112,7.451859,0.034499,0.004005,8.378143,0.098474,0.036168,"Dry"
"61","Asclepias_macrosperma",5.657059,0.001389,1.4e-05,5.213208,0.086225,0.024096,7.576265,0.017451,0.003433,6.906648,0.080695,0.031001,"Dry"
"62","Asclepias_macrotis",5.660425,0.00156,3e-06,5.846858,0.041837,0.004961,7.654505,0.016753,0.000707,7.46007,0.038295,0.006383,"Dry"
"63","Asclepias_masonii",5.690191,NA,9.8e-05,4.762174,NA,0.168674,7.383368,NA,0.024032,6.302619,NA,0.217008,"Dry"
"64","Asclepias_meadii",5.658609,0.002092,4.9e-05,6.873434,0.022249,0.084337,7.315734,0.017289,0.012016,8.826604,0.02018,0.108504,"Dry"
"65","Asclepias_mellodora",5.680015,0.001104,1e-06,7.062573,0.037834,0.001704,7.382,0.013845,0.000243,8.850066,0.049019,0.002192,"Dry"
"66","Asclepias_michauxii",5.679693,0.001136,1.1e-05,7.30437,0.02832,0.018742,7.374694,0.009429,0.00267,9.148691,0.037258,0.024112,"Dry"
"67","Asclepias_mirifica",5.664868,NA,9.8e-05,6.778785,NA,0.168674,7.622175,NA,0.024032,8.470521,NA,0.217008,"Dry"
"68","Asclepias_multicaulis",5.663515,0.003297,1.1e-05,6.59298,0.087795,0.018742,7.448712,0.036023,0.00267,8.391288,0.117051,0.024112,"Dry"
"69","Asclepias_nivea",5.695821,0.001499,6e-06,7.287321,0.071136,0.009922,7.469353,0.014708,0.001414,9.008456,0.074887,0.012765,"Dry"
"70","Asclepias_notha",5.658768,0.003395,2.5e-05,6.771009,0.07322,0.042168,7.419151,0.052748,0.006008,8.344095,0.136066,0.054252,"Dry"
"71","Asclepias_nummularia",5.66885,0.001336,5e-06,6.014123,0.053986,0.009371,7.696574,0.021552,0.001335,7.644033,0.05573,0.012056,"Dry"
"72","Asclepias_nyctaginifolia",5.672673,0.001907,5e-06,5.704746,0.067893,0.008032,7.800742,0.018462,0.001144,7.278726,0.092434,0.010334,"Dry"
"73","Asclepias_oenotheroides",5.68204,0.001048,1e-06,6.429448,0.050456,0.001249,7.59285,0.010727,0.000178,8.064907,0.057122,0.001607,"Dry"
"74","Asclepias_otarioides",5.665395,0.001647,3e-06,6.530591,0.073208,0.005622,7.477006,0.01731,0.000801,8.273073,0.074515,0.007234,"Dry"
"75","Asclepias_ovalifolia",5.628043,0.000874,1e-06,6.326227,0.02816,0.002376,6.918034,0.017832,0.000338,8.618356,0.03027,0.003056,"Dry"
"76","Asclepias_ovata",5.674374,0.002058,3e-06,6.778899,0.057955,0.004325,7.489294,0.010514,0.000616,8.465205,0.058821,0.005564,"Dry"
"77","Asclepias_pedicellata",5.686169,0.001316,8e-06,7.172111,0.011012,0.012975,7.448762,0.015299,0.001849,8.924281,0.02224,0.016693,"Dry"
"78","Asclepias_pellucida",5.669263,0.001928,4e-06,7.043745,0.106619,0.007028,7.42993,0.019373,0.001001,8.692556,0.09349,0.009042,"Dry"
"79","Asclepias_perennis",5.675292,0.001231,2e-06,7.115851,0.039159,0.003124,7.362805,0.014787,0.000453,8.979426,0.046598,0.004094,"Dry"
"80","Asclepias_praemorsa",5.682956,3e-04,3.3e-05,7.087562,0.113919,0.056225,7.345824,0.013687,0.008011,8.826082,0.020268,0.072336,"Dry"
"81","Asclepias_pratensis",5.676675,0.00477,1.2e-05,6.799396,0.07922,0.021084,7.523085,0.013806,0.003004,8.498867,0.060778,0.027126,"Dry"
"82","Asclepias_puberula",5.663336,0.003422,1.6e-05,6.550959,0.116728,0.028112,7.49921,0.046462,0.004005,8.317543,0.174843,0.036168,"Dry"
"83","Asclepias_pumila",5.649928,0.001115,1e-06,6.139458,0.025675,0.002162,7.45677,0.017531,0.000308,7.915371,0.035329,0.002782,"Dry"
"84","Asclepias_purpurascens",5.652741,0.000809,1e-06,6.911369,0.022192,0.002135,7.137275,0.013225,0.000304,9.006676,0.021886,0.002747,"Dry"
"85","Asclepias_quadrifolia",5.65435,0.000909,1e-06,7.011338,0.019994,0.002008,7.131473,0.013857,0.000286,9.108432,0.016703,0.002583,"Dry"
"86","Asclepias_rosea",5.678721,0.001565,3e-06,6.936577,0.067395,0.004819,7.468287,0.01417,0.000687,8.694723,0.072273,0.0062,"Dry"
"87","Asclepias_rubra",5.669709,0.002103,4e-06,7.059781,0.042294,0.007667,7.309448,0.025844,0.001092,8.961895,0.054545,0.009864,"Dry"
"88","Asclepias_scaposa",5.676233,0.005072,1.6e-05,6.133305,0.150721,0.028112,7.569967,0.019018,0.004005,7.822941,0.143154,0.036168,"Dry"
"89","Asclepias_scheryi",5.654417,0.00035,4.9e-05,7.012036,0.012613,0.084337,7.447693,0.055045,0.012016,8.706684,0.016547,0.108504,"Dry"
"90","Asclepias_similis",5.675333,0.001854,2e-06,7.053593,0.066968,0.004217,7.449177,0.014909,0.000601,8.74002,0.08067,0.005425,"Dry"
"91","Asclepias_solanoana",5.639951,0.002843,4.9e-05,7.017416,0.013441,0.084337,7.245229,0.011773,0.012016,9.249944,0.120813,0.108504,"Dry"
"92","Asclepias_speciosa",5.642501,0.000677,0,6.045145,0.028235,0.000578,7.26183,0.013822,8.2e-05,8.055276,0.033454,0.000743,"Dry"
"93","Asclepias_stellifera",5.661646,0.002713,8e-06,6.697898,0.091752,0.014056,7.41598,0.026403,0.002003,8.447696,0.096168,0.018084,"Dry"
"94","Asclepias_stenophylla",5.65507,0.001053,2e-06,6.635894,0.041675,0.003667,7.345088,0.013606,0.000522,8.505842,0.048546,0.004718,"Dry"
"95","Asclepias_subaphylla",5.694574,0,4.9e-05,5.767617,0.037518,0.084337,7.73148,0.004827,0.012016,7.246663,0.011044,0.108504,"Dry"
"96","Asclepias_subulata",5.688392,0.001168,2e-06,5.142346,0.074122,0.002765,7.72588,0.025377,0.000401,6.623686,0.080396,0.003617,"Dry"
"97","Asclepias_subverticillata",5.660866,0.001373,1e-06,5.812322,0.026819,0.001308,7.605213,0.013258,0.000186,7.498495,0.033434,0.001682,"Dry"
"98","Asclepias_syriaca",5.642613,0.000712,0,6.729012,0.016423,0.000632,7.023749,0.012608,9e-05,8.950031,0.022381,0.000816,"Dry"
"99","Asclepias_texana",5.674851,0.002085,5e-06,6.127585,0.086741,0.009371,7.627594,0.01762,0.001335,7.748397,0.091993,0.012056,"Dry"
"100","Asclepias_tomentosa",5.680992,0.003357,1.4e-05,7.144134,0.025733,0.024096,7.40405,0.026249,0.003433,8.940228,0.023864,0.031001,"Dry"
"101","Asclepias_tuberosa",5.65788,0.001051,0,6.870856,0.023062,0.000743,7.201486,0.014252,0.000106,8.901136,0.027519,0.00096,"Dry"
"102","Asclepias_variegata",5.665155,0.0011,2e-06,7.136038,0.019205,0.002636,7.246329,0.012406,0.000376,9.110329,0.015791,0.003391,"Dry"
"103","Asclepias_verticillata",5.653959,0.000957,0,6.681048,0.027038,0.000656,7.232641,0.01274,9.4e-05,8.678263,0.030182,0.000848,"Dry"
"104","Asclepias_viridiflora",5.650799,0.000908,1e-06,6.463115,0.029739,0.000883,7.296054,0.015198,0.000126,8.406244,0.036786,0.001136,"Dry"
"105","Asclepias_viridis",5.663381,0.001078,2e-06,6.824152,0.030466,0.003589,7.388651,0.015495,0.000511,8.654655,0.040964,0.004617,"Dry"
"106","Asclepias_viridula",5.680341,0.002048,4.9e-05,7.273362,0.029134,0.084337,7.392016,0.005545,0.012016,9.127905,0.016722,0.108504,"Dry"
"107","Asclepias_virletii",5.660046,0.008611,3.3e-05,6.22491,0.17424,0.056225,7.505413,0.016233,0.008011,8.100331,0.028904,0.072336,"Dry"
"108","Asclepias_welshii",5.647036,NA,9.8e-05,6.073045,NA,0.168674,7.553811,NA,0.024032,7.742402,NA,0.217008,"Dry"
"109","Asclepias_woodii",5.667637,NA,9.8e-05,6.746412,NA,0.168674,7.349231,NA,0.024032,8.602269,NA,0.217008,"Dry"
"110","Asclepias_woodsoniana",5.695696,0.00251,5e-06,7.208878,0.059619,0.008032,7.512361,0.025383,0.001144,8.95428,0.068098,0.010334,"Dry"
"111","Aspidoglossum_heterophyllum",5.672001,0.001353,1.6e-05,6.18437,0.175733,0.028112,7.420841,0.05274,0.004005,8.03924,0.189194,0.036168,"Dry"
"112","Aspidosperma_australe",5.684836,0.000984,1e-06,7.241061,0.030757,0.002219,7.286012,0.01602,0.000316,9.154634,0.037616,0.002855,"Dry"
"113","Aspidosperma_cylindrocarpon",5.691387,0.000728,1e-06,7.231902,0.024602,0.001794,7.321419,0.010408,0.000256,9.118753,0.025669,0.002309,"Dry"
"114","Aspidosperma_spruceanum",5.694694,0.00062,1e-06,7.606839,0.03635,0.001318,7.290866,0.010779,0.000188,9.526148,0.036368,0.001695,"Dry"
"115","Baissea_leonensis",5.696034,0.000575,2e-06,7.52363,0.037466,0.002859,7.225378,0.021134,0.000407,9.532513,0.044377,0.003678,"Dry"
"116","Baissea_multiflora",5.700589,0.000816,1e-06,7.157837,0.044183,0.002108,7.489922,0.030768,3e-04,8.87379,0.07054,0.002713,"Dry"
"117","Barjonia_chlorifolia",5.680267,0.002007,2e-05,7.134858,0.093772,0.033735,7.305077,0.029652,0.004806,8.997081,0.121431,0.043402,"Dry"
"118","Barjonia_erecta",5.687716,0.001258,2e-06,7.266535,0.037282,0.004114,7.289341,0.015721,0.000586,9.199918,0.034814,0.005293,"Dry"
"119","Barjonia_laxa",5.689613,0.002221,9e-06,7.434891,0.041353,0.015334,7.316137,0.021527,0.002185,9.247626,0.054851,0.019728,"Dry"
"120","Blepharodon_ampliflorum",5.684123,0.001542,4e-06,7.014676,0.071373,0.007334,7.271653,0.017574,0.001045,8.935726,0.085626,0.009435,"Dry"
"121","Blepharodon_bicuspidatum",5.68942,0.001413,3e-06,7.276575,0.03445,0.005271,7.279611,0.016638,0.000751,9.205759,0.041383,0.006781,"Dry"
"122","Blepharodon_costae",5.69793,0.001513,3.3e-05,7.448803,0.113769,0.056225,7.350528,0.020387,0.008011,9.287662,0.090723,0.072336,"Dry"
"123","Blepharodon_grandiflorum",5.669248,0.003259,9e-06,7.608333,0.148546,0.015334,7.190805,0.033589,0.002185,9.588974,0.084143,0.019728,"Dry"
"124","Callichilia_barteri",5.698902,0.001389,5e-06,7.355201,0.094929,0.008878,7.292426,0.017684,0.001265,9.270822,0.087251,0.011421,"Dry"
"125","Callichilia_bequaertii",5.693314,0.000654,4e-06,7.516849,0.05585,0.007667,7.092364,0.020824,0.001092,9.610506,0.042971,0.009864,"Dry"
"126","Callichilia_inaequalis",5.695943,0.001373,1e-05,7.868009,0.098009,0.016867,7.145653,0.01344,0.002403,9.830683,0.06193,0.021701,"Dry"
"127","Callichilia_subsessilis",5.699255,0.000568,4e-06,7.516723,0.059767,0.007028,7.334948,0.008475,0.001001,9.42805,0.070024,0.009042,"Dry"
"128","Calocrater_preussii",5.694708,0.001003,8e-06,7.590704,0.053324,0.014056,7.005414,0.009016,0.002003,9.717786,0.032711,0.018084,"Fleshy"
"129","Camptocarpus_mauritianus",5.687994,0.003132,8e-06,7.124038,0.188804,0.014056,7.525409,0.058649,0.002003,8.711302,0.144581,0.018084,"Dry"
"130","Carissa_ovata",5.682122,0.006314,3.3e-05,6.795904,0.132938,0.056225,7.564238,0.034955,0.008011,8.247629,0.071798,0.072336,"Fleshy"
"131","Carissa_spinarum",5.693643,0.000597,0,6.569846,0.032933,0.000534,7.743495,0.0136,7.6e-05,8.035571,0.041915,0.000687,"Fleshy"
"132","Carvalhoa_campanulata",5.685186,0.002716,5e-06,7.22723,0.052568,0.008878,7.350506,0.022416,0.001265,9.002037,0.048266,0.011421,"Dry"
"133","Cerbera_odollam",5.70218,0.000642,2e-06,7.859161,0.03981,0.003589,7.375842,0.011142,0.000534,9.700506,0.045913,0.004822,"Fleshy"
"134","Ceropegia_bulbosa",5.697426,0.002516,4.9e-05,4.953341,0.217143,0.084337,7.803635,0.003062,0.012016,6.096448,0.099996,0.108504,"Dry"
"135","Ceropegia_dichotoma",5.669364,NA,9.8e-05,5.560682,NA,0.168674,7.540622,NA,0.024032,7.447168,NA,0.217008,"Dry"
"136","Chilocarpus_costatus",5.696068,0.004131,5e-06,7.896215,0.057848,0.008878,7.276834,0.069284,0.001265,9.765496,0.084157,0.011421,"Fleshy"
"137","Chilocarpus_rostratus",5.698128,0.002258,8e-06,8.069434,0.087506,0.014056,7.306779,0.023131,0.002003,9.998028,0.081233,0.018084,"Fleshy"
"138","Chilocarpus_suaveolens",5.701754,0.000984,1.4e-05,8.100421,0.087775,0.024096,7.363827,0.018987,0.003433,9.82589,0.102578,0.031001,"Fleshy"
"139","Chonemorpha_fragrans",5.691793,0.002669,4e-06,7.679922,0.074142,0.006747,7.344265,0.021898,0.000961,9.51189,0.077311,0.00868,"Dry"
"140","Cleghornia_malaccensis",5.696227,0.007389,4.9e-05,7.234372,0.35091,0.084337,7.408738,0.044824,0.012016,9.151154,0.449808,0.108504,"Dry"
"141","Cordylogyne_globosa",5.672433,0.003217,1.4e-05,6.540304,0.057682,0.024096,7.537248,0.024471,0.003433,8.21347,0.051641,0.031001,"Dry"
"142","Couma_guianensis",5.700331,0.000392,5e-06,7.794178,0.032106,0.009371,7.291264,0.024518,0.001335,9.693283,0.032121,0.012056,"Fleshy"
"143","Cryptolepis_buchananii",5.679993,0.001585,3e-06,7.100939,0.063759,0.005111,7.214481,0.016506,0.000728,9.202741,0.04888,0.006576,"Dry"
"144","Cryptolepis_capensis",5.670079,0.004671,2e-05,6.750618,0.126769,0.033735,7.355187,0.017171,0.004806,8.675193,0.084934,0.043402,"Dry"
"145","Cryptolepis_oblongifolia",5.689235,0.00128,1e-06,7.020599,0.046032,0.001721,7.507789,0.020217,0.000245,8.680523,0.05858,0.002214,"Dry"
"146","Cryptolepis_sinensis",5.685189,0.001452,3e-06,7.364555,0.046448,0.005111,7.210267,0.015501,0.000728,9.441494,0.042571,0.006576,"Dry"
"147","Cycladenia_humilis",5.637456,0.002642,8e-06,6.847668,0.183173,0.014056,7.33591,0.057787,0.002003,8.814249,0.204359,0.018084,"Dry"
"148","Cynanchum_abyssinicum",5.669938,0.002589,6e-06,7.191644,0.100088,0.010542,7.491688,0.028073,0.001502,8.787084,0.123752,0.013563,"Dry"
"149","Cynanchum_acutum",5.658773,0.00125,1e-06,5.914455,0.051676,0.000879,7.287911,0.015718,0.000128,7.887792,0.054952,0.001154,"Dry"
"150","Cynanchum_altiscandens",5.673705,0.002172,8e-06,6.910227,0.067246,0.012975,7.30817,0.048926,0.001849,8.83862,0.107712,0.016693,"Dry"
"151","Cynanchum_ampanihense",5.692755,0.00058,2e-05,6.890097,0.227955,0.033735,7.59821,0.045617,0.004806,8.151858,0.286344,0.043402,"Dry"
"152","Cynanchum_angavokeliense",5.668673,NA,9.8e-05,7.414573,NA,0.168674,7.17012,NA,0.024032,9.252633,NA,0.217008,"Dry"
"153","Cynanchum_appendiculatopsis",5.672464,NA,9.8e-05,6.972606,NA,0.168674,7.333676,NA,0.024032,9.066124,NA,0.217008,"Dry"
"154","Cynanchum_arenarium",5.693039,0.001904,8e-06,6.446765,0.079519,0.014056,7.658114,0.014396,0.002003,8.078013,0.054245,0.018084,"Dry"
"155","Cynanchum_auriculatum",5.6639,0.001318,1e-06,6.883131,0.048183,0.001547,7.097941,0.011186,0.00022,9.094004,0.043237,0.001991,"Dry"
"156","Cynanchum_blandum",5.693438,0.001841,1.1e-05,7.667484,0.139382,0.018742,7.250618,0.050262,0.00267,9.557892,0.178374,0.024112,"Dry"
"157","Cynanchum_boudieri",5.659833,0.002943,3e-06,7.002632,0.094835,0.005622,7.007952,0.034602,0.000801,9.259246,0.094992,0.007234,"Dry"
"158","Cynanchum_comorense",5.697932,NA,9.8e-05,7.40001,NA,0.168674,7.627057,NA,0.024032,8.90014,NA,0.217008,"Dry"
"159","Cynanchum_erythranthum",5.691069,0.00469,3.3e-05,7.462306,0.218446,0.056225,7.603419,0.054992,0.008011,8.909343,0.08177,0.072336,"Dry"
"160","Cynanchum_falcatum",5.690528,NA,9.8e-05,5.826,NA,0.168674,7.836765,NA,0.024032,7.406103,NA,0.217008,"Dry"
"161","Cynanchum_foetidum",5.683291,0.001743,3e-06,6.762841,0.059539,0.004325,7.515839,0.009379,0.000616,8.543411,0.053405,0.005564,"Dry"
"162","Cynanchum_grandidieri",5.694109,0.002036,8e-06,6.669037,0.127028,0.012975,7.659934,0.021755,0.001849,8.20797,0.119141,0.016693,"Dry"
"163","Cynanchum_implicatum",5.696636,0.002672,1.1e-05,7.10471,0.136276,0.018742,7.636974,0.025783,0.00267,8.743067,0.097429,0.024112,"Dry"
"164","Cynanchum_itremense",5.674868,NA,9.8e-05,7.023759,NA,0.168674,7.37086,NA,0.024032,9.032768,NA,0.217008,"Dry"
"165","Cynanchum_laeve",5.658668,0.000679,2e-06,6.859264,0.026548,0.002677,7.261674,0.015398,0.000381,8.851392,0.035188,0.003445,"Dry"
"166","Cynanchum_madagascariense",5.679304,0.003176,2.5e-05,6.950903,0.196121,0.042168,7.471039,0.045656,0.006008,8.631329,0.166599,0.054252,"Dry"
"167","Cynanchum_messeri",5.688996,0.002672,2.5e-05,6.699755,0.070968,0.042168,7.616245,0.046566,0.006008,8.090601,0.110268,0.054252,"Dry"
"168","Cynanchum_meyeri",5.678636,NA,9.8e-05,3.7612,NA,0.168674,7.659171,NA,0.024032,5.537334,NA,0.217008,"Dry"
"169","Cynanchum_montevidense",5.69374,0.00107,1e-06,7.256939,0.044309,0.002032,7.366726,0.015087,0.00029,9.076482,0.05935,0.002615,"Dry"
"170","Cynanchum_moramangense",5.672464,NA,9.8e-05,7.731053,NA,0.168674,7.194437,NA,0.024032,9.372629,NA,0.217008,"Dry"
"171","Cynanchum_natalitium",5.678649,0.00249,1.1e-05,6.677459,0.085996,0.018742,7.362002,0.031095,0.00267,8.484037,0.093082,0.024112,"Dry"
