Species,Fruit_type,,
Clidemia_strigillosa,Fleshy,,
Miconia_bracteata,Fleshy,,
Clidemia_conglomerata,Fleshy,,
Miconia_tschudyoides,Fleshy,,
Miconia_polita,Fleshy,,
Miconia_tillettii,Fleshy,,
Clidemia_septuplinervia,Fleshy,,
Clidemia_heteroneura,Fleshy,,
Necramium_gigantophyllum,Fleshy,,
Clidemia_sericea,Fleshy,,
Clidemia_debilis,Fleshy,,
Clidemia_plumosa,Fleshy,,
Clidemia_monantha,Fleshy,,
Clidemia_ampla,Fleshy,,
Clidemia_umbrosa,Fleshy,,
Sagraea_scabrosa,Fleshy,,
Miconia_polychaete,Fleshy,,
Sagraea_ellipsoidea,Fleshy,,
Sagraea_setulosa,Fleshy,,
Sagraea_woodsii,Fleshy,,
Miconia_navifolia,Fleshy,,
Sagraea_curvipila,Fleshy,,
Ossaea_vazquezii,Fleshy,,
Clidemia_crossosepala,Fleshy,,
Clidemia_grisebachii,Fleshy,,
Ossaea_wrightii,Fleshy,,
Clidemia_scalpta,Fleshy,,
Sagraea_fuertesii,Fleshy,,
Sagraea_gracilis,Fleshy,,
Clidemia_fendleri,Fleshy,,
Clidemia_crenulata,Fleshy,,
Clidemia_ciliata,Fleshy,,
Clidemia_allardii,Fleshy,,
Clidemia_aphanantha,Fleshy,,
Clidemia_rubra,Fleshy,,
Clidemia_guadaloupensis,Fleshy,,
Clidemia_graciliflora,Fleshy,,
Clidemia_cruegeriana,Fleshy,,
Clidemia_trinitensis,Fleshy,,
Ossaea_rufescens,Fleshy,,
Sagraea_oligantha,Fleshy,,
Clidemia_domingensis,Fleshy,,
Clidemia_cubensis,Fleshy,,
Clidemia_trichotoma,Fleshy,,
Clidemia_leucandra,Fleshy,,
Clidemia_capituliflora,Fleshy,,
Tococa_caquetana,Fleshy,,
Miconia_trimera,Fleshy,,
Maieta_poeppigii,Fleshy,,
Maieta_guianensis,Fleshy,,
Clidemia_dentata,Fleshy,,
Clidemia_octona,Fleshy,,
Clidemia_laevifolia,Fleshy,,
Clidemia_erythropogon,Fleshy,,
Clidemia_hirta,Fleshy,,
Leandra_solenifera,Fleshy,,
Leandra_nanayensis,Fleshy,,
Leandra_glandulifera,Fleshy,,
Clidemia_charadrophylla,Fleshy,,
Clidemia_piperifolia,Fleshy,,
Clidemia_sessiliflora,Fleshy,,
Clidemia_alternifolia,Fleshy,,
Clidemia_japurensis,Fleshy,,
Miconia_japuraensis,Fleshy,,
Leandra_lasiopetala,Fleshy,,
Leandra_chaetodon,Fleshy,,
Clidemia_epibaterium,Fleshy,,
Leandra_aristigera,Fleshy,,
Ossaea_cucullata,Fleshy,,
Miconia_undata,Fleshy,,
Leandra_candelabrum,Fleshy,,
Clidemia_fluminensis,Fleshy,,
Clidemia_atrata,Fleshy,,
Pleiochiton_parasiticum,Fleshy,,
Pleiochiton_ebracteatum,Fleshy,,
Pleiochiton_roseum,Fleshy,,
Pleiochiton_amorimii,Fleshy,,
Pleiochiton_blepharodes,Fleshy,,
Pleiochiton_parvifolium,Fleshy,,
Pleiochiton_micranthum,Fleshy,,
Pleiochiton_setulosum,Fleshy,,
Miconia_labiakiana,Fleshy,,
Leandra_strigilliflora,Fleshy,,
Leandra_mollis,Fleshy,,
Leandra_dendroides,Fleshy,,
Leandra_penduliflora,Fleshy,,
Ossaea_suprabasalis,Fleshy,,
Leandra_adenothrix,Fleshy,,
Ossaea_cinnamomifolia,Fleshy,,
Ossaea_euphorbioides,Fleshy,,
Ossaea_coriacea,Fleshy,,
Leandra_cogniauxii,Fleshy,,
Leandra_loligomorpha,Fleshy,,
Ossaea_angustifolia,Fleshy,,
Leandra_capilliflora,Fleshy,,
Leandra_triantha,Fleshy,,
Leandra_hirta,Fleshy,,
Leandra_ulaei,Fleshy,,
Leandra_lapae,Fleshy,,
Leandra_umbellata,Fleshy,,
Leandra_glazioviana,Fleshy,,
Leandra_melastomoides,Fleshy,,
Leandra_capitata,Fleshy,,
Leandra_amplexicaulis,Fleshy,,
Leandra_therezopolitana,Fleshy,,
Leandra_sericea,Fleshy,,
Leandra_aspera,Fleshy,,
Leandra_santos,Fleshy,,
Leandra_mouraei,Fleshy,,
Leandra_breviflora,Fleshy,,
Leandra_planifilamentosa,Fleshy,,
Leandra_hatschbachii,Fleshy,,
Leandra_gynoverrucosa,Fleshy,,
Leandra_pallida,Fleshy,,
Leandra_tomentosa,Fleshy,,
Leandra_dentata,Fleshy,,
Leandra_quinquenodis,Fleshy,,
Leandra_quinquedentata,Fleshy,,
Leandra_vesiculosa,Fleshy,,
Leandra_neurotricha,Fleshy,,
Leandra_sulfurea,Fleshy,,
Leandra_reitzii,Fleshy,,
Leandra_barbinervis,Fleshy,,
Leandra_cordigera,Fleshy,,
Leandra_calvescens,Fleshy,,
Leandra_hirtella,Fleshy,,
Leandra_gracilis,Fleshy,,
Leandra_magdalenensis,Fleshy,,
Leandra_alpestris,Fleshy,,
Leandra_multisetosa,Fleshy,,
Leandra_riedeliana,Fleshy,,
Leandra_sabiaensis,Fleshy,,
Leandra_purpureovillosa,Fleshy,,
Ossaea_warmingiana,Fleshy,,
Ossaea_congestiflora,Fleshy,,
Leandra_heteroporata,Fleshy,,
Leandra_diffusa,Fleshy,,
Ossaea_cabraliensis,Fleshy,,
Leandra_fontanae,Fleshy,,
Leandra_cristata,Fleshy,,
Leandra_laxa,Fleshy,,
Leandra_reptans,Fleshy,,
Leandra_fallax,Fleshy,,
Leandra_fallacissima,Fleshy,,
Leandra_laevigata,Fleshy,,
Leandra_refracta,Fleshy,,
Leandra_salicina,Fleshy,,
Leandra_erostrata,Fleshy,,
Leandra_multiplinervis,Fleshy,,
Leandra_purpurascens,Fleshy,,
Leandra_regnellii,Fleshy,,
Leandra_acutiflora,Fleshy,,
Leandra_variabilis,Fleshy,,
Leandra_xantholasia,Fleshy,,
Leandra_xanthostachya,Fleshy,,
Leandra_xanthocoma,Fleshy,,
Leandra_nianga,Fleshy,,
Ossaea_confertiflora,Fleshy,,
Leandra_australis,Fleshy,,
Ossaea_amygdaloides,Fleshy,,
Leandra_ionopogon,Fleshy,,
Leandra_pennipilis,Fleshy,,
Ossaea_marginata,Fleshy,,
Ossaea_sanguinea,Fleshy,,
Leandra_eichleri,Fleshy,,
Leandra_fluminensis,Fleshy,,
Leandra_echinata,Fleshy,,
Leandra_brackenridgei,Fleshy,,
Leandra_pilonensis,Fleshy,,
Leandra_ribesiaeflora,Fleshy,,
Leandra_itatiaiae,Fleshy,,
Leandra_cardiophylla,Fleshy,,
Leandra_microphylla,Fleshy,,
Leandra_carassana,Fleshy,,
Leandra_collina,Fleshy,,
Leandra_paulina,Fleshy,,
Leandra_humilis,Fleshy,,
Leandra_catharinensis,Fleshy,,
Leandra_riograndensis,Fleshy,,
Leandra_polystachya,Fleshy,,
Leandra_tetraquetra,Fleshy,,
Leandra_coriacea,Fleshy,,
Leandra_crenata,Fleshy,,
Leandra_lacunosa,Fleshy,,
Leandra_rigida,Fleshy,,
Leandra_nana,Fleshy,,
Leandra_aurea,Fleshy,,
Leandra_warmingiana,Fleshy,,
Leandra_blanchetiana,Fleshy,,
Leandra_cancellata,Fleshy,,
Leandra_lancifolia,Fleshy,,
Leandra_glabrata,Fleshy,,
Leandra_miconiastrum,Fleshy,,
Leandra_foveolata,Fleshy,,
Leandra_polychaeta,Fleshy,,
Dactylocladus_stenostachys,Dry,Capsule,van Beusekom-Osinga and  van Beusekom 1975
Axinandra_coriacea,Dry,Capsule,van Beusekom-Osinga and  van Beusekom 1975
Axinandra_zeylanica,Dry,Capsule,van Beusekom-Osinga and  van Beusekom 1975
Crypteronia_paniculata,Dry,Capsule,van Beusekom-Osinga and  van Beusekom 1975
Crypteronia_borneensis,Dry,Capsule,van Beusekom-Osinga and  van Beusekom 1975
Crypteronia_glabriflora,Dry,Capsule,van Beusekom-Osinga and  van Beusekom 1975
Crypteronia_griffithii,Dry,Capsule,van Beusekom-Osinga and  van Beusekom 1975
Alzatea_verticillata,Dry,Capsule,Graham 1984
Olinia_emarginata,Fleshy,Drupe,Dahlgren and Thorne 1984
Olinia_vanguerioides,Fleshy,Drupe,Dahlgren and Thorne 1984
Olinia_radiata,Fleshy,Drupe,Dahlgren and Thorne 1984
Olinia_capensis,Fleshy,Drupe,Dahlgren and Thorne 1984
Olinia_cymosa,Fleshy,Drupe,Dahlgren and Thorne 1984
Olinia_ventosa,Fleshy,Drupe,Dahlgren and Thorne 1984
Rhynchocalyx_lawsonioides,Dry,Capsule,Dahlgren and Thorne 1984
Glischrocolla_formosa,Dry,Capsule,Dahlgren and Thorne 1984
Endonema_lateriflora,Dry,Capsule,Dahlgren and Thorne 1984
Endonema_retzioides,Dry,Capsule,Dahlgren and Thorne 1984
Brachysiphon_acutus,Dry,Capsule,Dahlgren and Thorne 1984
Stylapterus_micranthus,Dry,Capsule,Dahlgren and Thorne 1984
Saltera_sarcocolla,Dry,Capsule,Dahlgren and Thorne 1984
Sonderothamnus_petraeus,Dry,Capsule,Dahlgren and Thorne 1984
Sonderothamnus_speciosus,Dry,Capsule,Dahlgren and Thorne 1984
Brachysiphon_mundii,Dry,Capsule,Dahlgren and Thorne 1984
Brachysiphon_rupestris,Dry,Capsule,Dahlgren and Thorne 1984
Stylapterus_fruticulosus,Dry,Capsule,Dahlgren and Thorne 1984
Brachysiphon_fucatus,Dry,Capsule,Dahlgren and Thorne 1984
Stylapterus_ericoides,Dry,Capsule,Dahlgren and Thorne 1984
Brachysiphon_microphyllus,Dry,Capsule,Dahlgren and Thorne 1984
Penaea_mucronata,Dry,Capsule,Dahlgren and Thorne 1984
Penaea_acutifolia,Dry,Capsule,Dahlgren and Thorne 1984
Penaea_dahlgrenii,Dry,Capsule,Dahlgren and Thorne 1984
