Species,Fruit_type,Fruit_type_and_notes,Notes,References
Philibertia_multiflora,Dry,,,Endress et al. (2018)
Philibertia_parviflora,Dry,,,Endress et al. (2018)
Philibertia_peduncularis,Dry,,,Endress et al. (2018)
Philibertia_picta,Dry,,,Endress et al. (2018)
Phyllanthera_grayi,Dry,,,Endress et al. (2018)
Piaranthus_barrydalensis,Dry,,,Endress et al. (2018)
Piaranthus_comptus,Dry,,,Endress et al. (2018)
Piaranthus_decipiens,Dry,,,Endress et al. (2018)
Picralima_nitida,Fleshy,,"""Berries obovoid to ellipsoid or pear- shaped, somewhat compressed, yellow to orange.""",Endress et al. (2018)
Pinochia_corymbosa,Dry,Follicle,"""With coma""",Endress et al. (2018)
Plectaneia_thouarsii,Dry,Follicle,"""Winged seeds""",Endress et al. (2018)
Pleiocarpa_mutica,Fleshy,,"""Berries subglobose to obovoid, or elliptic, yellow to orange.""",Endress et al. (2018)
Pleioceras_barteri,Dry,Follicle,,Endress et al. (2018)
Pleurostelma_cernuum,Dry,Follicle,,Endress et al. (2018)
Plumeria_alba,Dry,Follicle,"""Winged seeds""",Endress et al. (2018)
Plumeria_cubensis,Dry,Follicle,"""Winged seeds""",Endress et al. (2018)
Plumeria_obtusa,Dry,Follicle,"""Winged seeds""",Endress et al. (2018)
Plumeria_rubra,Dry,Follicle,"""Winged seeds""",Endress et al. (2018)
Polystemma_guatemalense,Dry,,,Endress et al. (2018)
Polystemma_virdiflorum,Dry,,,Endress et al. (2018)
Pottsia_laxiflora,Dry,Follicle,"""Coma present.""",Endress et al. (2018)
Prestonia_coalita,Dry,Follicle,"""With coma""",Endress et al. (2018)
Prestonia_lagoensis,Dry,Follicle,"""With coma""",Endress et al. (2018)
Prestonia_mexicana,Dry,Follicle,"""With coma""",Endress et al. (2018)
Prestonia_portobellensis,Dry,Follicle,"""With coma""",Endress et al. (2018)
Prestonia_quinquangularis,Dry,Follicle,"""With coma""",Endress et al. (2018)
Prestonia_riedelii,Dry,,,Endress et al. (2018)
Prestonia_robusta,Dry,Follicle,"""With coma""",Endress et al. (2018)
Prestonia_tomentosa,Dry,Follicle,"""With coma""",Endress et al. (2018)
Prosthecidiscus_guatemalensis,Dry,,,Endress et al. (2018)
Pseudolithos_caputviperae,Dry,,,Endress et al. (2018)
Pseudolithos_migiurtinus,Dry,,,Endress et al. (2018)
Pteralyxia_kauaiensis,Fleshy,Drupe,,Endress et al. (2018)
Quaqua_mammillaris,Dry,,,Endress et al. (2018)
Raphionacme_flanaganii,Dry,,,Endress et al. (2018)
Raphionacme_galpinii,Dry,,,Endress et al. (2018)
Raphionacme_monteiroae,Dry,,,Endress et al. (2018)
Raphionacme_welwitschii,Dry,,,Endress et al. (2018)
Rauvolfia_caffra,Fleshy,Drupes,"""Variously colored""",Endress et al. (2018)
Rauvolfia_ligustrina,Fleshy,Drupes,"""Variously colored""",Endress et al. (2018)
Rauvolfia_littoralis,Fleshy,Drupes,"""Variously colored""",Endress et al. (2018)
Rauvolfia_mannii,Fleshy,Drupes,"""Variously colored""",Endress et al. (2018)
Rauvolfia_sellowii,Fleshy,Drupes,"""Variously colored""",Endress et al. (2018)
Rauvolfia_serpentina,Fleshy,Drupes,"""Variously colored""",Endress et al. (2018)
Rauvolfia_sumatrana,Fleshy,Drupes,"""Variously colored""",Endress et al. (2018)
Rauvolfia_tetraphylla,Fleshy,Drupes,"""Variously colored""",Endress et al. (2018)
Rauvolfia_verticillata,Fleshy,Drupes,"""Variously colored""",Endress et al. (2018)
Rauvolfia_vomitoria,Fleshy,Drupes,"""Variously colored""",Endress et al. (2018)
Rhabdadenia_biflora,Dry,Follicle,"""With coma""",Endress et al. (2018)
Rhabdadenia_macrostoma,Dry,Follicle,"""With coma""",Endress et al. (2018)
Rhabdadenia_pohlii,Dry,Follicle,"""With coma""",Endress et al. (2018)
Rhazya_stricta,Dry,Follicle,,Endress et al. (2018)
Rhigospira_quadrangularis,Fleshy,Berry,,Endress et al. (2018)
Rhodocalyx_rotundifolius,Dry,Follicle,"""With coma""",Endress et al. (2018)
Rhyssolobium_dumosum,Dry,,,Endress et al. (2018)
Rhytidocaulon_ciliatum,Dry,,,Endress et al. (2018)
Rhytidocaulon_fulleri,Dry,,,Endress et al. (2018)
Riocreuxia_torulosa,Dry,,,Endress et al. (2018)
Saba_comorensis,Fleshy,,"""Berries orange to red""",Endress et al. (2018)
Salpinctes_kalmiifolius,Dry,Follicle,,Endress et al. (2018)
Schizoglossum_atropurpureum,Dry,Follicle,"""Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.""",Endress et al. (2018)
Schizoglossum_cordifolium,Dry,Follicle,"""Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.""",Endress et al. (2018)
Schizoglossum_eustegioides,Dry,Follicle,"""Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.""",Endress et al. (2018)
Schizoglossum_filiforme,Dry,Follicle,"""Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.""",Endress et al. (2018)
Schizostephanus_alatus,Dry,,,Endress et al. (2018)
Schizozygia_coffaeoides,Fleshy,,"""Aril thin, yellow to orange-red, pulpy.""",Endress et al. (2018)
Schlechterella_abyssinica,Dry,,,Endress et al. (2018)
Schubertia_grandiflora,Dry,,,Endress et al. (2018)
Scyphostelma_beckii,Dry,,,Endress et al. (2018)
Scyphostelma_harlingii,Dry,,,Endress et al. (2018)
Scyphostelma_microphyllum,Dry,,,Endress et al. (2018)
Secamone_alpini,Dry,,,Endress et al. (2018)
Secamone_bosseri,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_buxifolia,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_castanea,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_cloiselii,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_cristata,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_ecoronata,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_elliottii,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_elliptica,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_falcata,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_geayi,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_glaberrima,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_grandiflora,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_humbertii,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_ligustrifolia,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_minutifolia,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_oleifolia,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_sparsiflora,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_tenuifolia,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_uncinata,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_urceolata,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamone_volubilis,Dry,Follicle,"""Seeds occasionally winged""",Endress et al. (2018)
Secamonopsis_madagascariensis,Dry,,,Endress et al. (2018)
Secamonopsis_microphylla,Dry,,,Endress et al. (2018)
Secondatia_densiflora,Dry,Follicle,,Endress et al. (2018)
Sindechites_henryi,Dry,Follicle,"""Coma present.""",Endress et al. (2018)
Sisyranthus_trichostomus,Dry,,,Endress et al. (2018)
Skytanthus_acutus,Dry,Follicle,"""Winged seeds""",Endress et al. (2018)
Solenostemma_argel,Dry,Follicle,,Endress et al. (2018)
Spirolobium_cambodianum,Dry,Follicle,,Endress et al. (2018)
Spongiosperma_macrophyllum,Fleshy,Berry,,Endress et al. (2018)
Stapelia_glanduliflora,Dry,,,Endress et al. (2018)
Stapelia_leendertziae,Dry,,,Endress et al. (2018)
Stapelia_rufa,Dry,,,Endress et al. (2018)
Stapelianthus_decaryi,Dry,,,Endress et al. (2018)
Stapeliopsis_neronis,Dry,,,Endress et al. (2018)
Stathmostelma_diversifolium,Dry,Follicles,"Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.",Endress et al. (2018)
Stathmostelma_gigantiflorum,Dry,Follicles,"Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.",Endress et al. (2018)
Stathmostelma_pauciflorum,Dry,Follicles,"Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.",Endress et al. (2018)
Stemmadenia_alfaroi,Fleshy,,,Endress et al. (2018)
Stemmadenia_donnellsmithii,Fleshy,"Muskin, A., & Fischgrund, A. J. (1981). Seed dispersal of Stemmadenia (Apocynaceae) and sexually dimorphic feeding strategies by Ateles in Tikal, Guatemala. Biotropica, 13(2), 78-80.",,Endress et al. (2018)
Stemmadenia_litoralis,Fleshy,,,Endress et al. (2018)
Stemmadenia_macrophylla,Fleshy,,,Endress et al. (2018)
Stemmadenia_obovata,Fleshy,,,Endress et al. (2018)
Stemmadenia_simulans,Fleshy,,,Endress et al. (2018)
Stenostelma_corniculatum,Dry,Follicles,"Follicles fusiform or obclavate, often paired. Seeds ovate, winged, usually with white apical coma.",Endress et al. (2018)
Stephanostema_stenocarpum,Dry,Follicle,,Endress et al. (2018)
Stephanotis_floribunda,Dry,,,Endress et al. (2018)
Stipecoma_peltigera,Dry,Follicle,,Endress et al. (2018)
Stomatostemma_monteiroae,Dry,,,Endress et al. (2018)
Streptoechites_chinensis,Dry,Follicle,Coma present.,Endress et al. (2018)
Strophanthus_boivinii,Dry,Follicle,,Endress et al. (2018)
Strophanthus_caudatus,Dry,Follicle,,Endress et al. (2018)
Strophanthus_preussii,Dry,Follicle,,Endress et al. (2018)
Suberogerens_cyclophylla,Dry,,,Endress et al. (2018)
Tabernaemontana_africana,Fleshy,Berry,,Endress et al. (2018)
Tabernaemontana_alba,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_amygdalifolia,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_angulata,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_arborea,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_aurantiaca,Fleshy,,,"McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_brachyantha,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_bufalina,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_calcarea,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_capuronii,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_catharinensis,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_cerifera,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_ciliata,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_citrifolia,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_coffeoides,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_columbiensis,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_contorta,Fleshy,Berry,,"McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_coriacea,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_crassa,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_crassifolia,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_crispa,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_cuspidata,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_cymosa,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_disticha,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_divaricata,Fleshy,Folicle, Red pulpy aril ,"McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_eglandulosa,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_elegans,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_eusepala,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_flavicans,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_glandulosa,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_heterophylla,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_humblotii,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_hystrix,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_inconspicua,Fleshy,Berry,,"McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_laeta,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_letestui,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_lorifera,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_macrocalyx,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_macrocarpa,Fleshy,Berry,,"McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_markgrafiana,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_mocquerysi,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_muricata,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_odoratissima,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
Tabernaemontana_pachysiphon,Fleshy,," Fruit with fleshy, rarely woody, pericarp, endocarp not stony; either a berry with the non-arillate seeds embedded in pulp or projecting into the ovary on enlarged funicles (Ambelaniinae) or a pair of follicles (these sometimes hemi-syncarpous) with arillate seeds (most Tabernaemontaninae).","McDiarmid et al., (1977); Sim›es et al. (2010); Khan (2011); Canaveze & Machado (2016); Endress et al. (2018); Alvarado-Cardenas et al. (2019)"
