"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"436","Alchemilla plicata","83","5.101205","1.375881","0.151023","0.191997","Alchemilla plicata","83","695.783133","224.359579","24.626663","1712.875497","Alchemilla plicata","83","717.120482","46.674639","5.123207","551.643575","Alchemilla plicata","83","10010.216867","3357.198724","368.500434","344004.090393"
"437","Alchemilla propinqua","145","4.245517","1.976353","0.164127","0.109902","Alchemilla propinqua","145","695.875862","274.846368","22.824749","980.473561","Alchemilla propinqua","145","738.282759","96.71017","8.031342","315.768391","Alchemilla propinqua","145","9838.737931","4570.072073","379.523828","196912.686225"
"438","Rosa caesia","16","5.1875","0.903973","0.225993","0.995986","Rosa caesia","16","739.4375","230.367234","57.591808","8885.541642","Rosa caesia","13","704.615385","41.187657","11.423401","3522.032058","Rosa caesia","13","10299.769231","1888.75855","523.847369","2196333.807895"
"439","Rubus humulifolius","57","-3.226316","4.27591","0.566358","0.279575","Rubus humulifolius","57","568.77193","103.212163","13.670785","2494.187128","Rubus humulifolius","57","647.631579","88.176088","11.679208","803.270469","Rubus humulifolius","57","8842.105263","1967.489905","260.600404","500918.236888"
"440","Potentilla adscharica","3","1.766667","3.098925","1.789165","5.311924","Potentilla adscharica","3","543.333333","454.152324","262.204967","47389.555426","Potentilla adscharica","3","998.333333","134.24356","77.505556","15262.13892","Potentilla adscharica","3","5903.666667","5693.219329","3286.981712","9517446.50088"
"441","Geum heterocarpum","13","9.8","1.84707","0.512285","1.225829","Geum heterocarpum","13","678.692308","96.836963","26.857741","10936.051252","Geum heterocarpum","13","1400.769231","122.699602","34.030747","3522.032058","Geum heterocarpum","13","4632.846154","1201.027952","333.10522","2196333.807895"
"442","Alchemilla decumbens","3","4.133333","1.457166","0.841295","5.311924","Alchemilla decumbens","3","1016.333333","132.06564","76.248133","47389.555426","Alchemilla decumbens","3","832.666667","81.831127","47.245223","15262.13892","Alchemilla decumbens","3","12849","2803.502809","1618.603101","9517446.50088"
"443","Prunus webbii","6","14.9","2.648018","1.081049","2.655962","Prunus webbii","6","788.333333","149.912864","61.20167","23694.777713","Prunus webbii","6","1582.166667","187.869547","76.697421","7631.06946","Prunus webbii","6","4455.166667","1176.234571","480.195753","4758723.25044"
"444","Alchemilla tenuis","5","4.14","4.004123","1.790698","3.187154","Alchemilla tenuis","5","1043.2","187.295755","83.761208","28433.733256","Alchemilla tenuis","5","855.2","155.400129","69.49705","9157.283352","Alchemilla tenuis","5","13898","3660.622966","1637.080358","5710467.900528"
"445","Potentilla grandiflora","63","1.273016","2.920904","0.367999","0.252949","Potentilla grandiflora","63","1013.174603","535.54734","67.472623","2256.645496","Potentilla grandiflora","61","596.262295","131.926609","16.891471","750.596996","Potentilla grandiflora","61","16277.803279","8615.013631","1103.039466","468071.139388"
"446","Malus transitoria","20","6.985","3.586565","0.80198","0.796789","Malus transitoria","20","551.8","157.206401","35.15242","7108.433314","Malus transitoria","20","1188.55","194.872826","43.574889","2289.320838","Malus transitoria","20","4739.2","1602.576793","358.347065","1427616.975132"
"447","Rubus deliciosus","9","5.933333","2.7","0.9","1.770641","Rubus deliciosus","9","404.333333","82.22226","27.40742","15796.518475","Rubus deliciosus","9","1543.444444","191.531402","63.843801","5087.37964","Rubus deliciosus","9","2570","547.51073","182.503577","3172482.16696"
"448","Rubus lasiostylus","22","13.095455","3.666382","0.781675","0.724353","Rubus lasiostylus","22","1051.863636","247.274918","52.71919","6462.212104","Rubus lasiostylus","22","1083.954545","157.951312","33.675333","2081.200762","Rubus lasiostylus","22","9964.227273","2634.352436","561.645826","1297833.613756"
"449","Crataegus munda","10","16.34","1.319259","0.417186","1.593577","Crataegus munda","10","1314.8","167.105954","52.843543","14216.866628","Crataegus munda","10","1499.8","81.889899","25.89586","4578.641676","Crataegus munda","10","8855","1562.526586","494.114292","2855233.950264"
"450","Spiraea decumbens","3","11.433333","3.265476","1.885323","5.311924","Spiraea decumbens","3","932.333333","340.847962","196.788663","47389.555426","Spiraea decumbens","3","1246.333333","341.974171","197.43888","15262.13892","Spiraea decumbens","3","8267.333333","5460.644315","3152.704465","9517446.50088"
"451","Argentina turfosa","1","6.9",NA,NA,"15.935771","Argentina turfosa","1","1037",NA,NA,"142168.666279","Argentina turfosa","1","847",NA,NA,"45786.41676","Argentina turfosa","1","10846",NA,NA,"28552339.502639"
"452","Amelanchier lamarckii","59","7.59661","1.140624","0.148497","0.270098","Amelanchier lamarckii","59","765.40678","296.608015","38.615074","2409.638412","Amelanchier lamarckii","56","779.875","67.56036","9.028133","817.614585","Amelanchier lamarckii","56","10299.482143","4217.122448","563.536691","509863.205404"
"453","Lachemilla verticillata","1","21.1",NA,NA,"15.935771","Lachemilla verticillata","1","903",NA,NA,"142168.666279","Lachemilla verticillata","1","1586",NA,NA,"45786.41676","Lachemilla verticillata","1","5741",NA,NA,"28552339.502639"
"454","Cotoneaster bullatus","51","7.103922","1.412935","0.19785","0.312466","Cotoneaster bullatus","51","969.45098","461.732274","64.655451","2787.620907","Cotoneaster bullatus","47","736.638298","45.493155","6.635859","974.17908","Cotoneaster bullatus","47","13601.574468","8286.872085","1208.764526","607496.585163"
"455","Cliffortia ramosissima","16","14.00625","1.276176","0.319044","0.995986","Cliffortia ramosissima","16","491.4375","150.51333","37.628332","8885.541642","Cliffortia ramosissima","16","1779.625","145.92321","36.480803","2861.651047","Cliffortia ramosissima","16","2579.875","779.935713","194.983928","1784521.218915"
"456","Leucosidea sericea","17","15.158824","1.728821","0.419301","0.937398","Leucosidea sericea","17","750","271.955879","65.958989","8362.862722","Leucosidea sericea","17","1764.411765","167.399992","40.600462","2693.318633","Leucosidea sericea","17","4234.823529","1758.799563","426.571551","1679549.382508"
"457","Cliffortia eriocephalina","9","12.844444","1.383032","0.461011","1.770641","Cliffortia eriocephalina","9","619.888889","251.645805","83.881935","15796.518475","Cliffortia eriocephalina","9","1710.444444","126.087382","42.029127","5087.37964","Cliffortia eriocephalina","9","2944","1047.259996","349.086665","3172482.16696"
"458","Cliffortia montana","5","12.36","1.74442","0.780128","3.187154","Cliffortia montana","5","459.4","95.311594","42.624641","28433.733256","Cliffortia montana","5","1700.8","108.005555","48.301553","9157.283352","Cliffortia montana","5","2689.2","579.967413","259.369312","5710467.900528"
"459","Cliffortia linearifolia","26","15.169231","1.654755","0.324524","0.612914","Cliffortia linearifolia","26","826.615385","273.356189","53.609559","5468.025626","Cliffortia linearifolia","26","1663.461538","151.295005","29.671392","1761.016029","Cliffortia linearifolia","26","4750.538462","1813.607747","355.677742","1098166.903948"
"460","Cliffortia arborea","3","12.2","0.6245","0.360555","5.311924","Cliffortia arborea","3","279","76.544105","44.19276","47389.555426","Cliffortia arborea","3","1902.666667","55.895736","32.271418","15262.13892","Cliffortia arborea","3","1506.333333","262.595379","151.609513","9517446.50088"
"461","Cliffortia strobilifera","21","16.242857","1.525966","0.332993","0.758846","Cliffortia strobilifera","21","683.571429","262.97121","57.385023","6769.936489","Cliffortia strobilifera","21","1700.285714","218.479551","47.676147","2180.30556","Cliffortia strobilifera","21","3628.857143","1654.261264","360.989403","1359635.214411"
"462","Alchemilla longana","1","1.2",NA,NA,"15.935771","Alchemilla longana","1","1121",NA,NA,"142168.666279","Alchemilla longana","1","772",NA,NA,"45786.41676","Alchemilla longana","1","12621",NA,NA,"28552339.502639"
"463","Alchemilla fallax","8","7.45","2.923305","1.033544","1.991971","Alchemilla fallax","8","1009.25","161.755327","57.189144","17771.083285","Alchemilla fallax","8","1022.75","111.99713","39.596965","5723.302095","Alchemilla fallax","8","10633.375","2499.2552","883.62015","3569042.43783"
"464","Pyrus elaeagnifolia","7","9.614286","2.498285","0.944263","2.276539","Pyrus elaeagnifolia","7","581.857143","108.157953","40.879864","20309.809468","Pyrus elaeagnifolia","7","1224","134.890079","50.983658","6540.91668","Pyrus elaeagnifolia","7","4751.428571","1096.169369","414.313078","4078905.643234"
"465","Fallugia paradoxa","32","13.03125","4.600592","0.813277","0.497993","Fallugia paradoxa","32","340.1875","86.364732","15.267272","4442.770821","Fallugia paradoxa","32","2088.90625","310.311639","54.855866","1430.825524","Fallugia paradoxa","32","1740.21875","608.057231","107.490348","892260.609457"
"466","Cercocarpus ledifolius","5","4.14","2.159398","0.965712","3.187154","Cercocarpus ledifolius","5","461.6","39.884834","17.83704","28433.733256","Cercocarpus ledifolius","5","1353","175.873534","78.653035","9157.283352","Cercocarpus ledifolius","5","3452.2","872.050859","389.993","5710467.900528"
"467","Cotoneaster turbinatus","7","14.471429","2.690548","1.016932","2.276539","Cotoneaster turbinatus","7","1205.571429","262.77865","99.320994","20309.809468","Cotoneaster turbinatus","7","1270.571429","74.708003","28.236971","6540.91668","Cotoneaster turbinatus","7","9445.857143","2814.06713","1063.6174","4078905.643234"
"468","Geum pentapetalum","27","6.203704","5.547867","1.067688","0.590214","Geum pentapetalum","27","1474.333333","551.022616","106.044352","5265.506158","Geum pentapetalum","27","826.111111","219.33612","42.211256","1695.793213","Geum pentapetalum","27","18169.666667","9063.063508","1744.187385","1057494.055653"
"469","Prunus clarofolia","14","11.421429","3.748062","1.001712","1.138269","Prunus clarofolia","14","1069.357143","397.757098","106.305056","10154.904734","Prunus clarofolia","14","1079.285714","69.862974","18.671665","3270.45834","Prunus clarofolia","14","10073","4339.165996","1159.690893","2039452.821617"
"470","Potentilla thuringiaca","9","4.544444","2.909515","0.969838","1.770641","Potentilla thuringiaca","9","877.777778","508.418572","169.472857","15796.518475","Potentilla thuringiaca","9","698.888889","108.14856","36.04952","5087.37964","Potentilla thuringiaca","9","12665.777778","5779.555168","1926.518389","3172482.16696"
"471","Alchemilla johnstonii","7","7.228571","2.151522","0.813199","2.276539","Alchemilla johnstonii","7","1721.428571","314.920549","119.028779","20309.809468","Alchemilla johnstonii","7","991.285714","123.916254","46.835942","6540.91668","Alchemilla johnstonii","7","16009","3865.565547","1461.046445","4078905.643234"
"472","Cotoneaster melanocarpus","15","1.3","1.45455","0.375563","1.062385","Cotoneaster melanocarpus","15","496.933333","104.469043","26.973791","9477.911085","Cotoneaster melanocarpus","15","950.133333","69.037119","17.825307","3052.427784","Cotoneaster melanocarpus","15","5311.066667","1112.544604","287.257782","1903489.300176"
"473","Stranvaesia nussia","3","16.7","1.915724","1.106044","5.311924","Stranvaesia nussia","3","861","344.704221","199.015075","47389.555426","Stranvaesia nussia","3","1572","437.2505","252.446694","15262.13892","Stranvaesia nussia","3","5699","3277.611478","1892.329869","9517446.50088"
"474","Rosa subcollina","4","5.45","0.341565","0.170783","3.983943","Rosa subcollina","4","617.5","51.032669","25.516334","35542.16657","Rosa subcollina","3","726","16.093477","9.291573","15262.13892","Rosa subcollina","3","8952.666667","309.427428","178.648009","9517446.50088"
"475","Cliffortia ericifolia","1","16.9",NA,NA,"15.935771","Cliffortia ericifolia","1","791",NA,NA,"142168.666279","Cliffortia ericifolia","1","1620",NA,NA,"45786.41676","Cliffortia ericifolia","1","3529",NA,NA,"28552339.502639"
"476","Geum chiloense","3","11.666667","3.002221","1.733333","5.311924","Geum chiloense","3","946.666667","403.294351","232.842102","47389.555426","Geum chiloense","3","1262","157.581725","90.979851","15262.13892","Geum chiloense","3","7841","4524.197277","2612.046516","9517446.50088"
"477","Crataegus lassa","9","16.977778","1.210142","0.403381","1.770641","Crataegus lassa","9","1270","139.660302","46.553434","15796.518475","Crataegus lassa","9","1537.777778","59.331227","19.777076","5087.37964","Crataegus lassa","9","8373.888889","1494.808052","498.269351","3172482.16696"
"478","Rubus hawaiensis","2","14.4","6.363961","4.5","7.967886","Rubus hawaiensis","2","2558.5","2201.22341","1556.5","71084.333139","Rubus hawaiensis","2","1379.5","226.981277","160.5","22893.20838","Rubus hawaiensis","2","25377.5","23248.963859","16439.5","14276169.751319"
"479","Geum bulgaricum","4","6.45","4.482931","2.241466","3.983943","Geum bulgaricum","4","780","263.561505","131.780752","35542.16657","Geum bulgaricum","4","993","250.118639","125.05932","11446.60419","Geum bulgaricum","4","7944.5","1354.938006","677.469003","7138084.87566"
"480","Pyrus syriaca","9","12.888889","4.345815","1.448605","1.770641","Pyrus syriaca","9","603.888889","303.887086","101.295695","15796.518475","Pyrus syriaca","9","1718.666667","267.907167","89.302389","5087.37964","Pyrus syriaca","9","3558.333333","1820.877948","606.959316","3172482.16696"
"481","Rosa phoenicia","1","20.5",NA,NA,"15.935771","Rosa phoenicia","1","534",NA,NA,"142168.666279","Rosa phoenicia","1","1816",NA,NA,"45786.41676","Rosa phoenicia","1","3100",NA,NA,"28552339.502639"
"482","Cotoneaster submultiflorus","61","7.27377","3.681752","0.4714","0.261242","Cotoneaster submultiflorus","61","504.213115","260.794115","33.391265","2330.633873","Cotoneaster submultiflorus","61","1276.245902","226.053729","28.943214","750.596996","Cotoneaster submultiflorus","61","4257.672131","2548.001561","326.23817","468071.139388"
"483","Cotoneaster apiculatus","21","9.828571","4.226481","0.922294","0.758846","Cotoneaster apiculatus","21","926.142857","258.37846","56.382802","6769.936489","Cotoneaster apiculatus","21","1067.238095","296.45875","64.692603","2180.30556","Cotoneaster apiculatus","21","9266.142857","3539.201326","772.317046","1359635.214411"
"484","Rubus stans","12","8.991667","5.191857","1.49876","1.327981","Rubus stans","12","898","145.74386","42.072628","11847.388857","Rubus stans","12","1108.666667","215.459481","62.197795","3815.53473","Rubus stans","12","7972.333333","2733.230235","789.015606","2379361.62522"
