"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"335","Rubus subtibetanus","10","11.4","5.308484","1.67869","1.593577","Rubus subtibetanus","10","980.5","186.276527","58.90581","14216.866628","Rubus subtibetanus","10","1061.4","212.708564","67.264354","4578.641676","Rubus subtibetanus","10","8737.3","2509.612721","793.609224","2855233.950264"
"336","Osteomeles schwerinae","33","13.290909","4.37724","0.76198","0.482902","Osteomeles schwerinae","33","909.181818","139.605796","24.30225","4308.141402","Osteomeles schwerinae","33","1235.484848","143.513745","24.982536","1387.467175","Osteomeles schwerinae","33","7085.272727","1661.457893","289.222695","865222.409171"
"337","Malus sieversii","2","6.85","2.192031","1.55","7.967886","Malus sieversii","2","535","42.426407","30","71084.333139","Malus sieversii","2","1257","87.681241","62","22893.20838","Malus sieversii","2","4380","9.899495","7","14276169.751319"
"338","Alchemilla crinita","15","5.593333","1.742931","0.450023","1.062385","Alchemilla crinita","15","1052.733333","240.959234","62.215407","9477.911085","Alchemilla crinita","15","792.066667","77.962873","20.129927","3052.427784","Alchemilla crinita","15","15054.266667","5067.535826","1308.432124","1903489.300176"
"339","Crataegus irrasa","22","4.313636","1.514468","0.322886","0.724353","Crataegus irrasa","22","934.909091","173.5599","37.003095","6462.212104","Crataegus irrasa","21","867.428571","109.074549","23.802018","2180.30556","Crataegus irrasa","21","11565.857143","4239.446925","925.123164","1359635.214411"
"340","Crataegus submollis","83","6.150602","1.776017","0.194943","0.191997","Crataegus submollis","83","795.891566","209.586877","23.005148","1712.875497","Crataegus submollis","78","876.448718","175.554309","19.877611","587.005343","Crataegus submollis","77","9310.831169","2402.072956","273.741619","370809.60393"
"341","Malus honanensis","23","12.269565","1.934245","0.403318","0.69286","Malus honanensis","23","695.434783","136.619187","28.48707","6181.24636","Malus honanensis","23","1234.217391","156.655661","32.664963","1990.713772","Malus honanensis","23","5823.652174","1599.411614","333.500376","1241406.065332"
"342","Potentilla alchimilloides","4","7.075","3.769505","1.884753","3.983943","Potentilla alchimilloides","4","1145.5","124.243041","62.121521","35542.16657","Potentilla alchimilloides","4","1047.5","79.475363","39.737682","11446.60419","Potentilla alchimilloides","4","10666","2004.47965","1002.239825","7138084.87566"
"343","Potentilla articulata","7","3.742857","6.208826","2.346716","2.276539","Potentilla articulata","7","868.571429","167.723838","63.393652","20309.809468","Potentilla articulata","7","871.571429","389.134449","147.078997","6540.91668","Potentilla articulata","7","15399.714286","20117.457773","7603.684325","4078905.643234"
"344","Fragaria viridis","50","8.502","2.389047","0.337862","0.318715","Fragaria viridis","50","694.42","152.523011","21.570011","2843.373326","Fragaria viridis","48","933.416667","185.003834","26.703003","953.883682","Fragaria viridis","48","7752.541667","2473.670663","357.043606","594840.406305"
"345","Fragaria moschata","27","6.125926","1.933628","0.372127","0.590214","Fragaria moschata","27","871.851852","310.127853","59.684133","5265.506158","Fragaria moschata","26","758.769231","85.564622","16.780603","1761.016029","Fragaria moschata","26","11935.846154","4012.136076","786.844621","1098166.903948"
"346","Lachemilla hispidula","2","7","0.848528","0.6","7.967886","Lachemilla hispidula","2","1624.5","351.43207","248.5","71084.333139","Lachemilla hispidula","2","865.5","72.831998","51.5","22893.20838","Lachemilla hispidula","2","15079.5","2424.669153","1714.5","14276169.751319"
"347","Lachemilla nivalis","9","12.022222","6.407959","2.135986","1.770641","Lachemilla nivalis","9","1237.111111","694.474522","231.491507","15796.518475","Lachemilla nivalis","9","1015.555556","127.250846","42.416949","5087.37964","Lachemilla nivalis","9","11116.444444","4882.217045","1627.405682","3172482.16696"
"348","Rosa pulverulenta","23","10.834783","2.502655","0.52184","0.69286","Rosa pulverulenta","23","691.391304","174.282357","36.340384","6181.24636","Rosa pulverulenta","23","1423.434783","137.306832","28.630454","1990.713772","Rosa pulverulenta","23","4751.217391","1433.852755","298.978967","1241406.065332"
"349","Rubus canescens","82","10.447561","3.042588","0.335998","0.194339","Rubus canescens","82","772.695122","238.109203","26.294763","1733.764223","Rubus canescens","81","1161.530864","201.969929","22.441103","565.264404","Rubus canescens","81","6883.296296","2766.413267","307.379252","352498.018551"
"350","Cotoneaster dammeri","58","10.801724","3.675452","0.48261","0.274755","Cotoneaster dammeri","58","981.431034","337.759081","44.34994","2451.183901","Cotoneaster dammeri","53","1015.358491","246.037528","33.795854","863.894656","Cotoneaster dammeri","53","10549.811321","5375.048283","738.319663","538723.386842"
"351","Rubus pungens","15","11.273333","4.216205","1.088619","1.062385","Rubus pungens","15","1363.4","490.812271","126.727183","9477.911085","Rubus pungens","15","1086.6","245.108081","63.286634","3052.427784","Rubus pungens","15","12214.733333","5305.208916","1369.799052","1903489.300176"
"352","Prunus leveilleana","4","11.85","1.502221","0.75111","3.983943","Prunus leveilleana","4","1616.75","551.136629","275.568314","35542.16657","Prunus leveilleana","4","1072","70.498227","35.249114","11446.60419","Prunus leveilleana","4","14521.5","4004.342102","2002.171051","7138084.87566"
"353","Rubus croceacanthus","16","18.375","3.286031","0.821508","0.995986","Rubus croceacanthus","16","2296.5625","320.521652","80.130413","8885.541642","Rubus croceacanthus","13","1346.307692","179.561217","49.801321","3522.032058","Rubus croceacanthus","13","17136.384615","5087.035147","1410.889697","2196333.807895"
"354","Prunus reflexa","14","19.692857","2.478667","0.662452","1.138269","Prunus reflexa","14","1317.5","351.326443","93.895941","10154.904734","Prunus reflexa","14","1396.357143","232.563509","62.155212","3270.45834","Prunus reflexa","14","10049.785714","3834.107642","1024.70837","2039452.821617"
"355","Rubus alpinus","6","14.45","3.577569","1.460536","2.655962","Rubus alpinus","6","1635.5","583.924567","238.386206","23694.777713","Rubus alpinus","6","1300.833333","135.825501","55.450529","7631.06946","Rubus alpinus","6","13561.333333","5332.600929","2177.025213","4758723.25044"
"356","Prunus integrifolia","40","16.08","3.71823","0.587904","0.398394","Prunus integrifolia","40","1678.575","1013.615081","160.266616","3554.216657","Prunus integrifolia","40","1320.4","175.462729","27.743093","1144.660419","Prunus integrifolia","40","11791.3","5594.330001","884.541239","713808.487566"
"357","Prunus nipponica","15","8.186667","4.691766","1.211409","1.062385","Prunus nipponica","15","1791","433.593457","111.953349","9477.911085","Prunus nipponica","15","852.666667","284.688719","73.506311","3052.427784","Prunus nipponica","15","26193.4","20687.103297","5341.387103","1903489.300176"
"358","Neillia tanakae","1","11.9",NA,NA,"15.935771","Neillia tanakae","1","1936",NA,NA,"142168.666279","Neillia tanakae","1","1183",NA,NA,"45786.41676","Neillia tanakae","1","13922",NA,NA,"28552339.502639"
"359","Spiraea miyabei","11","8.690909","2.641384","0.796407","1.448706","Spiraea miyabei","11","1417.545455","137.217611","41.372666","12924.424207","Spiraea miyabei","10","951.3","84.115067","26.59952","4578.641676","Spiraea miyabei","10","13766.5","1458.051306","461.076307","2855233.950264"
"360","Alchemilla japonica","14","6.514286","3.909526","1.044865","1.138269","Alchemilla japonica","14","433","383.531766","102.503176","10154.904734","Alchemilla japonica","14","1292.5","188.859227","50.474752","3270.45834","Alchemilla japonica","14","3396.785714","3109.573534","831.068485","2039452.821617"
"361","Filipendula multijuga","9","8.3","4.692547","1.564182","1.770641","Filipendula multijuga","9","1811.222222","444.24227","148.080757","15796.518475","Filipendula multijuga","9","894.333333","271.131426","90.377142","5087.37964","Filipendula multijuga","9","22081.111111","10901.228984","3633.742995","3172482.16696"
"362","Rosa nipponensis","5","6.7","3.132092","1.400714","3.187154","Rosa nipponensis","5","1732.2","287.15797","128.420948","28433.733256","Rosa nipponensis","5","783.6","261.78197","117.072456","9157.283352","Rosa nipponensis","5","24864.6","12677.825101","5669.695747","5710467.900528"
"363","Rubus palmatus","23","12.278261","2.416977","0.503975","0.69286","Rubus palmatus","23","1869.521739","421.677588","87.925855","6181.24636","Rubus palmatus","22","1126.954545","139.092117","29.654539","2081.200762","Rubus palmatus","22","16075.272727","3030.897827","646.189588","1297833.613756"
"364","Sanguisorba albiflora","6","7.9","3.451956","1.409255","2.655962","Sanguisorba albiflora","6","1723.166667","297.31291","121.377487","23694.777713","Sanguisorba albiflora","6","819","206.801354","84.426299","7631.06946","Sanguisorba albiflora","6","21837","8018.385997","3273.492376","4758723.25044"
"365","Poterium obtusum","9","5.022222","6.009321","2.003107","1.770641","Poterium obtusum","9","999.222222","327.328878","109.109626","15796.518475","Poterium obtusum","9","857.444444","251.122535","83.707512","5087.37964","Poterium obtusum","9","12022.555556","5143.203382","1714.401127","3172482.16696"
"366","Rosa hirtula","1","13.7",NA,NA,"15.935771","Rosa hirtula","1","1515",NA,NA,"142168.666279","Rosa hirtula","1","1208",NA,NA,"45786.41676","Rosa hirtula","1","12160",NA,NA,"28552339.502639"
"367","Potentilla stolonifera","24","3.4","5.57354","1.137694","0.66399","Potentilla stolonifera","24","1310.708333","763.466436","155.841934","5923.694428","Potentilla stolonifera","20","774.95","219.946279","49.181483","2289.320838","Potentilla stolonifera","20","17383.35","9674.078573","2163.189731","1427616.975132"
"368","Hesperomeles palcensis","8","10.8375","4.615792","1.631929","1.991971","Hesperomeles palcensis","8","779.5","175.037139","61.884974","17771.083285","Hesperomeles palcensis","8","1357.375","162.891671","57.590903","5723.302095","Hesperomeles palcensis","8","6127.25","1890.358904","668.3428","3569042.43783"
"369","Prunus hortulana","27","13","1.156919","0.222649","0.590214","Prunus hortulana","27","1047.703704","91.509485","17.611009","5265.506158","Prunus hortulana","27","1404.037037","95.043909","18.291209","1695.793213","Prunus hortulana","27","7607.259259","786.872954","151.433771","1057494.055653"
"370","Polylepis tarapacana","11","5.709091","3.851352","1.161226","1.448706","Polylepis tarapacana","11","194.272727","163.009258","49.149141","12924.424207","Polylepis tarapacana","11","1676.454545","151.657749","45.726532","4162.401524","Polylepis tarapacana","11","1242.090909","1030.290683","310.644329","2595667.227513"
"371","Polylepis hieronymi","6","15.9","1.538831","0.628225","2.655962","Polylepis hieronymi","6","675.333333","113.263704","46.239714","23694.777713","Polylepis hieronymi","6","1661.333333","59.594183","24.329223","7631.06946","Polylepis hieronymi","6","3961.833333","380.758935","155.444184","4758723.25044"
"372","Prunus geniculata","2","22.25","0.212132","0.15","7.967886","Prunus geniculata","2","1236","1.414214","1","71084.333139","Prunus geniculata","2","1756.5","12.020815","8.5","22893.20838","Prunus geniculata","2","7004.5","14.849242","10.5","14276169.751319"
"373","Crataegus punctata","25","14.464","2.041013","0.408203","0.637431","Crataegus punctata","25","1320","146.975338","29.395068","5686.746651","Crataegus punctata","25","1397.08","83.549347","16.709869","1831.45667","Crataegus punctata","25","9544.72","1128.218305","225.643661","1142093.580106"
"374","Prunus brittoniana","3","16.2","6.946222","4.010403","5.311924","Prunus brittoniana","3","1277","557.454931","321.846754","47389.555426","Prunus brittoniana","3","1355.333333","95.448066","55.106967","15262.13892","Prunus brittoniana","3","8629.666667","3471.531266","2004.289511","9517446.50088"
"375","Prunus occidentalis","13","21.815385","2.564451","0.711251","1.225829","Prunus occidentalis","13","2390.230769","692.340253","192.020637","10936.051252","Prunus occidentalis","12","1593.75","146.26012","42.22166","3815.53473","Prunus occidentalis","12","14868.75","5309.042665","1532.588606","2379361.62522"
"376","Spiraea crenata","79","5.140506","1.917431","0.215728","0.201719","Spiraea crenata","79","498.582278","83.943144","9.444342","1799.603371","Spiraea crenata","79","964.772152","110.384985","12.419281","579.574896","Spiraea crenata","79","5239.025316","1293.145836","145.490273","361422.019021"
"377","Prunus munsoniana","19","12.8","0.993311","0.227881","0.838725","Prunus munsoniana","19","1024.894737","81.147941","18.616614","7482.561383","Prunus munsoniana","19","1438.526316","109.53354","25.128717","2409.811408","Prunus munsoniana","19","7244.473684","884.276941","202.867043","1502754.710665"
"378","Prunus ovalis","3","16.833333","4.485904","2.589938","5.311924","Prunus ovalis","3","1197.333333","512.060869","295.638481","47389.555426","Prunus ovalis","3","1278.666667","154.328654","89.10169","15262.13892","Prunus ovalis","3","9754.333333","3822.388302","2206.856915","9517446.50088"
"379","Prunus oleifolia","13","19.907692","2.242194","0.621873","1.225829","Prunus oleifolia","13","1166.461538","384.629175","106.676939","10936.051252","Prunus oleifolia","13","1636.461538","86.175804","23.900868","3522.032058","Prunus oleifolia","13","7290.615385","2930.949549","812.899145","2196333.807895"
"380","Lachemilla pinnata","26","10.223077","6.132621","1.202706","0.612914","Lachemilla pinnata","26","951.5","702.863984","137.842968","5468.025626","Lachemilla pinnata","26","1492.538462","242.303814","47.519688","1761.016029","Lachemilla pinnata","26","6481.730769","3922.384026","769.242796","1098166.903948"
"381","Rubus trilobus","16","13.98125","3.155148","0.788787","0.995986","Rubus trilobus","16","1301.375","409.083508","102.270877","8885.541642","Rubus trilobus","16","1548.4375","163.25929","40.814822","2861.651047","Rubus trilobus","16","7751.875","2904.579393","726.144848","1784521.218915"
"382","Lachemilla uniflora","6","11.2","7.657676","3.126233","2.655962","Lachemilla uniflora","6","1532","580.036895","236.799071","23694.777713","Lachemilla uniflora","6","1007.333333","165.231555","67.4555","7631.06946","Lachemilla uniflora","6","14244.5","4432.58014","1809.593264","4758723.25044"
"383","Prunus zippeliana","32","18.865625","2.969154","0.524877","0.497993","Prunus zippeliana","32","2082","594.876241","105.160256","4442.770821","Prunus zippeliana","31","1357.483871","114.482567","20.561676","1476.981186","Prunus zippeliana","31","15150.225806","3497.528401","628.174645","921043.209763"
"384","Pyrus korshinskyi","1","8.4",NA,NA,"15.935771","Pyrus korshinskyi","1","506",NA,NA,"142168.666279","Pyrus korshinskyi","1","1327",NA,NA,"45786.41676","Pyrus korshinskyi","1","5070",NA,NA,"28552339.502639"
"385","Lachemilla polylepis","3","11.666667","7.788667","4.496789","5.311924","Lachemilla polylepis","3","2455","268.311386","154.909651","47389.555426","Lachemilla polylepis","3","1211.666667","212.165816","122.493991","15262.13892","Lachemilla polylepis","3","17885.666667","7534.344453","4349.955798","9517446.50088"
"386","Spiraea purpurea","4","11.525","5.407017","2.703508","3.983943","Spiraea purpurea","4","1234.25","216.174891","108.087446","35542.16657","Spiraea purpurea","4","1126.75","304.351086","152.175543","11446.60419","Spiraea purpurea","4","10672.25","1192.556742","596.278371","7138084.87566"
"387","Cliffortia paucistaminea","15","15.593333","2.675141","0.690718","1.062385","Cliffortia paucistaminea","15","809.466667","204.788695","52.876214","9477.911085","Cliffortia paucistaminea","15","1626.8","91.272903","23.566562","3052.427784","Cliffortia paucistaminea","15","4701.8","1405.800595","362.976153","1903489.300176"
"388","Crataegus rhipidophylla","76","6.284211","1.459594","0.167427","0.209681","Crataegus rhipidophylla","76","870.592105","465.601408","53.408144","1870.640346","Crataegus rhipidophylla","72","729.875","43.513941","5.128167","635.922455","Crataegus rhipidophylla","72","12641.263889","7202.719093","848.848586","396560.27087"
"389","Rosa glauca","135","5.471852","2.100627","0.180793","0.118043","Rosa glauca","135","773.607407","357.461032","30.765347","1053.101232","Rosa glauca","124","724.620968","77.162967","6.929439","369.245296","Rosa glauca","123","10992.130081","5706.714603","514.557127","232132.841485"
"390","Alchemilla saxatilis","25","7.32","2.763904","0.552781","0.637431","Alchemilla saxatilis","25","935.44","210.092852","42.01857","5686.746651","Alchemilla saxatilis","25","1064.08","140.585656","28.117131","1831.45667","Alchemilla saxatilis","25","11014.88","3885.220793","777.044159","1142093.580106"
"391","Photinia oblongifolia","2","21.05","0.212132","0.15","7.967886","Photinia oblongifolia","2","1035","66.468037","47","71084.333139","Photinia oblongifolia","2","1716","29.698485","21","22893.20838","Photinia oblongifolia","2","7142","514.773737","364","14276169.751319"
"392","Sarcopoterium spinosum","26","16.796154","1.906721","0.373939","0.612914","Sarcopoterium spinosum","26","721.653846","194.874307","38.217996","5468.025626","Sarcopoterium spinosum","19","1648.210526","170.761555","39.175387","2409.811408","Sarcopoterium spinosum","19","4030.315789","1025.111433","235.176692","1502754.710665"
"393","Potentilla purpurea","19","4.357895","5.177979","1.18791","0.838725","Potentilla purpurea","19","820.789474","212.99676","48.864808","7482.561383","Potentilla purpurea","19","935.894737","297.68755","68.294208","2409.811408","Potentilla purpurea","19","10747.578947","12386.806195","2841.728234","1502754.710665"
"394","Spiraea hypericifolia","119","5.07395","4.671886","0.428271","0.133914","Spiraea hypericifolia","119","448.092437","198.042668","18.154542","1194.694675","Spiraea hypericifolia","119","1103.714286","256.303122","23.495269","384.759805","Spiraea hypericifolia","119","4380.201681","2225.214778","203.985104","239935.626073"
"395","Spiraea lasiocarpa","2","4.2","8.061017","5.7","7.967886","Spiraea lasiocarpa","2","169.5","70.003571","49.5","71084.333139","Spiraea lasiocarpa","2","1175.5","318.905158","225.5","22893.20838","Spiraea lasiocarpa","2","1762.5","111.015765","78.5","14276169.751319"
"396","Sorbus tianschanica","30","3.863333","4.453088","0.813019","0.531192","Sorbus tianschanica","30","294.733333","202.245657","36.924836","4738.955543","Sorbus tianschanica","30","1278.033333","281.173095","51.334949","1526.213892","Sorbus tianschanica","30","2526.866667","1797.0001","328.08583","951744.650088"
"397","Fragaria nubicola","10","6.52","5.001733","1.581687","1.593577","Fragaria nubicola","10","864.5","688.348789","217.675","14216.866628","Fragaria nubicola","10","1220.9","142.531439","45.072399","4578.641676","Fragaria nubicola","10","7791.8","4856.433598","1535.739148","2855233.950264"
"398","Chamaerhodos sabulosa","42","-0.754762","3.778966","0.583107","0.379423","Chamaerhodos sabulosa","42","205.738095","136.286474","21.029459","3384.968245","Chamaerhodos sabulosa","42","1089.166667","237.040587","36.576157","1090.15278","Chamaerhodos sabulosa","42","1947.833333","1492.413284","230.284369","679817.607206"
"399","Argentina leuconota","14","8.428571","4.398676","1.175596","1.138269","Argentina leuconota","14","987.785714","267.648788","71.532147","10154.904734","Argentina leuconota","14","939.142857","199.663893","53.36242","3270.45834","Argentina leuconota","14","9384.214286","2515.041862","672.173211","2039452.821617"
"400","Spiraea canescens","27","5.644444","4.377155","0.842384","0.590214","Spiraea canescens","27","712.407407","445.44932","85.726762","5265.506158","Spiraea canescens","27","1228.37037","202.699882","39.00961","1695.793213","Spiraea canescens","27","6249.666667","3695.507668","711.200782","1057494.055653"
"401","Rosa macrophylla","32","7.953125","5.156642","0.911574","0.497993","Rosa macrophylla","32","749.53125","330.097247","58.3535","4442.770821","Rosa macrophylla","32","1223.21875","187.259305","33.103081","1430.825524","Rosa macrophylla","32","6425.625","3095.743162","547.255246","892260.609457"
"402","Rosa ecae","8","5.9875","3.52519","1.246343","1.991971","Rosa ecae","8","592.625","265.569435","93.892974","17771.083285","Rosa ecae","8","1503.875","126.230444","44.629201","5723.302095","Rosa ecae","8","3130.5","1266.432673","447.751565","3569042.43783"
"403","Fragaria tibetica","5","2.96","1.350185","0.603821","3.187154","Fragaria tibetica","5","521.8","164.206273","73.435278","28433.733256","Fragaria tibetica","5","972.6","175.868701","78.650874","9157.283352","Fragaria tibetica","5","6917.6","2331.753375","1042.791811","5710467.900528"
"404","Rubus fockeanus","22","11.840909","4.456206","0.950066","0.724353","Rubus fockeanus","22","941.045455","182.028642","38.808637","6462.212104","Rubus fockeanus","22","1175.227273","176.903507","37.715954","2081.200762","Rubus fockeanus","22","7830.863636","1835.066453","391.237482","1297833.613756"
"405","Geum longifolium","6","-2.833333","2.539029","1.036554","2.655962","Geum longifolium","6","502.5","83.992262","34.289697","23694.777713","Geum longifolium","6","725.5","94.375315","38.528561","7631.06946","Geum longifolium","6","7826.333333","1314.407496","536.604613","4758723.25044"
"406","Fragaria pentaphylla","19","9.731579","5.373086","1.23267","0.838725","Fragaria pentaphylla","19","924.263158","334.59658","76.76172","7482.561383","Fragaria pentaphylla","19","1044","184.151206","42.247184","2409.811408","Fragaria pentaphylla","19","8630","3087.697326","708.366348","1502754.710665"
"407","Prunus mira","6","6.5","0.829458","0.338625","2.655962","Prunus mira","6","636.333333","219.67309","89.681163","23694.777713","Prunus mira","6","1285.666667","194.575093","79.434949","7631.06946","Prunus mira","6","5670.5","2633.805896","1075.246754","4758723.25044"
"408","Cotoneaster rotundifolius","13","10.184615","5.44883","1.511234","1.225829","Cotoneaster rotundifolius","13","1038.692308","258.290981","71.637029","10936.051252","Cotoneaster rotundifolius","13","1086.461538","204.618595","56.750987","3522.032058","Cotoneaster rotundifolius","13","9103.769231","2866.964572","795.152905","2196333.807895"
"409","Argentina peduncularis","4","8.425","6.536755","3.268378","3.983943","Argentina peduncularis","4","1165.25","674.069915","337.034958","35542.16657","Argentina peduncularis","4","1022.75","237.905268","118.952634","11446.60419","Argentina peduncularis","4","9763.75","2633.190634","1316.595317","7138084.87566"
"410","Cotoneaster rehderi","5","10","0.234521","0.104881","3.187154","Cotoneaster rehderi","5","1137.8","495.155228","221.44015","28433.733256","Cotoneaster rehderi","4","936.5","24.63737","12.318685","11446.60419","Cotoneaster rehderi","4","12895.25","7782.554096","3891.277048","7138084.87566"
"411","Rubus nivalis","11","7.490909","2.408092","0.726067","1.448706","Rubus nivalis","11","1836.727273","546.037561","164.636519","12924.424207","Rubus nivalis","10","884","101.436351","32.076991","4578.641676","Rubus nivalis","10","23154.1","8066.708973","2550.917358","2855233.950264"
"412","Rubus bifrons","72","10.6125","3.151925","0.371458","0.22133","Rubus bifrons","72","1020.208333","503.641219","59.354687","1974.564809","Rubus bifrons","71","1157.253521","287.952165","34.173635","644.879109","Rubus bifrons","71","9380.478873","5699.346822","676.388027","402145.626798"
"413","Crataegus enderbyensis","1","6.9",NA,NA,"15.935771","Crataegus enderbyensis","1","608",NA,NA,"142168.666279","Crataegus enderbyensis","1","970",NA,NA,"45786.41676","Crataegus enderbyensis","1","6592",NA,NA,"28552339.502639"
"414","Rubus arcticus","202","-2.866832","3.57998","0.251887","0.07889","Rubus arcticus","202","548.539604","250.596226","17.631889","703.805279","Rubus arcticus","197","673.680203","133.903385","9.540221","232.418359","Rubus arcticus","197","8507.751269","4248.253976","302.675563","144935.733516"
"415","Spiraea media","211","-1.427014","3.931397","0.270649","0.075525","Spiraea media","211","534.113744","162.391286","11.179477","673.785148","Spiraea media","211","797.92891","131.585061","9.058689","216.997236","Spiraea media","211","6834.454976","2570.622034","176.968919","135319.144562"
"416","Kelseya uniflora","5","2.68","3.371498","1.50778","3.187154","Kelseya uniflora","5","408","138.289551","61.844967","28433.733256","Kelseya uniflora","5","1275.2","149.702037","66.948786","9157.283352","Kelseya uniflora","5","3127","1177.85483","526.752694","5710467.900528"
"417","Spiraea splendens","14","4.207143","1.462592","0.390894","1.138269","Spiraea splendens","14","998.214286","548.041292","146.470196","10154.904734","Spiraea splendens","14","1010.5","159.317173","42.579306","3270.45834","Spiraea splendens","14","11650.642857","9345.806551","2497.771865","2039452.821617"
"418","Cotoneaster frigidus","8","11.3625","1.922006","0.679532","1.991971","Cotoneaster frigidus","8","1211.5","352.301413","124.557359","17771.083285","Cotoneaster frigidus","8","1201.875","101.502199","35.886447","5723.302095","Cotoneaster frigidus","8","10832.875","3587.50938","1268.376105","3569042.43783"
"419","Cotoneaster nitens","17","8.429412","3.580462","0.86839","0.937398","Cotoneaster nitens","17","805","192.128538","46.598015","8362.862722","Cotoneaster nitens","17","1039.882353","257.777007","62.520108","2693.318633","Cotoneaster nitens","17","7767.882353","2499.253711","606.158061","1679549.382508"
"420","Prunus tomentosa","24","10.3625","1.976341","0.403419","0.66399","Prunus tomentosa","24","891.958333","413.057474","84.315004","5923.694428","Prunus tomentosa","24","1295.666667","291.467302","59.495514","1907.767365","Prunus tomentosa","24","7361.583333","3758.573271","767.215556","1189680.81261"
"421","Crataegus chlorocarpa","9","8.044444","4.343993","1.447998","1.770641","Crataegus chlorocarpa","9","633.777778","169.138093","56.379364","15796.518475","Crataegus chlorocarpa","9","1033.444444","247.033961","82.344654","5087.37964","Crataegus chlorocarpa","9","6280.888889","2201.790036","733.930012","3172482.16696"
"422","Crataegus rivularis","23","6.004348","2.157962","0.449966","0.69286","Crataegus rivularis","23","434.956522","192.948999","40.232647","6181.24636","Crataegus rivularis","23","1449.173913","163.289384","34.04819","1990.713772","Crataegus rivularis","23","3113.782609","1737.263443","362.244469","1241406.065332"
"423","Alchemilla heptagona","51","3.686275","1.827897","0.255957","0.312466","Alchemilla heptagona","51","610.529412","44.233179","6.193884","2787.620907","Alchemilla heptagona","51","711.627451","94.906261","13.289535","897.772878","Alchemilla heptagona","51","8693.058824","1149.492017","160.961078","559849.794169"
"424","Potentilla divina","3","2.5","3.843176","2.218859","5.311924","Potentilla divina","3","980.333333","78.290059","45.200787","47389.555426","Potentilla divina","3","792.333333","65.271229","37.684362","15262.13892","Potentilla divina","3","17277.666667","3231.763657","1865.859617","9517446.50088"
"425","Prunus gracilis","33","15.869697","3.10287","0.54014","0.482902","Prunus gracilis","33","748.636364","262.205051","45.644041","4308.141402","Prunus gracilis","33","1896.333333","237.13652","41.28017","1387.467175","Prunus gracilis","33","4167.030303","1913.748669","333.140882","865222.409171"
"426","Prunus alleghaniensis","5","9.3","1.070047","0.47854","3.187154","Prunus alleghaniensis","5","1035.8","112.863635","50.474152","28433.733256","Prunus alleghaniensis","5","1121","98.480963","44.042026","9157.283352","Prunus alleghaniensis","5","9484.6","2498.899418","1117.541794","5710467.900528"
"427","Alchemilla pedata","14","13.057143","3.494989","0.934075","1.138269","Alchemilla pedata","14","1187","257.328584","68.773957","10154.904734","Alchemilla pedata","14","1497.857143","215.334751","57.550633","3270.45834","Alchemilla pedata","14","8198","2950.622307","788.586982","2039452.821617"
"428","Alchemilla haumannii","3","9.766667","2.853653","1.647557","5.311924","Alchemilla haumannii","3","1338.333333","288.884637","166.787623","47389.555426","Alchemilla haumannii","3","1389.666667","104.576925","60.377516","15262.13892","Alchemilla haumannii","3","9992","2069.992271","1195.110595","9517446.50088"
"429","Cliffortia monophylla","2","16.3","2.545584","1.8","7.967886","Cliffortia monophylla","2","739","261.629509","185","71084.333139","Cliffortia monophylla","2","1644.5","130.814755","92.5","22893.20838","Cliffortia monophylla","2","3629.5","2089.500538","1477.5","14276169.751319"
"430","Rubus nessensis","108","6.883333","1.408552","0.135538","0.147553","Rubus nessensis","108","844.12963","451.616248","43.456794","1316.37654","Rubus nessensis","103","754.31068","61.858635","6.095112","444.528318","Rubus nessensis","103","11230.019417","6587.165751","649.052727","277207.179637"
"431","Alchemilla volkensii","4","15","5.593449","2.796724","3.983943","Alchemilla volkensii","4","1391.5","588.185062","294.092531","35542.16657","Alchemilla volkensii","4","1479.75","198.734958","99.367479","11446.60419","Alchemilla volkensii","4","8983.25","1817.592982","908.796491","7138084.87566"
"432","Alchemilla woodii","11","15","2.669831","0.804984","1.448706","Alchemilla woodii","11","823.909091","134.022725","40.409372","12924.424207","Alchemilla woodii","11","1665.727273","112.315708","33.86446","4162.401524","Alchemilla woodii","11","4756.818182","1044.700322","314.988999","2595667.227513"
"433","Fragaria daltoniana","5","12.02","4.823588","2.157174","3.187154","Fragaria daltoniana","5","1559.6","628.37075","281.015942","28433.733256","Fragaria daltoniana","5","1176.6","205.008049","91.682387","9157.283352","Fragaria daltoniana","5","12620.6","3715.894011","1661.798321","5710467.900528"
"434","Cotoneaster verruculosus","15","11.466667","5.638473","1.455847","1.062385","Cotoneaster verruculosus","15","987.733333","261.192449","67.4396","9477.911085","Cotoneaster verruculosus","15","1181","230.480554","59.509823","3052.427784","Cotoneaster verruculosus","15","8200.133333","2559.633536","660.894537","1903489.300176"
"435","Potentilla alba","86","6.872093","2.166518","0.233622","0.1853","Potentilla alba","86","689.104651","216.855877","23.384171","1653.124026","Potentilla alba","86","878.197674","86.251455","9.300734","532.400195","Potentilla alba","86","7805.5","2690.61726","290.136721","332003.947705"
