"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"525","Solanum obliquum","17","5.690783","0.01163","0.002821","1e-05","Solanum obliquum","17","7.58102","0.359463","0.087183","0.013569","Solanum obliquum","17","7.159734","0.076307","0.018507","0.002242","Solanum obliquum","17","9.599851","0.403065","0.097758","0.019618"
"526","Solanum bahamense","35","5.698369","0.002837","0.00048","5e-06","Solanum bahamense","35","7.04579","0.28489","0.048155","0.006591","Solanum bahamense","29","7.541703","0.050492","0.009376","0.001314","Solanum bahamense","29","8.721961","0.27999","0.051993","0.0115"
"527","Merinthopodium neuranthum","12","5.690172","0.010093","0.002914","1.5e-05","Merinthopodium neuranthum","12","8.119842","0.265812","0.076733","0.019222","Merinthopodium neuranthum","11","7.351368","0.07687","0.023177","0.003464","Merinthopodium neuranthum","11","9.897089","0.219994","0.066331","0.030319"
"528","Solanum stupefactum","1","5.672808",NA,NA,"0.000176","Solanum stupefactum","1","6.612041",NA,NA,"0.230668","Solanum stupefactum","1","7.49887",NA,NA,"0.038107","Solanum stupefactum","1","8.311153",NA,NA,"0.333506"
"529","Solanum clandestinum","12","5.66175","0.010695","0.003087","1.5e-05","Solanum clandestinum","12","6.955159","0.2379","0.068676","0.019222","Solanum clandestinum","12","7.173697","0.102595","0.029617","0.003176","Solanum clandestinum","12","8.933863","0.254675","0.073518","0.027792"
"530","Cestrum tomentosum","95","5.674884","0.014493","0.001487","2e-06","Cestrum tomentosum","95","7.140064","0.500211","0.051321","0.002428","Cestrum tomentosum","95","7.362959","0.186196","0.019103","0.000401","Cestrum tomentosum","95","8.942434","0.556238","0.057069","0.003511"
"531","Physalis arborescens","17","5.697328","0.005111","0.00124","1e-05","Physalis arborescens","17","7.005548","0.302259","0.073309","0.013569","Physalis arborescens","17","7.478643","0.086497","0.020979","0.002242","Physalis arborescens","17","8.797065","0.29595","0.071778","0.019618"
"532","Lycium pilifolium","16","5.670694","0.007604","0.001901","1.1e-05","Lycium pilifolium","16","5.386116","0.845838","0.211459","0.014417","Lycium pilifolium","16","7.737568","0.084779","0.021195","0.002382","Lycium pilifolium","16","6.857701","0.890608","0.222652","0.020844"
"533","Solanum humile","21","5.678098","0.008289","0.001809","8e-06","Solanum humile","21","5.462877","0.549767","0.119969","0.010984","Solanum humile","21","7.759529","0.1012","0.022084","0.001815","Solanum humile","21","6.909237","0.553987","0.12089","0.015881"
"534","Solanum cordovense","51","5.688477","0.013991","0.001959","3e-06","Solanum cordovense","51","7.595792","0.425971","0.059648","0.004523","Solanum cordovense","50","7.37152","0.121826","0.017229","0.000762","Solanum cordovense","50","9.445029","0.441097","0.062381","0.00667"
"535","Physalis sordida","15","5.675495","0.013218","0.003413","1.2e-05","Physalis sordida","15","6.543998","0.358543","0.092575","0.015378","Physalis sordida","15","7.513815","0.060977","0.015744","0.00254","Physalis sordida","15","8.18609","0.322674","0.083314","0.022234"
"536","Nicotiana nudicaulis","5","5.679224","0.008133","0.003637","3.5e-05","Nicotiana nudicaulis","5","6.205925","0.480619","0.214939","0.046134","Nicotiana nudicaulis","5","7.580944","0.041181","0.018417","0.007621","Nicotiana nudicaulis","5","7.824584","0.420715","0.188149","0.066701"
"537","Solanum refractum","30","5.689082","0.012191","0.002226","6e-06","Solanum refractum","30","6.938669","0.255211","0.046595","0.007689","Solanum refractum","30","7.507043","0.053585","0.009783","0.00127","Solanum refractum","30","8.634237","0.223193","0.040749","0.011117"
"538","Cestrum thyrsoideum","9","5.664963","0.006915","0.002305","2e-05","Cestrum thyrsoideum","9","6.855846","0.256108","0.085369","0.02563","Cestrum thyrsoideum","9","7.439587","0.062608","0.020869","0.004234","Cestrum thyrsoideum","9","8.558873","0.2883","0.0961","0.037056"
"539","Solanum pyracanthos","8","5.689612","0.00825","0.002917","2.2e-05","Solanum pyracanthos","8","6.579509","0.291837","0.10318","0.028834","Solanum pyracanthos","8","7.609891","0.120401","0.042568","0.004763","Solanum pyracanthos","8","8.181471","0.378692","0.133888","0.041688"
"540","Solanum bumeliifolium","1","5.694574",NA,NA,"0.000176","Solanum bumeliifolium","1","6.198479",NA,NA,"0.230668","Solanum bumeliifolium","1","7.69257",NA,NA,"0.038107","Solanum bumeliifolium","1","7.810758",NA,NA,"0.333506"
"541","Hyoscyamus muticus","7","5.691881","0.010269","0.003881","2.5e-05","Hyoscyamus muticus","7","4.143959","0.922799","0.348785","0.032953","Hyoscyamus muticus","7","7.963298","0.156166","0.059025","0.005444","Hyoscyamus muticus","7","5.464721","0.914198","0.345534","0.047644"
"542","Solanum batoides","10","5.691811","0.008688","0.002747","1.8e-05","Solanum batoides","10","6.538551","0.452757","0.143174","0.023067","Solanum batoides","9","7.603077","0.109338","0.036446","0.004234","Solanum batoides","9","8.243209","0.43029","0.14343","0.037056"
"543","Solanum vaccinioides","1","5.68341",NA,NA,"0.000176","Solanum vaccinioides","1","7.339538",NA,NA,"0.230668","Solanum vaccinioides","1","7.505492",NA,NA,"0.038107","Solanum vaccinioides","1","9.22444",NA,NA,"0.333506"
"544","Cestrum laxum","19","5.663636","0.013228","0.003035","9e-06","Cestrum laxum","19","7.083761","0.341223","0.078282","0.01214","Cestrum laxum","19","7.385166","0.08926","0.020478","0.002006","Cestrum laxum","19","8.793588","0.39742","0.091174","0.017553"
"545","Solanum serpens","1","5.679319",NA,NA,"0.000176","Solanum serpens","1","7.475339",NA,NA,"0.230668","Solanum serpens","1","7.401842",NA,NA,"0.038107","Solanum serpens","1","9.293578",NA,NA,"0.333506"
"546","Anthocercis sylvicola","1","5.663134",NA,NA,"0.000176","Anthocercis sylvicola","1","6.889591",NA,NA,"0.230668","Anthocercis sylvicola","1","7.297768",NA,NA,"0.038107","Anthocercis sylvicola","1","8.819074",NA,NA,"0.333506"
"547","Lycium ruthenicum","60","5.645116","0.013935","0.001799","3e-06","Lycium ruthenicum","60","4.824987","0.90793","0.117213","0.003844","Lycium ruthenicum","60","7.35682","0.178279","0.023016","0.000635","Lycium ruthenicum","60","6.706576","0.958103","0.123691","0.005558"
"548","Mandragora officinarum","39","5.672739","0.003813","0.000611","5e-06","Mandragora officinarum","39","6.361185","0.238636","0.038212","0.005915","Mandragora officinarum","36","7.439578","0.08557","0.014262","0.001059","Mandragora officinarum","36","8.101917","0.201796","0.033633","0.009264"
"549","Lycium schweinfurthii","7","5.676043","0.001411","0.000533","2.5e-05","Lycium schweinfurthii","7","6.305301","0.223157","0.084345","0.032953","Lycium schweinfurthii","4","7.459443","0.044742","0.022371","0.009527","Lycium schweinfurthii","4","8.043842","0.214576","0.107288","0.083376"
"550","Petunia reitzii","1","5.6666",NA,NA,"0.000176","Petunia reitzii","1","7.367709",NA,NA,"0.230668","Petunia reitzii","1","6.999422",NA,NA,"0.038107","Petunia reitzii","1","9.579625",NA,NA,"0.333506"
"551","Alkekengi officinarum","106","5.642692","0.011064","0.001075","2e-06","Alkekengi officinarum","106","6.58133","0.295434","0.028695","0.002176","Alkekengi officinarum","106","6.868359","0.202633","0.019681","0.000359","Alkekengi officinarum","105","8.948665","0.417019","0.040697","0.003176"
"552","Petunia saxicola","1","5.667983",NA,NA,"0.000176","Petunia saxicola","1","7.345365",NA,NA,"0.230668","Petunia saxicola","1","6.992096",NA,NA,"0.038107","Petunia saxicola","1","9.581214",NA,NA,"0.333506"
"553","Petunia littoralis","1","5.679661",NA,NA,"0.000176","Petunia littoralis","1","7.261225",NA,NA,"0.230668","Petunia littoralis","1","7.102499",NA,NA,"0.038107","Petunia littoralis","1","9.448806",NA,NA,"0.333506"
"554","Solanum sandwicense","2","5.681837","0.012769","0.009029","8.8e-05","Solanum sandwicense","2","7.427104","0.01262","0.008924","0.115334","Solanum sandwicense","2","7.37127","0.299782","0.211978","0.019053","Solanum sandwicense","2","8.74314","0.22915","0.162034","0.166753"
"555","Solanum tudununggae","2","5.705448","0.000235","0.000166","8.8e-05","Solanum tudununggae","2","7.040536","0.001238","0.000875","0.115334","Solanum tudununggae","2","7.846389","0.004702","0.003325","0.019053","Solanum tudununggae","2","8.472195","0.001775","0.001255","0.166753"
"556","Solanum sejunctum","1","5.704948",NA,NA,"0.000176","Solanum sejunctum","1","7.292337",NA,NA,"0.230668","Solanum sejunctum","1","7.711549",NA,NA,"0.038107","Solanum sejunctum","1","8.786609",NA,NA,"0.333506"
"557","Solanum exiguum","8","5.695838","0.00943","0.003334","2.2e-05","Solanum exiguum","8","7.628546","0.304012","0.107484","0.028834","Solanum exiguum","8","7.269687","0.121849","0.04308","0.004763","Solanum exiguum","8","9.561081","0.292288","0.103339","0.041688"
"558","Capsicum pereirae","7","5.681632","0.007885","0.00298","2.5e-05","Capsicum pereirae","7","7.186679","0.171214","0.064713","0.032953","Capsicum pereirae","7","7.177665","0.069159","0.02614","0.005444","Capsicum pereirae","7","9.231375","0.228866","0.086503","0.047644"
"559","Heteranthia decipiens","5","5.686188","0.004327","0.001935","3.5e-05","Heteranthia decipiens","5","6.690952","0.127992","0.05724","0.046134","Heteranthia decipiens","5","7.289435","0.056868","0.025432","0.007621","Heteranthia decipiens","5","8.677896","0.201707","0.090206","0.066701"
"560","Lycianthes glandulosa","43","5.691863","0.012044","0.001837","4e-06","Lycianthes glandulosa","43","7.649652","0.483167","0.073682","0.005364","Lycianthes glandulosa","43","7.21305","0.134698","0.020541","0.000886","Lycianthes glandulosa","43","9.647663","0.503687","0.076812","0.007756"
"561","Schwenckia glabrata","6","5.697444","0.009923","0.004051","2.9e-05","Schwenckia glabrata","6","7.365438","0.542561","0.2215","0.038445","Schwenckia glabrata","6","7.413039","0.127517","0.052059","0.006351","Schwenckia glabrata","6","9.1459","0.668502","0.272915","0.055584"
"562","Solanum enantiophyllanthum","1","5.651612",NA,NA,"0.000176","Solanum enantiophyllanthum","1","7.7012",NA,NA,"0.230668","Solanum enantiophyllanthum","1","7.015712",NA,NA,"0.038107","Solanum enantiophyllanthum","1","9.918524",NA,NA,"0.333506"
"563","Solanum latiflorum","9","5.667834","0.008711","0.002904","2e-05","Solanum latiflorum","9","7.394027","0.195137","0.065046","0.02563","Solanum latiflorum","9","7.071083","0.066491","0.022164","0.004234","Solanum latiflorum","9","9.50341","0.232247","0.077416","0.037056"
"564","Brugmansia arborea","5","5.67202","0.02046","0.00915","3.5e-05","Brugmansia arborea","5","7.75446","0.759699","0.339748","0.046134","Brugmansia arborea","5","7.203268","0.085983","0.038453","0.007621","Brugmansia arborea","5","9.774747","0.648539","0.290035","0.066701"
"565","Solanum panduriforme","17","5.681063","0.007012","0.001701","1e-05","Solanum panduriforme","17","6.367911","0.256575","0.062229","0.013569","Solanum panduriforme","17","7.64441","0.165643","0.040174","0.002242","Solanum panduriforme","17","7.90052","0.412192","0.099971","0.019618"
"566","Solanum pluviale","1","5.664868",NA,NA,"0.000176","Solanum pluviale","1","8.211211",NA,NA,"0.230668","Solanum pluviale","1","7.04316",NA,NA,"0.038107","Solanum pluviale","1","10.176107",NA,NA,"0.333506"
"567","Solanum roseum","5","5.678758","0.006068","0.002714","3.5e-05","Solanum roseum","5","7.330247","0.063416","0.02836","0.046134","Solanum roseum","5","7.23613","0.08226","0.036788","0.007621","Solanum roseum","5","9.222135","0.08593","0.038429","0.066701"
"568","Solandra brachycalyx","8","5.682621","0.018592","0.006573","2.2e-05","Solandra brachycalyx","8","7.951783","0.299827","0.106005","0.028834","Solandra brachycalyx","7","7.295563","0.149268","0.056418","0.005444","Solandra brachycalyx","7","9.679411","0.243168","0.091909","0.047644"
"569","Coeloneurum ferrugineum","2","5.696076","0.006413","0.004535","8.8e-05","Coeloneurum ferrugineum","2","7.183235","0.084234","0.059562","0.115334","Coeloneurum ferrugineum","2","7.52569","0.044209","0.03126","0.019053","Coeloneurum ferrugineum","2","8.59544","0.033868","0.023948","0.166753"
"570","Solanum acutilobum","11","5.692491","0.011702","0.003528","1.6e-05","Solanum acutilobum","11","7.039558","0.400313","0.120699","0.02097","Solanum acutilobum","11","7.394201","0.10553","0.031818","0.003464","Solanum acutilobum","11","8.843126","0.504201","0.152022","0.030319"
"571","Solanum grayi","32","5.688215","0.013152","0.002325","6e-06","Solanum grayi","32","6.530578","0.438646","0.077542","0.007208","Solanum grayi","32","7.590433","0.098528","0.017417","0.001191","Solanum grayi","32","8.169437","0.478171","0.084529","0.010422"
"572","Solanum allophyllum","20","5.701683","0.005469","0.001223","9e-06","Solanum allophyllum","20","7.525331","0.233708","0.052259","0.011533","Solanum allophyllum","19","7.518214","0.122245","0.028045","0.002006","Solanum allophyllum","19","9.21205","0.311983","0.071574","0.017553"
"573","Physalis ignota","11","5.700718","0.005643","0.001701","1.6e-05","Physalis ignota","11","7.416108","0.172232","0.05193","0.02097","Physalis ignota","10","7.578747","0.08227","0.026016","0.003811","Physalis ignota","10","9.054823","0.214989","0.067985","0.033351"
"574","Sessea corymbiflora","10","5.663062","0.021595","0.006829","1.8e-05","Sessea corymbiflora","10","7.200093","0.459226","0.14522","0.023067","Sessea corymbiflora","10","7.118419","0.154813","0.048956","0.003811","Sessea corymbiflora","10","9.339836","0.320958","0.101496","0.033351"
"575","Solanum monarchostemon","8","5.696617","0.005901","0.002086","2.2e-05","Solanum monarchostemon","8","8.060864","0.151982","0.053734","0.028834","Solanum monarchostemon","8","7.064336","0.026866","0.009499","0.004763","Solanum monarchostemon","8","10.264331","0.153707","0.054344","0.041688"
"576","Iochroma stenanthum","2","5.657722","0.008145","0.005759","8.8e-05","Iochroma stenanthum","2","6.654587","0.645035","0.456109","0.115334","Iochroma stenanthum","2","7.186263","0.185191","0.13095","0.019053","Iochroma stenanthum","2","8.688264","0.763418","0.539818","0.166753"
"577","Solanum phaseoloides","5","5.686963","0.010714","0.004791","3.5e-05","Solanum phaseoloides","5","8.153527","0.244432","0.109313","0.046134","Solanum phaseoloides","5","7.31174","0.096431","0.043125","0.007621","Solanum phaseoloides","5","9.91665","0.23333","0.104348","0.066701"
"578","Solanum savanillense","1","5.6666",NA,NA,"0.000176","Solanum savanillense","1","7.031741",NA,NA,"0.230668","Solanum savanillense","1","7.064759",NA,NA,"0.038107","Solanum savanillense","1","9.155356",NA,NA,"0.333506"
"579","Solanum pendulum","13","5.694307","0.011371","0.003154","1.4e-05","Solanum pendulum","13","7.468361","0.225641","0.062582","0.017744","Solanum pendulum","13","7.179786","0.062556","0.01735","0.002931","Solanum pendulum","13","9.508035","0.236769","0.065668","0.025654"
"580","Cestrum poasanum","6","5.669653","0.020232","0.00826","2.9e-05","Cestrum poasanum","6","7.953553","0.047218","0.019277","0.038445","Cestrum poasanum","6","7.198793","0.196887","0.080379","0.006351","Cestrum poasanum","6","9.880823","0.185485","0.075724","0.055584"
"581","Solanum lamprocarpum","3","5.698599","0.002976","0.001718","5.9e-05","Solanum lamprocarpum","3","6.922289","0.032609","0.018827","0.076889","Solanum lamprocarpum","2","7.395883","0.055105","0.038965","0.019053","Solanum lamprocarpum","2","8.793523","0.082021","0.057998","0.166753"
"582","Lycianthes furcatistellata","2","5.677586","0.009678","0.006843","8.8e-05","Lycianthes furcatistellata","2","8.104339","0.105473","0.074581","0.115334","Lycianthes furcatistellata","2","7.138373","0.12113","0.085652","0.019053","Lycianthes furcatistellata","2","10.178386","0.088492","0.062573","0.166753"
"583","Solanum angustialatum","2","5.6912","0.003819","0.0027","8.8e-05","Solanum angustialatum","2","7.311175","0.013226","0.009352","0.115334","Solanum angustialatum","2","7.177753","0.010796","0.007634","0.019053","Solanum angustialatum","2","9.322104","0.089731","0.063449","0.166753"
"584","Solanum luteoalbum","9","5.660399","0.018155","0.006052","2e-05","Solanum luteoalbum","9","6.886711","0.379442","0.126481","0.02563","Solanum luteoalbum","9","7.177547","0.103719","0.034573","0.004234","Solanum luteoalbum","9","8.913831","0.476259","0.158753","0.037056"
"585","Solanum moxosense","3","5.694659","0.008898","0.005137","5.9e-05","Solanum moxosense","3","7.267953","0.482837","0.278766","0.076889","Solanum moxosense","3","7.388174","0.041071","0.023712","0.012702","Solanum moxosense","3","9.066265","0.568582","0.328271","0.111169"
"586","Solanum tegore","13","5.699137","0.003678","0.00102","1.4e-05","Solanum tegore","13","7.810059","0.15923","0.044162","0.017744","Solanum tegore","13","7.301678","0.072919","0.020224","0.002931","Solanum tegore","13","9.699531","0.1326","0.036777","0.025654"
"587","Solanum maternum","4","5.668792","0.012049","0.006025","4.4e-05","Solanum maternum","4","6.481868","0.210653","0.105326","0.057667","Solanum maternum","4","7.388085","0.038458","0.019229","0.009527","Solanum maternum","4","8.321746","0.108408","0.054204","0.083376"
"588","Solanum cajanumense","9","5.67235","0.012992","0.004331","2e-05","Solanum cajanumense","9","7.361543","0.37296","0.12432","0.02563","Solanum cajanumense","9","7.086954","0.044828","0.014943","0.004234","Solanum cajanumense","9","9.415","0.469046","0.156349","0.037056"
"589","Sessea vestita","1","5.65126",NA,NA,"0.000176","Sessea vestita","1","7.041412",NA,NA,"0.230668","Sessea vestita","1","7.111512",NA,NA,"0.038107","Sessea vestita","1","8.982938",NA,NA,"0.333506"
"590","Solanum tetramerum","3","5.699145","0.006928","0.004","5.9e-05","Solanum tetramerum","3","6.887849","0.482086","0.278332","0.076889","Solanum tetramerum","3","7.508608","0.088248","0.05095","0.012702","Solanum tetramerum","3","8.529782","0.541086","0.312396","0.111169"
"591","Deprea paneroi","1","5.663828",NA,NA,"0.000176","Deprea paneroi","1","6.886532",NA,NA,"0.230668","Deprea paneroi","1","7.242798",NA,NA,"0.038107","Deprea paneroi","1","8.961109",NA,NA,"0.333506"
"592","Lycianthes dejecta","10","5.669315","0.005683","0.001797","1.8e-05","Lycianthes dejecta","10","6.432537","0.309781","0.097961","0.023067","Lycianthes dejecta","10","7.503883","0.082971","0.026238","0.003811","Lycianthes dejecta","10","8.065283","0.366606","0.115931","0.033351"
"593","Solanum taeniotrichum","1","5.64173",NA,NA,"0.000176","Solanum taeniotrichum","1","7.88156",NA,NA,"0.230668","Solanum taeniotrichum","1","7.013016",NA,NA,"0.038107","Solanum taeniotrichum","1","9.925983",NA,NA,"0.333506"
"594","Lycium stenophyllum","4","5.656625","0.020226","0.010113","4.4e-05","Lycium stenophyllum","4","3.049754","2.079475","1.039738","0.057667","Lycium stenophyllum","4","7.361112","0.112116","0.056058","0.009527","Lycium stenophyllum","4","5.570253","1.079307","0.539654","0.083376"
"595","Jaltomata darcyana","3","5.698823","0.002812","0.001624","5.9e-05","Jaltomata darcyana","3","7.698624","0.196851","0.113652","0.076889","Jaltomata darcyana","3","7.534548","0.010421","0.006017","0.012702","Jaltomata darcyana","3","9.278128","0.166665","0.096224","0.111169"
"596","Solanum oxycarpum","2","5.659132","0.002711","0.001917","8.8e-05","Solanum oxycarpum","2","7.094189","0.17327","0.12252","0.115334","Solanum oxycarpum","2","7.192696","0.030841","0.021808","0.019053","Solanum oxycarpum","2","9.003352","0.131573","0.093036","0.166753"
"597","Lycianthes pringlei","5","5.673625","0.00439","0.001963","3.5e-05","Lycianthes pringlei","5","6.789482","0.232233","0.103858","0.046134","Lycianthes pringlei","5","7.469099","0.053607","0.023974","0.007621","Lycianthes pringlei","5","8.516583","0.220943","0.098809","0.066701"
"598","Physalis microcarpa","7","5.689033","0.014902","0.005632","2.5e-05","Physalis microcarpa","7","7.190449","0.271885","0.102763","0.032953","Physalis microcarpa","7","7.55904","0.101451","0.038345","0.005444","Physalis microcarpa","7","8.837507","0.353045","0.133438","0.047644"
"599","Iochroma fuchsioides","9","5.665242","0.016898","0.005633","2e-05","Iochroma fuchsioides","9","7.222915","0.452227","0.150742","0.02563","Iochroma fuchsioides","9","7.03876","0.12885","0.04295","0.004234","Iochroma fuchsioides","9","9.389694","0.414524","0.138175","0.037056"
"600","Lycianthes ciliolata","18","5.679008","0.014692","0.003463","1e-05","Lycianthes ciliolata","18","7.027547","0.546828","0.128889","0.012815","Lycianthes ciliolata","18","7.459804","0.087851","0.020707","0.002117","Lycianthes ciliolata","18","8.705183","0.559733","0.13193","0.018528"
"601","Nolana sedifolia","9","5.668552","0.003627","0.001209","2e-05","Nolana sedifolia","8","3.474391","1.527066","0.539899","0.02563","Nolana sedifolia","9","7.384694","0.130234","0.043411","0.004234","Nolana sedifolia","9","5.004685","1.743999","0.581333","0.037056"
"602","Solanum linearifolium","3","5.660255","0.01712","0.009884","5.9e-05","Solanum linearifolium","3","6.703998","0.211397","0.12205","0.076889","Solanum linearifolium","3","7.398673","0.238079","0.137455","0.012702","Solanum linearifolium","3","8.440039","0.35451","0.204676","0.111169"
"603","Physochlaina orientalis","11","5.638187","0.006988","0.002107","1.6e-05","Physochlaina orientalis","11","6.459065","0.24817","0.074826","0.02097","Physochlaina orientalis","11","6.830077","0.18416","0.055526","0.003464","Physochlaina orientalis","11","8.816245","0.402188","0.121264","0.030319"
"604","Cestrum inclusum","4","5.687472","0.016047","0.008023","4.4e-05","Cestrum inclusum","4","7.27937","0.105968","0.052984","0.057667","Cestrum inclusum","4","7.452747","0.08473","0.042365","0.009527","Cestrum inclusum","4","8.972139","0.294034","0.147017","0.083376"
"605","Anisodus luridus","16","5.633531","0.015942","0.003986","1.1e-05","Anisodus luridus","16","6.399558","0.629477","0.157369","0.014417","Anisodus luridus","16","7.130246","0.094977","0.023744","0.002382","Anisodus luridus","16","8.540195","0.639255","0.159814","0.020844"
"606","Physalis walteri","21","5.683932","0.007673","0.001674","8e-06","Physalis walteri","21","7.186944","0.064466","0.014068","0.010984","Physalis walteri","18","7.442667","0.058937","0.013892","0.002117","Physalis walteri","18","8.962836","0.101405","0.023901","0.018528"
"607","Physalis arenicola","7","5.687226","0.006107","0.002308","2.5e-05","Physalis arenicola","7","7.150178","0.083574","0.031588","0.032953","Physalis arenicola","7","7.459374","0.062925","0.023783","0.005444","Physalis arenicola","7","8.898437","0.11656","0.044056","0.047644"
"608","Espadaea amoena","4","5.695665","0.001677","0.000839","4.4e-05","Espadaea amoena","4","7.246417","0.126183","0.063092","0.057667","Espadaea amoena","4","7.491344","0.058447","0.029224","0.009527","Espadaea amoena","4","8.968351","0.140866","0.070433","0.083376"
"609","Hyoscyamus aureus","8","5.672004","0.008247","0.002916","2.2e-05","Hyoscyamus aureus","8","6.292037","0.470886","0.166483","0.028834","Hyoscyamus aureus","8","7.507657","0.140664","0.049732","0.004763","Hyoscyamus aureus","8","7.929804","0.465823","0.164693","0.041688"
"610","Solanum candolleanum","9","5.645062","0.014211","0.004737","2e-05","Solanum candolleanum","9","6.444025","0.403986","0.134662","0.02563","Solanum candolleanum","9","7.183472","0.178731","0.059577","0.004234","Solanum candolleanum","9","8.52528","0.45033","0.15011","0.037056"
"611","Cestrum dasyanthum","3","5.657978","0.022404","0.012935","5.9e-05","Cestrum dasyanthum","3","7.354961","0.044989","0.025974","0.076889","Cestrum dasyanthum","3","7.351285","0.128703","0.074307","0.012702","Cestrum dasyanthum","3","9.18686","0.078127","0.045107","0.111169"
"612","Brunfelsia americana","9","5.690842","0.014981","0.004994","2e-05","Brunfelsia americana","9","7.306054","0.372533","0.124178","0.02563","Brunfelsia americana","9","7.447776","0.165757","0.055252","0.004234","Brunfelsia americana","9","9.036657","0.464748","0.154916","0.037056"
"613","Cestrum fulvescens","9","5.668317","0.004946","0.001649","2e-05","Cestrum fulvescens","9","6.731021","0.370074","0.123358","0.02563","Cestrum fulvescens","9","7.450748","0.132404","0.044135","0.004234","Cestrum fulvescens","9","8.388841","0.404561","0.134854","0.037056"
"614","Atropanthe sinensis","4","5.665633","0.006355","0.003178","4.4e-05","Atropanthe sinensis","4","7.014067","0.168715","0.084358","0.057667","Atropanthe sinensis","4","7.054623","0.026166","0.013083","0.009527","Atropanthe sinensis","4","9.300193","0.118045","0.059022","0.083376"
"615","Nolana peruviana","3","5.671756","0.007752","0.004476","5.9e-05","Nolana peruviana","3","1.364782","0.256091","0.147854","0.076889","Nolana peruviana","2","7.714412","0.08548","0.060443","0.019053","Nolana peruviana","0","NaN",NA,NA,"0.166753"
"616","Solanum guineense","11","5.668568","0.004889","0.001474","1.6e-05","Solanum guineense","11","5.792103","0.533062","0.160724","0.02097","Solanum guineense","11","7.545899","0.173312","0.052256","0.003464","Solanum guineense","11","7.425512","0.626677","0.18895","0.030319"
"617","Solanum bulbocastanum","16","5.675365","0.011358","0.00284","1.1e-05","Solanum bulbocastanum","16","6.802091","0.318194","0.079548","0.014417","Solanum bulbocastanum","16","7.467767","0.08739","0.021848","0.002382","Solanum bulbocastanum","16","8.549155","0.332191","0.083048","0.020844"
"618","Petunia exserta","2","5.675212","0","0","8.8e-05","Petunia exserta","2","7.246368","0","0","0.115334","Petunia exserta","2","7.277939","0","0","0.019053","Petunia exserta","2","9.254836","0","0","0.166753"
"619","Petunia secreta","2","5.677438","0.000242","0.000171","8.8e-05","Petunia secreta","2","7.298782","0.002391","0.001691","0.115334","Petunia secreta","2","7.275505","0.007343","0.005192","0.019053","Petunia secreta","2","9.263819","0.007708","0.00545","0.166753"
"620","Nierembergia hatschbachii","1","5.670743",NA,NA,"0.000176","Nierembergia hatschbachii","1","7.452402",NA,NA,"0.230668","Nierembergia hatschbachii","1","7.172425",NA,NA,"0.038107","Nierembergia hatschbachii","1","9.477616",NA,NA,"0.333506"
"621","Grabowskia boerhaaviifolia","12","5.677402","0.008952","0.002584","1.5e-05","Grabowskia boerhaaviifolia","12","5.595609","1.607154","0.463945","0.019222","Grabowskia boerhaaviifolia","12","7.407535","0.135548","0.039129","0.003176","Grabowskia boerhaaviifolia","12","7.524793","1.371265","0.39585","0.027792"
"622","Solanum stellativelutinum","1","5.66244",NA,NA,"0.000176","Solanum stellativelutinum","1","6.782192",NA,NA,"0.230668","Solanum stellativelutinum","1","7.380256",NA,NA,"0.038107","Solanum stellativelutinum","1","8.578665",NA,NA,"0.333506"
"623","Nicandra physalodes","23","5.650929","0.012162","0.002536","8e-06","Nicandra physalodes","23","7.00218","0.168391","0.035112","0.010029","Nicandra physalodes","21","7.087441","0.147013","0.032081","0.001815","Nicandra physalodes","21","9.123066","0.141505","0.030879","0.015881"
"624","Solanum dissectum","1","5.686128",NA,NA,"0.000176","Solanum dissectum","1","6.565265",NA,NA,"0.230668","Solanum dissectum","1","7.646831",NA,NA,"0.038107","Solanum dissectum","1","8.083946",NA,NA,"0.333506"
"625","Solanum cacosmum","9","5.69942","0.001572","0.000524","2e-05","Solanum cacosmum","9","7.642422","0.139723","0.046574","0.02563","Solanum cacosmum","9","7.168396","0.054185","0.018062","0.004234","Solanum cacosmum","9","9.662886","0.167667","0.055889","0.037056"
"626","Solanum schenckii","4","5.660588","0.008271","0.004136","4.4e-05","Solanum schenckii","4","6.792153","0.57916","0.28958","0.057667","Solanum schenckii","4","7.291819","0.153231","0.076616","0.009527","Solanum schenckii","4","8.655333","0.518645","0.259322","0.083376"
"627","Physochlaina physaloides","12","5.609657","0.01392","0.004018","1.5e-05","Physochlaina physaloides","12","5.555895","0.496427","0.143306","0.019222","Physochlaina physaloides","12","6.948261","0.255815","0.073847","0.003176","Physochlaina physaloides","12","7.762672","0.564445","0.162941","0.027792"
"628","Solanum multiinterruptum","1","5.654767",NA,NA,"0.000176","Solanum multiinterruptum","1","5.568345",NA,NA,"0.230668","Solanum multiinterruptum","1","7.171657",NA,NA,"0.038107","Solanum multiinterruptum","1","7.876259",NA,NA,"0.333506"
"629","Nicotiana africana","2","5.664554","0.023777","0.016813","8.8e-05","Nicotiana africana","2","5.547385","1.250088","0.883946","0.115334","Nicotiana africana","2","7.317122","0.724796","0.512508","0.019053","Nicotiana africana","2","7.60511","1.708625","1.20818","0.166753"
