"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"339","Physalis patula","20","5.670189","0.01067","0.002386","9e-06","Physalis patula","20","6.488108","0.391005","0.087431","0.011533","Physalis patula","20","7.488866","0.111747","0.024987","0.001905","Physalis patula","20","8.208738","0.444535","0.099401","0.016675"
"340","Nolana humifusa","8","5.676581","0.001877","0.000664","2.2e-05","Nolana humifusa","7","0.850092","0.901679","0.340803","0.028834","Nolana humifusa","8","7.423303","0.05321","0.018813","0.004763","Nolana humifusa","8","3.719701","0.517105","0.182824","0.041688"
"341","Lycium chilense","41","5.655393","0.013687","0.002138","4e-06","Lycium chilense","41","5.586543","0.580904","0.090722","0.005626","Lycium chilense","39","7.43321","0.115737","0.018533","0.000977","Lycium chilense","39","7.448372","0.529525","0.084792","0.008551"
"342","Nolana aplocaryoides","4","5.669098","0.004377","0.002188","4.4e-05","Nolana aplocaryoides","4","2.469158","1.365179","0.682589","0.057667","Nolana aplocaryoides","4","7.560729","0.173651","0.086826","0.009527","Nolana aplocaryoides","2","5.392438","0.587895","0.415705","0.083376"
"343","Solanum agrarium","55","5.694305","0.006915","0.000932","3e-06","Solanum agrarium","55","6.723939","0.376971","0.050831","0.004194","Solanum agrarium","55","7.413994","0.097092","0.013092","0.000693","Solanum agrarium","55","8.545805","0.38398","0.051776","0.006064"
"344","Brachistus stramonifolius","29","5.681592","0.008316","0.001544","6e-06","Brachistus stramonifolius","29","7.358075","0.359183","0.066699","0.007954","Brachistus stramonifolius","29","7.414096","0.083619","0.015528","0.001314","Brachistus stramonifolius","29","9.129814","0.395512","0.073445","0.0115"
"345","Protoschwenkia mandonii","3","5.670486","0.008975","0.005182","5.9e-05","Protoschwenkia mandonii","3","6.901428","0.169486","0.097853","0.076889","Protoschwenkia mandonii","3","7.335097","0.107634","0.062143","0.012702","Protoschwenkia mandonii","3","8.777543","0.126783","0.073198","0.111169"
"346","Solanum hibernum","2","5.673988","0.00947","0.006696","8.8e-05","Solanum hibernum","2","6.507507","0.089627","0.063376","0.115334","Solanum hibernum","2","7.42567","0.033698","0.023828","0.019053","Solanum hibernum","2","8.263963","0.007469","0.005281","0.166753"
"347","Datura quercifolia","69","5.668376","0.012905","0.001554","3e-06","Datura quercifolia","69","6.143348","0.371375","0.044708","0.003343","Datura quercifolia","69","7.639906","0.090752","0.010925","0.000552","Datura quercifolia","69","7.713903","0.387039","0.046594","0.004833"
"348","Solanum ferocissimum","136","5.683656","0.008819","0.000756","1e-06","Solanum ferocissimum","136","6.011525","0.417169","0.035772","0.001696","Solanum ferocissimum","135","7.812548","0.169918","0.014624","0.000282","Solanum ferocissimum","135","7.412316","0.513214","0.04417","0.00247"
"349","Iochroma grandiflorum","8","5.664411","0.021218","0.007502","2.2e-05","Iochroma grandiflorum","8","6.814803","0.711724","0.251632","0.028834","Iochroma grandiflorum","8","7.156304","0.087802","0.031043","0.004763","Iochroma grandiflorum","8","8.846384","0.873544","0.308844","0.041688"
"350","Solanum arachnidanthum","8","5.699772","0.002221","0.000785","2.2e-05","Solanum arachnidanthum","8","7.358517","0.249822","0.088325","0.028834","Solanum arachnidanthum","8","7.310867","0.105843","0.037421","0.004763","Solanum arachnidanthum","8","9.265617","0.3164","0.111864","0.041688"
"351","Solanum wrightii","34","5.690835","0.008054","0.001381","5e-06","Solanum wrightii","34","7.414228","0.375062","0.064323","0.006784","Solanum wrightii","33","7.369031","0.112587","0.019599","0.001155","Solanum wrightii","33","9.252493","0.443147","0.077142","0.010106"
"352","Anthocercis littorea","21","5.674175","0.006994","0.001526","8e-06","Anthocercis littorea","21","6.396556","0.485172","0.105873","0.010984","Anthocercis littorea","16","7.610281","0.198178","0.049544","0.002382","Anthocercis littorea","16","7.891764","0.714368","0.178592","0.020844"
"353","Petunia altiplana","12","5.669232","0.005948","0.001717","1.5e-05","Petunia altiplana","12","7.448496","0.086379","0.024935","0.019222","Petunia altiplana","12","7.111914","0.110314","0.031845","0.003176","Petunia altiplana","12","9.544327","0.113025","0.032628","0.027792"
"354","Nicotiana velutina","185","5.680739","0.008433","0.00062","1e-06","Nicotiana velutina","185","5.57763","0.412148","0.030302","0.001247","Nicotiana velutina","185","7.849748","0.176043","0.012943","0.000206","Nicotiana velutina","185","6.942386","0.555111","0.040813","0.001803"
"355","Nolana crassulifolia","3","5.678293","0.000905","0.000523","5.9e-05","Nolana crassulifolia","2","1.319529","1.866095","1.319528","0.076889","Nolana crassulifolia","2","7.396462","0.075004","0.053036","0.019053","Nolana crassulifolia","2","3.384247","2.509959","1.774809","0.166753"
"356","Benthamiella skottsbergii","3","5.637451","0.006438","0.003717","5.9e-05","Benthamiella skottsbergii","3","5.189382","0.163328","0.094297","0.076889","Benthamiella skottsbergii","3","7.226655","0.152983","0.088325","0.012702","Benthamiella skottsbergii","3","7.180818","0.137783","0.079549","0.111169"
"357","Nolana villosa","1","5.672464",NA,NA,"0.000176","Nolana villosa","1","2.639057",NA,NA,"0.230668","Nolana villosa","1","7.634337",NA,NA,"0.038107","Nolana villosa","1","4.406719",NA,NA,"0.333506"
"358","Iochroma calycina","1","5.642793",NA,NA,"0.000176","Iochroma calycina","1","7.195187",NA,NA,"0.230668","Iochroma calycina","1","6.993933",NA,NA,"0.038107","Iochroma calycina","1","9.102755",NA,NA,"0.333506"
"359","Solanum wendlandii","59","5.68478","0.014196","0.001848","3e-06","Solanum wendlandii","59","7.429597","0.461531","0.060086","0.00391","Solanum wendlandii","59","7.402924","0.132622","0.017266","0.000646","Solanum wendlandii","59","9.240149","0.526378","0.068529","0.005653"
"360","Nolana onoana","1","5.669364",NA,NA,"0.000176","Nolana onoana","1","1.098612",NA,NA,"0.230668","Nolana onoana","1","7.612337",NA,NA,"0.038107","Nolana onoana","0","NaN",NA,NA,"0.333506"
"361","Anthocercis intricata","4","5.68247","0.003076","0.001538","4.4e-05","Anthocercis intricata","4","5.909539","0.3054","0.1527","0.057667","Anthocercis intricata","4","7.758882","0.040751","0.020376","0.009527","Anthocercis intricata","4","7.312869","0.249957","0.124978","0.083376"
"362","Nierembergia micrantha","4","5.669518","0.006999","0.0035","4.4e-05","Nierembergia micrantha","4","7.342596","0.178028","0.089014","0.057667","Nierembergia micrantha","4","7.247036","0.164644","0.082322","0.009527","Nierembergia micrantha","4","9.287943","0.272586","0.136293","0.083376"
"363","Anthotroche pannosa","44","5.680237","0.005187","0.000782","4e-06","Anthotroche pannosa","44","5.504761","0.311753","0.046999","0.005242","Anthotroche pannosa","44","7.881019","0.127647","0.019244","0.000866","Anthotroche pannosa","44","6.902285","0.351422","0.052979","0.00758"
"364","Nicotiana glutinosa","17","5.669915","0.012901","0.003129","1e-05","Nicotiana glutinosa","17","5.41504","1.471602","0.356916","0.013569","Nicotiana glutinosa","17","7.274866","0.127657","0.030961","0.002242","Nicotiana glutinosa","17","7.268046","1.564034","0.379334","0.019618"
"365","Solanum nemophilum","16","5.678056","0.007115","0.001779","1.1e-05","Solanum nemophilum","16","6.602123","0.115106","0.028776","0.014417","Solanum nemophilum","15","7.555433","0.076914","0.019859","0.00254","Solanum nemophilum","15","8.214949","0.161213","0.041625","0.022234"
"366","Lycianthes stephanocalyx","18","5.682132","0.013555","0.003195","1e-05","Lycianthes stephanocalyx","18","7.509349","0.338048","0.079679","0.012815","Lycianthes stephanocalyx","18","7.38819","0.083005","0.019564","0.002117","Lycianthes stephanocalyx","18","9.236813","0.362621","0.085471","0.018528"
"367","Solanum whalenii","6","5.670306","0.009072","0.003704","2.9e-05","Solanum whalenii","6","6.856774","0.257687","0.1052","0.038445","Solanum whalenii","6","7.357128","0.079301","0.032374","0.006351","Solanum whalenii","6","8.689587","0.330907","0.135092","0.055584"
"368","Cestrum miradorense","1","5.670053",NA,NA,"0.000176","Cestrum miradorense","1","7.513164",NA,NA,"0.230668","Cestrum miradorense","1","7.228388",NA,NA,"0.038107","Cestrum miradorense","1","9.295325",NA,NA,"0.333506"
"369","Capsicum villosum","7","5.669844","0.005375","0.002032","2.5e-05","Capsicum villosum","7","7.516926","0.262602","0.099254","0.032953","Capsicum villosum","7","7.046983","0.046165","0.017449","0.005444","Capsicum villosum","7","9.633758","0.259583","0.098113","0.047644"
"370","Capsicum pubescens","50","5.672658","0.017887","0.00253","4e-06","Capsicum pubescens","50","7.052295","0.445384","0.062987","0.004613","Capsicum pubescens","50","7.313589","0.166248","0.023511","0.000762","Capsicum pubescens","50","8.941253","0.496852","0.070265","0.00667"
"371","Physalis pruinosa","60","5.689665","0.010366","0.001338","3e-06","Physalis pruinosa","60","6.843782","0.551335","0.071177","0.003844","Physalis pruinosa","60","7.542108","0.080245","0.01036","0.000635","Physalis pruinosa","60","8.547381","0.55685","0.071889","0.005558"
"372","Tsoala tubiflora","9","5.701166","0.002262","0.000754","2e-05","Tsoala tubiflora","9","7.197432","0.138409","0.046136","0.02563","Tsoala tubiflora","9","7.666844","0.030647","0.010216","0.004234","Tsoala tubiflora","9","8.729341","0.109253","0.036418","0.037056"
"373","Solanum mite","59","5.693942","0.011199","0.001458","3e-06","Solanum mite","59","7.613182","0.36885","0.04802","0.00391","Solanum mite","59","7.20844","0.109262","0.014225","0.000646","Solanum mite","59","9.622044","0.412907","0.053756","0.005653"
"374","Cestrum endlicheri","1","5.670053",NA,NA,"0.000176","Cestrum endlicheri","1","7.513164",NA,NA,"0.230668","Cestrum endlicheri","1","7.242082",NA,NA,"0.038107","Cestrum endlicheri","1","9.323312",NA,NA,"0.333506"
"375","Capsicum geminifolium","9","5.67359","0.017391","0.005797","2e-05","Capsicum geminifolium","9","7.51659","0.463628","0.154543","0.02563","Capsicum geminifolium","9","7.044948","0.12522","0.04174","0.004234","Capsicum geminifolium","9","9.683179","0.409642","0.136547","0.037056"
"376","Cestrum pacayense","4","5.665718","0.006643","0.003321","4.4e-05","Cestrum pacayense","4","7.418973","0.276078","0.138039","0.057667","Cestrum pacayense","4","7.343228","0.030889","0.015444","0.009527","Cestrum pacayense","4","9.336301","0.184608","0.092304","0.083376"
"377","Solanum maglia","7","5.654334","0.017696","0.006688","2.5e-05","Solanum maglia","7","5.893487","0.513092","0.193931","0.032953","Solanum maglia","7","7.251141","0.122482","0.046294","0.005444","Solanum maglia","7","7.832572","0.478754","0.180952","0.047644"
"378","Aureliana fasciculata","73","5.680259","0.009714","0.001137","2e-06","Aureliana fasciculata","73","7.248821","0.26523","0.031043","0.00316","Aureliana fasciculata","72","7.181234","0.120587","0.014211","0.000529","Aureliana fasciculata","72","9.287582","0.326259","0.03845","0.004632"
"379","Markea ulei","7","5.6932","0.017009","0.006429","2.5e-05","Markea ulei","7","7.842271","0.261317","0.098769","0.032953","Markea ulei","7","7.362335","0.096868","0.036613","0.005444","Markea ulei","7","9.579521","0.174467","0.065942","0.047644"
"380","Lycium oxycarpum","20","5.670742","0.006068","0.001357","9e-06","Lycium oxycarpum","20","5.513777","0.461775","0.103256","0.011533","Lycium oxycarpum","20","7.673352","0.128034","0.028629","0.001905","Lycium oxycarpum","20","7.08773","0.554146","0.123911","0.016675"
"381","Solanum absconditum","11","5.694428","0.007081","0.002135","1.6e-05","Solanum absconditum","11","6.728127","0.29245","0.088177","0.02097","Solanum absconditum","11","7.414591","0.06087","0.018353","0.003464","Solanum absconditum","11","8.55605","0.26052","0.07855","0.030319"
"382","Solanum megalonyx","34","5.6887","0.006209","0.001065","5e-06","Solanum megalonyx","34","6.703589","0.285006","0.048878","0.006784","Solanum megalonyx","34","7.334429","0.088584","0.015192","0.001121","Solanum megalonyx","34","8.607468","0.336943","0.057785","0.009809"
"383","Solanum gardneri","53","5.692422","0.00858","0.001179","3e-06","Solanum gardneri","53","6.686675","0.369805","0.050797","0.004352","Solanum gardneri","53","7.416039","0.114826","0.015773","0.000719","Solanum gardneri","53","8.531053","0.420494","0.057759","0.006293"
"384","Solanum stenandrum","28","5.684966","0.006689","0.001264","6e-06","Solanum stenandrum","28","6.893375","0.287218","0.054279","0.008238","Solanum stenandrum","28","7.319636","0.097286","0.018385","0.001361","Solanum stenandrum","28","8.786778","0.359851","0.068005","0.011911"
"385","Solanum simile","51","5.666964","0.004276","0.000599","3e-06","Solanum simile","51","6.058438","0.338862","0.04745","0.004523","Solanum simile","49","7.56326","0.146814","0.020973","0.000778","Solanum simile","49","7.664541","0.462947","0.066135","0.006806"
"386","Physalis hederifolia","153","5.666109","0.015855","0.001282","1e-06","Physalis hederifolia","153","5.942836","0.466222","0.037692","0.001508","Physalis hederifolia","152","7.647974","0.147978","0.012003","0.000251","Physalis hederifolia","152","7.516495","0.51823","0.042034","0.002194"
"387","Solanum macoorai","2","5.689514","0.001435","0.001015","8.8e-05","Solanum macoorai","2","7.60268","0.13356","0.094441","0.115334","Solanum macoorai","2","7.510955","0.034424","0.024341","0.019053","Solanum macoorai","2","9.308021","0.137152","0.096981","0.166753"
"388","Nicotiana suaveolens","59","5.668288","0.010281","0.001338","3e-06","Nicotiana suaveolens","59","6.442063","0.512677","0.066745","0.00391","Nicotiana suaveolens","59","7.495496","0.198572","0.025852","0.000646","Nicotiana suaveolens","59","8.133094","0.659294","0.085833","0.005653"
"389","Solanum corifolium","15","5.677526","0.005638","0.001456","1.2e-05","Solanum corifolium","15","6.925749","0.311087","0.080322","0.015378","Solanum corifolium","15","7.478849","0.075843","0.019583","0.00254","Solanum corifolium","15","8.61665","0.393287","0.101546","0.022234"
"390","Solanum centrale","109","5.689502","0.007557","0.000724","2e-06","Solanum centrale","109","5.57047","0.33259","0.031856","0.002116","Solanum centrale","109","8.020171","0.055466","0.005313","0.00035","Solanum centrale","109","6.85571","0.344149","0.032963","0.00306"
"391","Solanum opacum","86","5.668016","0.012274","0.001324","2e-06","Solanum opacum","86","6.626085","0.470759","0.050763","0.002682","Solanum opacum","83","7.417216","0.213748","0.023462","0.000459","Solanum opacum","83","8.390263","0.614284","0.067426","0.004018"
"392","Nicotiana cavicola","23","5.683447","0.003768","0.000786","8e-06","Nicotiana cavicola","23","5.458851","0.100047","0.020861","0.010029","Nicotiana cavicola","23","7.921092","0.066683","0.013904","0.001657","Nicotiana cavicola","23","6.798618","0.136177","0.028395","0.0145"
"393","Solanum tomentosum","19","5.670196","0.006575","0.001508","9e-06","Solanum tomentosum","19","6.141982","0.561576","0.128834","0.01214","Solanum tomentosum","19","7.491896","0.157227","0.03607","0.002006","Solanum tomentosum","19","7.819571","0.665257","0.15262","0.017553"
"394","Solanum echinatum","66","5.703095","0.003377","0.000416","3e-06","Solanum echinatum","66","6.679875","0.372824","0.045891","0.003495","Solanum echinatum","63","7.856851","0.101751","0.012819","0.000605","Solanum echinatum","63","8.058417","0.445899","0.056178","0.005294"
"395","Solanum laciniatum","51","5.658582","0.005491","0.000769","3e-06","Solanum laciniatum","51","6.652787","0.350518","0.049082","0.004523","Solanum laciniatum","46","7.266508","0.159237","0.023478","0.000828","Solanum laciniatum","46","8.559109","0.469666","0.069248","0.00725"
"396","Solanum nummularium","47","5.678985","0.005414","0.00079","4e-06","Solanum nummularium","47","5.543934","0.178861","0.02609","0.004908","Solanum nummularium","47","7.830008","0.109217","0.015931","0.000811","Solanum nummularium","47","6.950407","0.208432","0.030403","0.007096"
"397","Nicotiana fragrans","36","5.6776","0.008901","0.001483","5e-06","Nicotiana fragrans","36","6.815278","0.262026","0.043671","0.006407","Nicotiana fragrans","36","7.509262","0.124914","0.020819","0.001059","Nicotiana fragrans","36","8.51666","0.411717","0.06862","0.009264"
"398","Solanum furfuraceum","17","5.682093","0.005714","0.001386","1e-05","Solanum furfuraceum","17","6.69095","0.254752","0.061786","0.013569","Solanum furfuraceum","17","7.581685","0.092095","0.022336","0.002242","Solanum furfuraceum","17","8.30922","0.358589","0.086971","0.019618"
"399","Nicotiana rotundifolia","42","5.673858","0.005272","0.000813","4e-06","Nicotiana rotundifolia","42","5.823838","0.270394","0.041723","0.005492","Nicotiana rotundifolia","41","7.685673","0.146654","0.022904","0.000929","Nicotiana rotundifolia","41","7.326924","0.370099","0.0578","0.008134"
"400","Solanum cunninghamii","13","5.704228","0.002429","0.000674","1.4e-05","Solanum cunninghamii","13","6.516468","0.286505","0.079462","0.017744","Solanum cunninghamii","11","7.902749","0.067617","0.020387","0.003464","Solanum cunninghamii","11","7.874568","0.288896","0.087105","0.030319"
"401","Solanum chenopodinum","70","5.686165","0.007846","0.000938","3e-06","Solanum chenopodinum","70","5.564002","0.319695","0.038211","0.003295","Solanum chenopodinum","70","7.929793","0.104495","0.01249","0.000544","Solanum chenopodinum","70","6.82799","0.41352","0.049425","0.004764"
"402","Solanum semiarmatum","26","5.678994","0.004475","0.000878","7e-06","Solanum semiarmatum","26","6.595057","0.260897","0.051166","0.008872","Solanum semiarmatum","26","7.591308","0.090114","0.017673","0.001466","Solanum semiarmatum","26","8.187827","0.360053","0.070612","0.012827"
"403","Solanum dioicum","47","5.704229","0.002818","0.000411","4e-06","Solanum dioicum","47","6.507515","0.40514","0.059096","0.004908","Solanum dioicum","46","7.916809","0.090285","0.013312","0.000828","Solanum dioicum","46","7.851511","0.447436","0.065971","0.00725"
"404","Solanum rixosum","6","5.670044","0.004842","0.001977","2.9e-05","Solanum rixosum","6","6.928552","0.209204","0.085407","0.038445","Solanum rixosum","6","7.418286","0.059529","0.024303","0.006351","Solanum rixosum","6","8.677813","0.228068","0.093108","0.055584"
"405","Solanum cleistogamum","196","5.686162","0.009125","0.000652","1e-06","Solanum cleistogamum","196","5.716078","0.363732","0.025981","0.001177","Solanum cleistogamum","194","7.913524","0.14086","0.010113","0.000196","Solanum cleistogamum","194","7.065618","0.407094","0.029228","0.001719"
"406","Solanum ditrichum","9","5.666915","0.008267","0.002756","2e-05","Solanum ditrichum","9","7.062534","0.235926","0.078642","0.02563","Solanum ditrichum","9","7.349661","0.095762","0.031921","0.004234","Solanum ditrichum","9","8.875029","0.261646","0.087215","0.037056"
"407","Solanum diversiflorum","67","5.700806","0.003148","0.000385","3e-06","Solanum diversiflorum","67","5.896943","0.322512","0.039401","0.003443","Solanum diversiflorum","66","8.01931","0.072095","0.008874","0.000577","Solanum diversiflorum","66","7.203979","0.377124","0.046421","0.005053"
"408","Solanum nobile","3","5.663363","0.002605","0.001504","5.9e-05","Solanum nobile","3","7.261325","0.367296","0.212058","0.076889","Solanum nobile","3","7.284498","0.040744","0.023524","0.012702","Solanum nobile","3","9.124233","0.375043","0.216531","0.111169"
"409","Nicotiana langsdorffii","27","5.654399","0.018267","0.003515","7e-06","Nicotiana langsdorffii","27","6.880072","0.51564","0.099235","0.008543","Nicotiana langsdorffii","26","6.932734","0.297833","0.05841","0.001466","Nicotiana langsdorffii","26","9.191896","0.386596","0.075818","0.012827"
"410","Solanum symonii","38","5.670099","0.004188","0.000679","5e-06","Solanum symonii","38","6.101858","0.422611","0.068557","0.00607","Solanum symonii","31","7.564397","0.14207","0.025517","0.001229","Solanum symonii","31","7.70427","0.544009","0.097707","0.010758"
"411","Solanum carduiforme","12","5.703194","0.003318","0.000958","1.5e-05","Solanum carduiforme","12","6.602172","0.229184","0.06616","0.019222","Solanum carduiforme","12","7.868432","0.052883","0.015266","0.003176","Solanum carduiforme","12","8.003277","0.275755","0.079604","0.027792"
"412","Solanum cookii","2","5.68811","0.014365","0.010158","8.8e-05","Solanum cookii","2","7.421642","0.287743","0.203465","0.115334","Solanum cookii","1","7.44132",NA,NA,"0.038107","Solanum cookii","1","9.11515",NA,NA,"0.333506"
"413","Solanum horridum","25","5.699935","0.003643","0.000729","7e-06","Solanum horridum","25","5.762097","0.150269","0.030054","0.009227","Solanum horridum","25","8.045329","0.038729","0.007746","0.001524","Solanum horridum","25","6.99347","0.192079","0.038416","0.01334"
"414","Solanum phlomoides","24","5.699979","0.003098","0.000632","7e-06","Solanum phlomoides","24","5.718792","0.126766","0.025876","0.009611","Solanum phlomoides","24","8.043426","0.036337","0.007417","0.001588","Solanum phlomoides","24","6.957101","0.169768","0.034654","0.013896"
"415","Nicotiana quadrivalvis","15","5.663917","0.007639","0.001972","1.2e-05","Nicotiana quadrivalvis","15","5.913908","0.287347","0.074193","0.015378","Nicotiana quadrivalvis","15","7.569404","0.135249","0.034921","0.00254","Nicotiana quadrivalvis","15","7.543635","0.384438","0.099261","0.022234"
"416","Nicotiana clevelandii","42","5.680813","0.010106","0.001559","4e-06","Nicotiana clevelandii","42","5.156398","0.563385","0.086932","0.005492","Nicotiana clevelandii","37","7.629406","0.2239","0.036809","0.00103","Nicotiana clevelandii","37","6.753776","0.613479","0.100855","0.009014"
"417","Nicotiana gossei","23","5.683726","0.004305","0.000898","8e-06","Nicotiana gossei","23","5.658772","0.149189","0.031108","0.010029","Nicotiana gossei","23","7.983406","0.039915","0.008323","0.001657","Nicotiana gossei","23","6.976218","0.193293","0.040304","0.0145"
"418","Solanum vansittartense","2","5.706113","0.000705","0.000499","8.8e-05","Solanum vansittartense","2","6.983046","0.092405","0.06534","0.115334","Solanum vansittartense","2","7.804611","0.013843","0.009788","0.019053","Solanum vansittartense","2","8.435686","0.090156","0.06375","0.166753"
"419","Solanum oldfieldii","29","5.677379","0.00614","0.00114","6e-06","Solanum oldfieldii","29","5.895228","0.365893","0.067945","0.007954","Solanum oldfieldii","29","7.747786","0.119769","0.022241","0.001314","Solanum oldfieldii","29","7.360584","0.430407","0.079925","0.0115"
"420","Solanum argopetalum","3","5.678635","0.001709","0.000987","5.9e-05","Solanum argopetalum","3","6.347727","0.049856","0.028784","0.076889","Solanum argopetalum","3","7.674142","0.022269","0.012857","0.012702","Solanum argopetalum","3","7.852563","0.091043","0.052564","0.111169"
"421","Solanum elegans","14","5.666315","0.005294","0.001415","1.3e-05","Solanum elegans","14","6.634029","0.115213","0.030792","0.016476","Solanum elegans","14","7.450703","0.08107","0.021667","0.002722","Solanum elegans","14","8.40548","0.174457","0.046626","0.023822"
"422","Solanum tetrathecum","13","5.677471","0.003794","0.001052","1.4e-05","Solanum tetrathecum","13","6.506767","0.186351","0.051684","0.017744","Solanum tetrathecum","13","7.588539","0.088299","0.02449","0.002931","Solanum tetrathecum","13","8.102966","0.259625","0.072007","0.025654"
"423","Solanum capense","43","5.67183","0.00825","0.001258","4e-06","Solanum capense","43","5.792645","0.754456","0.115053","0.005364","Solanum capense","43","7.654337","0.197043","0.030049","0.000886","Solanum capense","43","7.354185","0.932779","0.142247","0.007756"
"424","Solanum limitare","2","5.670742","0.001462","0.001034","8.8e-05","Solanum limitare","2","6.767918","0.135602","0.095885","0.115334","Solanum limitare","2","7.425436","0.0455","0.032173","0.019053","Solanum limitare","2","8.555813","0.203933","0.144202","0.166753"
"425","Solanum densevestitum","9","5.672071","0.004806","0.001602","2e-05","Solanum densevestitum","9","7.047028","0.179888","0.059963","0.02563","Solanum densevestitum","9","7.412397","0.043274","0.014425","0.004234","Solanum densevestitum","9","8.794465","0.196313","0.065438","0.037056"
"426","Solanum papaverifolium","14","5.672086","0.004475","0.001196","1.3e-05","Solanum papaverifolium","14","6.575387","0.165058","0.044114","0.016476","Solanum papaverifolium","14","7.525044","0.064401","0.017212","0.002722","Solanum papaverifolium","14","8.265883","0.204769","0.054727","0.023822"
"427","Solanum elachophyllum","8","5.686466","0.001581","0.000559","2.2e-05","Solanum elachophyllum","8","6.549402","0.133824","0.047314","0.028834","Solanum elachophyllum","8","7.666664","0.033643","0.011895","0.004763","Solanum elachophyllum","8","8.064167","0.141422","0.05","0.041688"
"428","Cyphanthera microphylla","21","5.670642","0.002277","0.000497","8e-06","Cyphanthera microphylla","21","5.930691","0.243266","0.053085","0.010984","Cyphanthera microphylla","20","7.622688","0.095185","0.021284","0.001905","Cyphanthera microphylla","20","7.445812","0.262748","0.058752","0.016675"
"429","Solanum hoplopetalum","43","5.671984","0.004032","0.000615","4e-06","Solanum hoplopetalum","43","5.907367","0.356318","0.054338","0.005364","Solanum hoplopetalum","43","7.667515","0.110374","0.016832","0.000886","Solanum hoplopetalum","43","7.398646","0.424849","0.064789","0.007756"
"430","Solanum clarkiae","7","5.705756","0.001228","0.000464","2.5e-05","Solanum clarkiae","7","7.243048","0.063641","0.024054","0.032953","Solanum clarkiae","6","7.706001","0.014464","0.005905","0.006351","Solanum clarkiae","6","8.775168","0.094097","0.038415","0.055584"
"431","Solanum inaequilaterum","4","5.666852","0.004477","0.002238","4.4e-05","Solanum inaequilaterum","4","7.332543","0.28355","0.141775","0.057667","Solanum inaequilaterum","4","7.311576","0.081059","0.04053","0.009527","Solanum inaequilaterum","4","9.126134","0.307791","0.153895","0.083376"
"432","Solanum hapalum","6","5.670785","0.005916","0.002415","2.9e-05","Solanum hapalum","6","7.18767","0.123755","0.050523","0.038445","Solanum hapalum","6","7.37358","0.054945","0.022431","0.006351","Solanum hapalum","6","9.030348","0.180127","0.073537","0.055584"
"433","Vestia foetida","11","5.658749","0.00673","0.002029","1.6e-05","Vestia foetida","11","6.561049","1.004429","0.302847","0.02097","Vestia foetida","11","7.118051","0.185827","0.056029","0.003464","Vestia foetida","11","8.731739","1.050278","0.316671","0.030319"
"434","Solanum gympiense","8","5.682122","0.005126","0.001812","2.2e-05","Solanum gympiense","8","6.549944","0.492414","0.174095","0.028834","Solanum gympiense","8","7.62961","0.14277","0.050477","0.004763","Solanum gympiense","8","8.084417","0.605334","0.214018","0.041688"
"435","Solanum leopoldense","4","5.702946","0.002764","0.001382","4.4e-05","Solanum leopoldense","4","6.754688","0.187132","0.093566","0.057667","Solanum leopoldense","4","7.874179","0.047829","0.023915","0.009527","Solanum leopoldense","4","8.166901","0.195827","0.097914","0.083376"
"436","Solanum melanospermum","9","5.702056","0.002308","0.000769","2e-05","Solanum melanospermum","9","6.483209","0.302147","0.100716","0.02563","Solanum melanospermum","9","7.879309","0.070337","0.023446","0.004234","Solanum melanospermum","9","7.906818","0.407427","0.135809","0.037056"
"437","Nicotiana amplexicaulis","5","5.680679","0.003717","0.001662","3.5e-05","Nicotiana amplexicaulis","5","6.490283","0.058546","0.026183","0.046134","Nicotiana amplexicaulis","5","7.639078","0.05097","0.022794","0.007621","Nicotiana amplexicaulis","5","8.023779","0.101764","0.04551","0.066701"
"438","Lycium afrum","10","5.668146","0.004651","0.001471","1.8e-05","Lycium afrum","10","6.083837","0.364241","0.115183","0.023067","Lycium afrum","10","7.509377","0.125741","0.039763","0.003811","Lycium afrum","10","7.712269","0.409505","0.129497","0.033351"
"439","Solanum vicinum","11","5.664826","0.004849","0.001462","1.6e-05","Solanum vicinum","11","7.023755","0.169876","0.05122","0.02097","Solanum vicinum","11","7.334875","0.048287","0.014559","0.003464","Solanum vicinum","11","8.895429","0.206101","0.062142","0.030319"
"440","Solanum discolor","8","5.701571","0.00151","0.000534","2.2e-05","Solanum discolor","8","7.344304","0.181094","0.064026","0.028834","Solanum discolor","7","7.611645","0.083","0.031371","0.005444","Solanum discolor","7","8.952896","0.171876","0.064963","0.047644"
"441","Solanum lythrocarpum","1","5.678294",NA,NA,"0.000176","Solanum lythrocarpum","1","6.613384",NA,NA,"0.230668","Solanum lythrocarpum","1","7.507141",NA,NA,"0.038107","Solanum lythrocarpum","1","8.253748",NA,NA,"0.333506"
"442","Nicotiana umbratica","3","5.702946","0.003059","0.001766","5.9e-05","Nicotiana umbratica","3","5.790756","0.02582","0.014907","0.076889","Nicotiana umbratica","3","8.04595","0.014013","0.00809","0.012702","Nicotiana umbratica","3","6.947433","0.072691","0.041968","0.111169"
