"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"349","Rubus canescens","82","5.647499","0.010796","0.001192","3e-06","Rubus canescens","82","6.613973","0.258514","0.028548","0.002035","Rubus canescens","81","7.041607","0.18315","0.02035","0.00063","Rubus canescens","81","8.760462","0.392796","0.043644","0.002611"
"350","Cotoneaster dammeri","58","5.648722","0.012928","0.001698","4e-06","Cotoneaster dammeri","58","6.830694","0.347576","0.045639","0.002878","Cotoneaster dammeri","53","6.896315","0.229774","0.031562","0.000963","Cotoneaster dammeri","53","9.159238","0.456779","0.062743","0.00399"
"351","Rubus pungens","15","5.650362","0.014789","0.003819","1.4e-05","Rubus pungens","15","7.159701","0.351184","0.090675","0.011127","Rubus pungens","15","6.966292","0.231407","0.059749","0.003402","Rubus pungens","15","9.31826","0.452707","0.116888","0.014097"
"352","Prunus leveilleana","4","5.652479","0.005263","0.002632","5.1e-05","Prunus leveilleana","4","7.348014","0.320448","0.160224","0.041725","Prunus leveilleana","4","6.9756","0.067554","0.033777","0.012757","Prunus leveilleana","4","9.554645","0.276916","0.138458","0.052865"
"353","Rubus croceacanthus","16","5.675066","0.011281","0.00282","1.3e-05","Rubus croceacanthus","16","7.72974","0.143335","0.035834","0.010431","Rubus croceacanthus","13","7.196152","0.142861","0.039623","0.003925","Rubus croceacanthus","13","9.718844","0.237628","0.065906","0.016266"
"354","Prunus reflexa","14","5.679603","0.008449","0.002258","1.5e-05","Prunus reflexa","14","7.145742","0.295267","0.078913","0.011922","Prunus reflexa","14","7.229026","0.163888","0.043801","0.003645","Prunus reflexa","14","9.131713","0.447747","0.119665","0.015104"
"355","Rubus alpinus","6","5.661507","0.012346","0.00504","3.4e-05","Rubus alpinus","6","7.34561","0.362793","0.14811","0.027817","Rubus alpinus","6","7.166577","0.098154","0.040071","0.008505","Rubus alpinus","6","9.446607","0.409036","0.166988","0.035243"
"356","Prunus integrifolia","40","5.667142","0.01283","0.002029","5e-06","Prunus integrifolia","40","7.291213","0.501418","0.079281","0.004173","Prunus integrifolia","40","7.176895","0.135295","0.021392","0.001276","Prunus integrifolia","40","9.269258","0.469021","0.074159","0.005286"
"357","Prunus nipponica","15","5.639422","0.016723","0.004318","1.4e-05","Prunus nipponica","15","7.462725","0.245569","0.063406","0.011127","Prunus nipponica","15","6.673979","0.440698","0.113788","0.003402","Prunus nipponica","15","9.967569","0.614433","0.158646","0.014097"
"358","Neillia tanakae","1","5.652665",NA,NA,"0.000206","Neillia tanakae","1","7.568379",NA,NA,"0.166901","Neillia tanakae","1","7.075809",NA,NA,"0.051029","Neillia tanakae","1","9.541226",NA,NA,"0.211458"
"359","Spiraea miyabei","11","5.641303","0.009348","0.002819","1.9e-05","Spiraea miyabei","11","7.252333","0.098394","0.029667","0.015173","Spiraea miyabei","10","6.854302","0.088604","0.028019","0.005103","Spiraea miyabei","10","9.525017","0.104808","0.033143","0.021146"
"360","Alchemilla japonica","14","5.6335","0.013866","0.003706","1.5e-05","Alchemilla japonica","14","5.788834","0.740521","0.197913","0.011922","Alchemilla japonica","14","7.153679","0.15425","0.041225","0.003645","Alchemilla japonica","14","7.793218","0.820659","0.21933","0.015104"
"361","Filipendula multijuga","9","5.639831","0.016702","0.005567","2.3e-05","Filipendula multijuga","9","7.471419","0.269467","0.089822","0.018545","Filipendula multijuga","9","6.749552","0.335159","0.11172","0.00567","Filipendula multijuga","9","9.886288","0.520266","0.173422","0.023495"
"362","Rosa nipponensis","5","5.634204","0.011168","0.004994","4.1e-05","Rosa nipponensis","5","7.445795","0.169897","0.07598","0.03338","Rosa nipponensis","5","6.617232","0.346692","0.155045","0.010206","Rosa nipponensis","5","10.008841","0.543288","0.242966","0.042292"
"363","Rubus palmatus","23","5.653956","0.008462","0.001764","9e-06","Rubus palmatus","23","7.509721","0.221999","0.04629","0.007257","Rubus palmatus","22","7.020243","0.120429","0.025676","0.002319","Rubus palmatus","22","9.667602","0.193174","0.041185","0.009612"
"364","Sanguisorba albiflora","6","5.63847","0.012283","0.005015","3.4e-05","Sanguisorba albiflora","6","7.438596","0.182115","0.074348","0.027817","Sanguisorba albiflora","6","6.680874","0.256847","0.104857","0.008505","Sanguisorba albiflora","6","9.932723","0.379295","0.154847","0.035243"
"365","Poterium obtusum","9","5.628031","0.021775","0.007258","2.3e-05","Poterium obtusum","9","6.861078","0.320702","0.106901","0.018545","Poterium obtusum","9","6.719419","0.271831","0.09061","0.00567","Poterium obtusum","9","9.327857","0.369615","0.123205","0.023495"
"366","Rosa hirtula","1","5.658959",NA,NA,"0.000206","Rosa hirtula","1","7.323171",NA,NA,"0.166901","Rosa hirtula","1","7.096721",NA,NA,"0.051029","Rosa hirtula","1","9.405907",NA,NA,"0.211458"
"367","Potentilla stolonifera","24","5.622198","0.020072","0.004097","9e-06","Potentilla stolonifera","24","7.026635","0.558737","0.114052","0.006954","Potentilla stolonifera","20","6.618368","0.262447","0.058685","0.002551","Potentilla stolonifera","20","9.635442","0.507495","0.113479","0.010573"
"368","Hesperomeles palcensis","8","5.648816","0.016119","0.005699","2.6e-05","Hesperomeles palcensis","8","6.636187","0.228095","0.080644","0.020863","Hesperomeles palcensis","8","7.207427","0.113936","0.040282","0.006379","Hesperomeles palcensis","8","8.672945","0.341988","0.120911","0.026432"
"369","Prunus hortulana","27","5.656508","0.00404","0.000777","8e-06","Prunus hortulana","27","6.950667","0.087653","0.016869","0.006182","Prunus hortulana","27","7.244913","0.067424","0.012976","0.00189","Prunus hortulana","27","8.931712","0.103545","0.019927","0.007832"
"370","Polylepis tarapacana","11","5.630621","0.013634","0.004111","1.9e-05","Polylepis tarapacana","11","4.864359","1.086469","0.327583","0.015173","Polylepis tarapacana","11","7.420731","0.090246","0.02721","0.004639","Polylepis tarapacana","11","6.746129","1.022321","0.308241","0.019223"
"371","Polylepis hieronymi","6","5.666588","0.005318","0.002171","3.4e-05","Polylepis hieronymi","6","6.503732","0.165187","0.067437","0.027817","Polylepis hieronymi","6","7.414843","0.0357","0.014574","0.008505","Polylepis hieronymi","6","8.280725","0.094085","0.03841","0.035243"
"372","Prunus geniculata","2","5.68833","0.000718","0.000508","0.000103","Prunus geniculata","2","7.119635","0.001144","0.000809","0.083451","Prunus geniculata","2","7.471067","0.006844","0.004839","0.025514","Prunus geniculata","2","8.854307","0.00212","0.001499","0.105729"
"373","Crataegus punctata","25","5.661595","0.007093","0.001419","8e-06","Crataegus punctata","25","7.179163","0.115182","0.023036","0.006676","Crataegus punctata","25","7.240382","0.060888","0.012178","0.002041","Crataegus punctata","25","9.156969","0.119279","0.023856","0.008458"
"374","Prunus brittoniana","3","5.667447","0.023848","0.013769","6.9e-05","Prunus brittoniana","3","7.083387","0.463976","0.267877","0.055634","Prunus brittoniana","3","7.210188","0.069168","0.039934","0.01701","Prunus brittoniana","3","9.011317","0.388699","0.224415","0.070486"
"375","Prunus occidentalis","13","5.686823","0.008685","0.002409","1.6e-05","Prunus occidentalis","13","7.735521","0.31702","0.087926","0.012839","Prunus occidentalis","12","7.369779","0.095451","0.027554","0.004252","Prunus occidentalis","12","9.541401","0.391507","0.113018","0.017622"
"376","Spiraea crenata","79","5.628642","0.00689","0.000775","3e-06","Spiraea crenata","79","6.196713","0.178113","0.020039","0.002113","Spiraea crenata","79","6.865434","0.114485","0.012881","0.000646","Spiraea crenata","79","8.532279","0.257605","0.028983","0.002677"
"377","Prunus munsoniana","19","5.655811","0.003477","0.000798","1.1e-05","Prunus munsoniana","19","6.929378","0.079149","0.018158","0.008784","Prunus munsoniana","19","7.268704","0.074581","0.01711","0.002686","Prunus munsoniana","19","8.880659","0.12584","0.02887","0.011129"
"378","Prunus ovalis","3","5.669743","0.015534","0.008969","6.9e-05","Prunus ovalis","3","7.018797","0.469386","0.271","0.055634","Prunus ovalis","3","7.148594","0.122983","0.071004","0.01701","Prunus ovalis","3","9.120845","0.464539","0.268202","0.070486"
"379","Prunus oleifolia","13","5.680342","0.007675","0.002129","1.6e-05","Prunus oleifolia","13","7.009852","0.338317","0.093832","0.012839","Prunus oleifolia","13","7.398963","0.054167","0.015023","0.003925","Prunus oleifolia","13","8.81901","0.404718","0.112249","0.016266"
"380","Lachemilla pinnata","26","5.646541","0.021526","0.004222","8e-06","Lachemilla pinnata","26","6.617628","0.742465","0.145609","0.006419","Lachemilla pinnata","26","7.29478","0.170495","0.033437","0.001963","Lachemilla pinnata","26","8.569788","0.721745","0.141546","0.008133"
"381","Rubus trilobus","16","5.659883","0.011027","0.002757","1.3e-05","Rubus trilobus","16","7.115568","0.362182","0.090546","0.010431","Rubus trilobus","16","7.339788","0.105626","0.026406","0.003189","Rubus trilobus","16","8.873836","0.444578","0.111144","0.013216"
"382","Lachemilla uniflora","6","5.649908","0.026617","0.010866","3.4e-05","Lachemilla uniflora","6","7.280589","0.349614","0.142729","0.027817","Lachemilla uniflora","6","6.904264","0.159445","0.065093","0.008505","Lachemilla uniflora","6","9.527403","0.289315","0.118112","0.035243"
"383","Prunus zippeliana","32","5.676757","0.010158","0.001796","6e-06","Prunus zippeliana","32","7.600808","0.291286","0.051493","0.005216","Prunus zippeliana","31","7.209937","0.084575","0.01519","0.001646","Prunus zippeliana","31","9.599449","0.236994","0.042565","0.006821"
"384","Pyrus korshinskyi","1","5.64031",NA,NA,"0.000206","Pyrus korshinskyi","1","6.226537",NA,NA,"0.166901","Pyrus korshinskyi","1","7.190676",NA,NA,"0.051029","Pyrus korshinskyi","1","8.531096",NA,NA,"0.211458"
"385","Lachemilla polylepis","3","5.651599","0.02715","0.015675","6.9e-05","Lachemilla polylepis","3","7.801725","0.112844","0.065151","0.055634","Lachemilla polylepis","3","7.090065","0.168078","0.09704","0.01701","Lachemilla polylepis","3","9.731116","0.429152","0.247771","0.070486"
"386","Spiraea purpurea","4","5.651214","0.018886","0.009443","5.1e-05","Spiraea purpurea","4","7.106172","0.181373","0.090686","0.041725","Spiraea purpurea","4","7.00135","0.258235","0.129117","0.012757","Spiraea purpurea","4","9.270844","0.10953","0.054765","0.052865"
"387","Cliffortia paucistaminea","15","5.665498","0.00926","0.002391","1.4e-05","Cliffortia paucistaminea","15","6.664479","0.266365","0.068775","0.011127","Cliffortia paucistaminea","15","7.392948","0.054783","0.014145","0.003402","Cliffortia paucistaminea","15","8.413164","0.303674","0.078408","0.014097"
"388","Crataegus rhipidophylla","76","5.632753","0.005224","0.000599","3e-06","Crataegus rhipidophylla","76","6.663898","0.428954","0.049204","0.002196","Crataegus rhipidophylla","72","6.591162","0.058619","0.006908","0.000709","Crataegus rhipidophylla","72","9.322878","0.46518","0.054822","0.002937"
"389","Rosa glauca","135","5.629827","0.00755","0.00065","2e-06","Rosa glauca","135","6.583321","0.332798","0.028643","0.001236","Rosa glauca","124","6.580083","0.105814","0.009502","0.000412","Rosa glauca","123","9.22086","0.371935","0.033536","0.001719"
"390","Alchemilla saxatilis","25","5.63642","0.009878","0.001976","8e-06","Alchemilla saxatilis","25","6.818907","0.211055","0.042211","0.006676","Alchemilla saxatilis","25","6.962042","0.125858","0.025172","0.002041","Alchemilla saxatilis","25","9.241178","0.384757","0.076951","0.008458"
"391","Photinia oblongifolia","2","5.68426","0.000721","0.00051","0.000103","Photinia oblongifolia","2","6.941125","0.064265","0.045442","0.083451","Photinia oblongifolia","2","7.447676","0.017308","0.012239","0.025514","Photinia oblongifolia","2","8.872448","0.072139","0.05101","0.105729"
"392","Sarcopoterium spinosum","26","5.669674","0.006604","0.001295","8e-06","Sarcopoterium spinosum","26","6.543832","0.286715","0.056229","0.006419","Sarcopoterium spinosum","19","7.40225","0.105328","0.024164","0.002686","Sarcopoterium spinosum","19","8.269219","0.267543","0.061379","0.011129"
"393","Potentilla purpurea","19","5.625684","0.018661","0.004281","1.1e-05","Potentilla purpurea","19","6.676244","0.274295","0.062928","0.008784","Potentilla purpurea","19","6.757257","0.507489","0.116426","0.002686","Potentilla purpurea","19","9.042168","0.575007","0.131916","0.011129"
"394","Spiraea hypericifolia","119","5.628286","0.016839","0.001544","2e-06","Spiraea hypericifolia","119","5.990489","0.534588","0.049006","0.001403","Spiraea hypericifolia","119","6.980449","0.22878","0.020972","0.000429","Spiraea hypericifolia","119","8.222904","0.647139","0.059323","0.001777"
"395","Spiraea lasiocarpa","2","5.625069","0.029069","0.020555","0.000103","Spiraea lasiocarpa","2","5.088282","0.425381","0.30079","0.083451","Spiraea lasiocarpa","2","7.050702","0.274697","0.19424","0.025514","Spiraea lasiocarpa","2","7.473496","0.063029","0.044568","0.105729"
"396","Sorbus tianschanica","30","5.623941","0.016024","0.002926","7e-06","Sorbus tianschanica","30","5.407604","0.859607","0.156942","0.005563","Sorbus tianschanica","30","7.131967","0.204396","0.037317","0.001701","Sorbus tianschanica","30","7.502908","0.967359","0.176615","0.007049"
"397","Fragaria nubicola","10","5.633468","0.017711","0.005601","2.1e-05","Fragaria nubicola","10","6.557326","0.634593","0.200676","0.01669","Fragaria nubicola","10","7.101512","0.112626","0.035615","0.005103","Fragaria nubicola","10","8.800444","0.584682","0.184893","0.021146"
"398","Chamaerhodos sabulosa","42","5.607161","0.01377","0.002125","5e-06","Chamaerhodos sabulosa","42","5.131457","0.641","0.098908","0.003974","Chamaerhodos sabulosa","42","6.967229","0.239064","0.036888","0.001215","Chamaerhodos sabulosa","42","7.278725","0.813161","0.125473","0.005035"
"399","Argentina leuconota","14","5.640298","0.015596","0.004168","1.5e-05","Argentina leuconota","14","6.857045","0.298172","0.07969","0.011922","Argentina leuconota","14","6.823977","0.213554","0.057075","0.003645","Argentina leuconota","14","9.116233","0.252133","0.067385","0.015104"
"400","Spiraea canescens","27","5.630356","0.015688","0.003019","8e-06","Spiraea canescens","27","6.400188","0.579041","0.111436","0.006182","Spiraea canescens","27","7.099523","0.172901","0.033275","0.00189","Spiraea canescens","27","8.576474","0.585314","0.112644","0.007832"
"401","Rosa macrophylla","32","5.638561","0.018163","0.003211","6e-06","Rosa macrophylla","32","6.468375","0.652993","0.115434","0.005216","Rosa macrophylla","32","7.099465","0.137687","0.02434","0.001595","Rosa macrophylla","32","8.604298","0.681537","0.12048","0.006608"
"402","Rosa ecae","8","5.631635","0.012617","0.004461","2.6e-05","Rosa ecae","8","6.293651","0.460338","0.162754","0.020863","Rosa ecae","8","7.312689","0.084542","0.02989","0.006379","Rosa ecae","8","7.971047","0.434731","0.153701","0.026432"
"403","Fragaria tibetica","5","5.62079","0.004892","0.002188","4.1e-05","Fragaria tibetica","5","6.21703","0.31922","0.14276","0.03338","Fragaria tibetica","5","6.865498","0.195098","0.08725","0.010206","Fragaria tibetica","5","8.800078","0.316985","0.14176","0.042292"
"404","Rubus fockeanus","22","5.652341","0.015637","0.003334","9e-06","Rubus fockeanus","22","6.830093","0.187156","0.039902","0.007586","Rubus fockeanus","22","7.058012","0.155038","0.033054","0.002319","Rubus fockeanus","22","8.940056","0.232025","0.049468","0.009612"
"405","Geum longifolium","6","5.599557","0.009391","0.003834","3.4e-05","Geum longifolium","6","6.208033","0.166395","0.06793","0.027817","Geum longifolium","6","6.579862","0.129434","0.052841","0.008505","Geum longifolium","6","8.953425","0.16892","0.068961","0.035243"
"406","Fragaria pentaphylla","19","5.644857","0.01907","0.004375","1.1e-05","Fragaria pentaphylla","19","6.772404","0.339817","0.077959","0.008784","Fragaria pentaphylla","19","6.933199","0.202545","0.046467","0.002686","Fragaria pentaphylla","19","9.003898","0.353897","0.08119","0.011129"
"407","Prunus mira","6","5.633535","0.00297","0.001212","3.4e-05","Prunus mira","6","6.401482","0.369545","0.150866","0.027817","Prunus mira","6","7.149633","0.149689","0.06111","0.008505","Prunus mira","6","8.545027","0.497523","0.203113","0.035243"
"408","Cotoneaster rotundifolius","13","5.646457","0.019321","0.005359","1.6e-05","Cotoneaster rotundifolius","13","6.914242","0.268602","0.074497","0.012839","Cotoneaster rotundifolius","13","6.970972","0.217145","0.060225","0.003925","Cotoneaster rotundifolius","13","9.071671","0.311135","0.086293","0.016266"
"409","Argentina peduncularis","4","5.640199","0.023006","0.011503","5.1e-05","Argentina peduncularis","4","6.953395","0.512553","0.256277","0.041725","Argentina peduncularis","4","6.910331","0.22952","0.11476","0.012757","Argentina peduncularis","4","9.154248","0.305313","0.152657","0.052865"
"410","Cotoneaster rehderi","5","5.645977","0.000828","0.00037","4.1e-05","Cotoneaster rehderi","5","6.953193","0.467914","0.209258","0.03338","Cotoneaster rehderi","4","6.841893","0.026106","0.013053","0.012757","Cotoneaster rehderi","4","9.333053","0.58486","0.29243","0.052865"
"411","Rubus nivalis","11","5.637042","0.008589","0.00259","1.9e-05","Rubus nivalis","11","7.477055","0.290326","0.087537","0.015173","Rubus nivalis","10","6.778639","0.1133","0.035829","0.005103","Rubus nivalis","10","9.991473","0.369653","0.116895","0.021146"
"412","Rubus bifrons","72","5.648077","0.01109","0.001307","3e-06","Rubus bifrons","72","6.80638","0.52341","0.061684","0.002318","Rubus bifrons","71","7.024421","0.241855","0.028703","0.000719","Rubus bifrons","71","8.980665","0.619522","0.073524","0.002978"
"413","Crataegus enderbyensis","1","5.634968",NA,NA,"0.000206","Crataegus enderbyensis","1","6.410175",NA,NA,"0.166901","Crataegus enderbyensis","1","6.877296",NA,NA,"0.051029","Crataegus enderbyensis","1","8.793612",NA,NA,"0.211458"
"414","Rubus arcticus","202","5.599382","0.013291","0.000935","1e-06","Rubus arcticus","202","6.20365","0.46217","0.032518","0.000826","Rubus arcticus","197","6.49389","0.194498","0.013857","0.000259","Rubus arcticus","197","8.941616","0.452809","0.032261","0.001073"
"415","Spiraea media","211","5.604679","0.014474","0.000996","1e-06","Spiraea media","211","6.228701","0.337878","0.02326","0.000791","Spiraea media","211","6.669114","0.159728","0.010996","0.000242","Spiraea media","211","8.754308","0.404821","0.027869","0.001002"
"416","Kelseya uniflora","5","5.619725","0.012219","0.005465","4.1e-05","Kelseya uniflora","5","5.963315","0.350017","0.156532","0.03338","Kelseya uniflora","5","7.145285","0.118345","0.052925","0.010206","Kelseya uniflora","5","7.989992","0.38261","0.171108","0.042292"
"417","Spiraea splendens","14","5.625293","0.005277","0.00141","1.5e-05","Spiraea splendens","14","6.782152","0.502871","0.134398","0.011922","Spiraea splendens","14","6.906008","0.164494","0.043963","0.003645","Spiraea splendens","14","9.108569","0.715265","0.191163","0.015104"
"418","Cotoneaster frigidus","8","5.650757","0.006763","0.002391","2.6e-05","Cotoneaster frigidus","8","7.052594","0.348127","0.123081","0.020863","Cotoneaster frigidus","8","7.08839","0.087056","0.030779","0.006379","Cotoneaster frigidus","8","9.239275","0.349392","0.123529","0.026432"
"419","Cotoneaster nitens","17","5.640338","0.012758","0.003094","1.2e-05","Cotoneaster nitens","17","6.663638","0.242312","0.058769","0.009818","Cotoneaster nitens","17","6.917795","0.249751","0.060574","0.003002","Cotoneaster nitens","17","8.903253","0.35235","0.085457","0.012439"
"420","Prunus tomentosa","24","5.647233","0.006967","0.001422","9e-06","Prunus tomentosa","24","6.666793","0.548813","0.112026","0.006954","Prunus tomentosa","24","7.144146","0.213784","0.043638","0.002126","Prunus tomentosa","24","8.719128","0.696032","0.142077","0.008811"
"421","Crataegus chlorocarpa","9","5.638939","0.015598","0.005199","2.3e-05","Crataegus chlorocarpa","9","6.421024","0.262256","0.087419","0.018545","Crataegus chlorocarpa","9","6.916638","0.229605","0.076535","0.00567","Crataegus chlorocarpa","9","8.685519","0.3754","0.125133","0.023495"
"422","Crataegus rivularis","23","5.631736","0.007746","0.001615","9e-06","Crataegus rivularis","23","6.000446","0.382797","0.079819","0.007257","Crataegus rivularis","23","7.272485","0.115418","0.024066","0.002219","Crataegus rivularis","23","7.932771","0.45813","0.095527","0.009194"
"423","Alchemilla heptagona","51","5.623405","0.006623","0.000927","4e-06","Alchemilla heptagona","51","6.411608","0.075576","0.010583","0.003273","Alchemilla heptagona","51","6.5579","0.144114","0.02018","0.001001","Alchemilla heptagona","51","9.061631","0.133323","0.018669","0.004146"
"424","Potentilla divina","3","5.619067","0.013995","0.00808","6.9e-05","Potentilla divina","3","6.885701","0.081693","0.047165","0.055634","Potentilla divina","3","6.67264","0.084528","0.048802","0.01701","Potentilla divina","3","9.745332","0.189158","0.10921","0.070486"
"425","Prunus gracilis","33","5.666438","0.010819","0.001883","6e-06","Prunus gracilis","33","6.556984","0.359436","0.06257","0.005058","Prunus gracilis","33","7.539989","0.126444","0.022011","0.001546","Prunus gracilis","33","8.229898","0.471367","0.082054","0.006408"
"426","Prunus alleghaniensis","5","5.643496","0.003789","0.001694","4.1e-05","Prunus alleghaniensis","5","6.938473","0.103886","0.046459","0.03338","Prunus alleghaniensis","5","7.018721","0.091426","0.040887","0.010206","Prunus alleghaniensis","5","9.133801","0.233185","0.104284","0.042292"
"427","Alchemilla pedata","14","5.656646","0.012299","0.003287","1.5e-05","Alchemilla pedata","14","7.058891","0.206841","0.055281","0.011922","Alchemilla pedata","14","7.300977","0.157763","0.042164","0.003645","Alchemilla pedata","14","8.96126","0.320594","0.085682","0.015104"
"428","Alchemilla haumannii","3","5.645118","0.010082","0.005821","6.9e-05","Alchemilla haumannii","3","7.184214","0.209838","0.12115","0.055634","Alchemilla haumannii","3","7.234975","0.073928","0.042682","0.01701","Alchemilla haumannii","3","9.195029","0.209395","0.120894","0.070486"
"429","Cliffortia monophylla","2","5.667963","0.008795","0.006219","0.000103","Cliffortia monophylla","2","6.572938","0.361719","0.255774","0.083451","Cliffortia monophylla","2","7.403607","0.079631","0.056308","0.025514","Cliffortia monophylla","2","8.10626","0.611092","0.432107","0.105729"
"430","Rubus nessensis","108","5.634896","0.005052","0.000486","2e-06","Rubus nessensis","108","6.641623","0.401795","0.038663","0.001545","Rubus nessensis","103","6.622419","0.083162","0.008194","0.000495","Rubus nessensis","103","9.215225","0.429782","0.042348","0.002053"
"431","Alchemilla volkensii","4","5.66334","0.019415","0.009708","5.1e-05","Alchemilla volkensii","4","7.182072","0.368353","0.184176","0.041725","Alchemilla volkensii","4","7.292283","0.142844","0.071422","0.012757","Alchemilla volkensii","4","9.08704","0.209682","0.104841","0.052865"
"432","Alchemilla woodii","11","5.663442","0.009274","0.002796","1.9e-05","Alchemilla woodii","11","6.702801","0.154994","0.046732","0.015173","Alchemilla woodii","11","7.41592","0.06818","0.020557","0.004639","Alchemilla woodii","11","8.447339","0.205638","0.062002","0.019223"
"433","Fragaria daltoniana","5","5.652971","0.01689","0.007553","4.1e-05","Fragaria daltoniana","5","7.286942","0.403235","0.180332","0.03338","Fragaria daltoniana","5","7.057698","0.179915","0.08046","0.010206","Fragaria daltoniana","5","9.413333","0.26242","0.117358","0.042292"
"434","Cotoneaster verruculosus","15","5.65096","0.019838","0.005122","1.4e-05","Cotoneaster verruculosus","15","6.85929","0.287627","0.074265","0.011127","Cotoneaster verruculosus","15","7.055549","0.202002","0.052157","0.003402","Cotoneaster verruculosus","15","8.966145","0.314033","0.081083","0.014097"
"435","Potentilla alba","86","5.634839","0.00773","0.000834","2e-06","Potentilla alba","86","6.498832","0.254937","0.027491","0.001941","Potentilla alba","86","6.773267","0.095817","0.010332","0.000593","Potentilla alba","86","8.918854","0.281016","0.030303","0.002459"
"436","Alchemilla plicata","83","5.628512","0.004946","0.000543","2e-06","Alchemilla plicata","83","6.513644","0.226212","0.02483","0.002011","Alchemilla plicata","83","6.573142","0.065317","0.007169","0.000615","Alchemilla plicata","83","9.174507","0.249353","0.02737","0.002548"
"437","Alchemilla propinqua","145","5.625419","0.007137","0.000593","1e-06","Alchemilla propinqua","145","6.497356","0.278966","0.023167","0.001151","Alchemilla propinqua","145","6.595494","0.134812","0.011196","0.000352","Alchemilla propinqua","145","9.122102","0.351796","0.029215","0.001458"
"438","Rosa caesia","16","5.628829","0.003244","0.000811","1.3e-05","Rosa caesia","16","6.573239","0.243618","0.060904","0.010431","Rosa caesia","13","6.556139","0.05668","0.01572","0.003925","Rosa caesia","13","9.226073","0.167937","0.046577","0.016266"
"439","Rubus humulifolius","57","5.598016","0.015851","0.0021","4e-06","Rubus humulifolius","57","6.326294","0.190978","0.025296","0.002928","Rubus humulifolius","57","6.463105","0.148773","0.019705","0.000895","Rubus humulifolius","57","9.061978","0.230754","0.030564","0.00371"
"440","Potentilla adscharica","3","5.616426","0.011291","0.006519","6.9e-05","Potentilla adscharica","3","5.946843","1.14164","0.659126","0.055634","Potentilla adscharica","3","6.900062","0.134434","0.077616","0.01701","Potentilla adscharica","3","8.264427","1.216776","0.702506","0.070486"
"441","Geum heterocarpum","13","5.645251","0.006528","0.001811","1.6e-05","Geum heterocarpum","13","6.511547","0.13407","0.037184","0.012839","Geum heterocarpum","13","7.241147","0.089247","0.024753","0.003925","Geum heterocarpum","13","8.403923","0.298529","0.082797","0.016266"
"442","Alchemilla decumbens","3","5.625031","0.005261","0.003037","6.9e-05","Alchemilla decumbens","3","6.918387","0.128923","0.074434","0.055634","Alchemilla decumbens","3","6.721296","0.100941","0.058278","0.01701","Alchemilla decumbens","3","9.443511","0.234637","0.135468","0.070486"
"443","Prunus webbii","6","5.663099","0.009201","0.003756","3.4e-05","Prunus webbii","6","6.651852","0.218128","0.08905","0.027817","Prunus webbii","6","7.360668","0.118863","0.048526","0.008505","Prunus webbii","6","8.371451","0.273277","0.111565","0.035243"
"444","Alchemilla tenuis","5","5.62498","0.014472","0.006472","4.1e-05","Alchemilla tenuis","5","6.937656","0.174328","0.077962","0.03338","Alchemilla tenuis","5","6.73884","0.174324","0.07796","0.010206","Alchemilla tenuis","5","9.508117","0.289193","0.129331","0.042292"
"445","Potentilla grandiflora","63","5.614615","0.010604","0.001336","3e-06","Potentilla grandiflora","63","6.797372","0.491392","0.06191","0.002649","Potentilla grandiflora","61","6.366875","0.220523","0.028235","0.000837","Potentilla grandiflora","61","9.583892","0.463024","0.059284","0.003467"
"446","Malus transitoria","20","5.635194","0.012816","0.002866","1e-05","Malus transitoria","20","6.263416","0.353325","0.079006","0.008345","Malus transitoria","20","7.067825","0.1631","0.03647","0.002551","Malus transitoria","20","8.393842","0.41797","0.093461","0.010573"
"447","Rubus deliciosus","9","5.631469","0.009668","0.003223","2.3e-05","Rubus deliciosus","9","5.985506","0.19013","0.063377","0.018545","Rubus deliciosus","9","7.335106","0.121695","0.040565","0.00567","Rubus deliciosus","9","7.831947","0.210067","0.070022","0.023495"
"448","Rubus lasiostylus","22","5.656771","0.012889","0.002748","9e-06","Rubus lasiostylus","22","6.930157","0.24805","0.052884","0.007586","Rubus lasiostylus","22","6.977157","0.157674","0.033616","0.002319","Rubus lasiostylus","22","9.169057","0.292235","0.062305","0.009612"
"449","Crataegus munda","10","5.668111","0.004562","0.001443","2.1e-05","Crataegus munda","10","7.174604","0.121433","0.0384","0.01669","Crataegus munda","10","7.311717","0.055454","0.017536","0.005103","Crataegus munda","10","9.075625","0.167936","0.053106","0.021146"
"450","Spiraea decumbens","3","5.650982","0.011486","0.006631","6.9e-05","Spiraea decumbens","3","6.782593","0.426976","0.246515","0.055634","Spiraea decumbens","3","7.10053","0.293133","0.16924","0.01701","Spiraea decumbens","3","8.807","0.876634","0.506125","0.070486"
"451","Argentina turfosa","1","5.634968",NA,NA,"0.000206","Argentina turfosa","1","6.944087",NA,NA,"0.166901","Argentina turfosa","1","6.741701",NA,NA,"0.051029","Argentina turfosa","1","9.291552",NA,NA,"0.211458"
