"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","within_sp_var_bio1","species.1","n_bio12","mean_bio12","sd_bio12","se_bio12","within_sp_var_bio12","species.2","n_pet","mean_pet","sd_pet","se_pet","within_sp_var_pet","species.3","n_aridity","mean_aridity","sd_aridity","se_aridity","within_sp_var_aridity"
"630","Prunus nairica","1","5.656516",NA,NA,"0.000206","Prunus nairica","1","5.783825",NA,NA,"0.166901","Prunus nairica","1","7.284135",NA,NA,"0.051029","Prunus nairica","1","7.73718",NA,NA,"0.211458"
"631","Pseudocydonia sinensis","10","5.658431","0.003552","0.001123","2.1e-05","Pseudocydonia sinensis","10","7.109837","0.291231","0.092095","0.01669","Pseudocydonia sinensis","10","7.087016","0.040032","0.012659","0.005103","Pseudocydonia sinensis","10","9.296231","0.251791","0.079623","0.021146"
"632","Pentactina rupicola","1","5.624559",NA,NA,"0.000206","Pentactina rupicola","1","7.296413",NA,NA,"0.166901","Pentactina rupicola","1","6.796824",NA,NA,"0.051029","Pentactina rupicola","1","9.56388",NA,NA,"0.211458"
"633","Amelanchier nantucketensis","3","5.647727","0.006519","0.003764","6.9e-05","Amelanchier nantucketensis","3","7.016998","0.10621","0.06132","0.055634","Amelanchier nantucketensis","2","7.11503","0.116539","0.082406","0.025514","Amelanchier nantucketensis","2","9.12671","0.260753","0.18438","0.105729"
"634","Prunus stipulacea","2","5.670763","0.044574","0.031519","0.000103","Prunus stipulacea","2","6.742122","1.198856","0.847719","0.083451","Prunus stipulacea","2","7.252452","0.083108","0.058766","0.025514","Prunus stipulacea","2","8.654913","1.154246","0.816175","0.105729"
"635","Cliffortia micrantha","2","5.663132","0.002946","0.002083","0.000103","Cliffortia micrantha","2","5.902977","0.359214","0.254003","0.083451","Cliffortia micrantha","2","7.538035","0.042914","0.030345","0.025514","Cliffortia micrantha","2","7.583911","0.143956","0.101792","0.105729"
"636","Potentilla grammopetala","1","5.619132",NA,NA,"0.000206","Potentilla grammopetala","1","7.279319",NA,NA,"0.166901","Potentilla grammopetala","1","6.708084",NA,NA,"0.051029","Potentilla grammopetala","1","9.721546",NA,NA,"0.211458"
"637","Alchemilla roccatii","1","5.62852",NA,NA,"0.000206","Alchemilla roccatii","1","7.65112",NA,NA,"0.166901","Alchemilla roccatii","1","6.767343",NA,NA,"0.051029","Alchemilla roccatii","1","9.991361",NA,NA,"0.211458"
"638","Alchemilla subnivalis","1","5.627441",NA,NA,"0.000206","Alchemilla subnivalis","1","7.660585",NA,NA,"0.166901","Alchemilla subnivalis","1","6.660575",NA,NA,"0.051029","Alchemilla subnivalis","1","10.150152",NA,NA,"0.211458"
"639","Alchemilla stuhlmannii","1","5.638177",NA,NA,"0.000206","Alchemilla stuhlmannii","1","7.557995",NA,NA,"0.166901","Alchemilla stuhlmannii","1","6.862758",NA,NA,"0.051029","Alchemilla stuhlmannii","1","9.748762",NA,NA,"0.211458"
"640","Rosa platyacantha","19","5.636908","0.01028","0.002358","1.1e-05","Rosa platyacantha","19","5.081026","0.791896","0.181673","0.008784","Rosa platyacantha","19","7.293922","0.168054","0.038554","0.002686","Rosa platyacantha","19","7.02604","0.859124","0.197097","0.011129"
"641","Rosa laxa","13","5.637742","0.01051","0.002915","1.6e-05","Rosa laxa","13","5.273712","0.496223","0.137627","0.012839","Rosa laxa","13","7.244928","0.123635","0.03429","0.003925","Rosa laxa","13","7.234368","0.586862","0.162766","0.016266"
"642","Cotoneaster przewalskii","6","5.638768","0.00203","0.000829","3.4e-05","Cotoneaster przewalskii","6","6.392442","0.173339","0.070765","0.027817","Cotoneaster przewalskii","6","6.672298","0.089035","0.036348","0.008505","Cotoneaster przewalskii","6","8.973653","0.223996","0.091446","0.035243"
"643","Spiraea chamaedryfolia","3","5.635841","0.024391","0.014082","6.9e-05","Spiraea chamaedryfolia","3","6.452939","0.468217","0.270325","0.055634","Spiraea chamaedryfolia","3","6.777394","0.134432","0.077614","0.01701","Spiraea chamaedryfolia","3","8.940679","0.516572","0.298243","0.070486"
"644","Cliffortia varians","1","5.665908",NA,NA,"0.000206","Cliffortia varians","1","6.23637",NA,NA,"0.166901","Cliffortia varians","1","7.521859",NA,NA,"0.051029","Cliffortia varians","1","7.834392",NA,NA,"0.211458"
"645","Cliffortia scandens","1","5.659308",NA,NA,"0.000206","Cliffortia scandens","1","6.45047",NA,NA,"0.166901","Cliffortia scandens","1","7.409136",NA,NA,"0.051029","Cliffortia scandens","1","8.180881",NA,NA,"0.211458"
"646","Cliffortia dracomontana","1","5.644563",NA,NA,"0.000206","Cliffortia dracomontana","1","6.72022",NA,NA,"0.166901","Cliffortia dracomontana","1","7.193686",NA,NA,"0.051029","Cliffortia dracomontana","1","8.844769",NA,NA,"0.211458"
"647","Cliffortia prionota","1","5.662092",NA,NA,"0.000206","Cliffortia prionota","1","6.779922",NA,NA,"0.166901","Cliffortia prionota","1","7.299121",NA,NA,"0.051029","Cliffortia prionota","1","8.550628",NA,NA,"0.211458"
"648","Cliffortia incana","1","5.670053",NA,NA,"0.000206","Cliffortia incana","1","6.36647",NA,NA,"0.166901","Cliffortia incana","1","7.353082",NA,NA,"0.051029","Cliffortia incana","1","7.96832",NA,NA,"0.211458"
"649","Cliffortia ferricola","1","5.665908",NA,NA,"0.000206","Cliffortia ferricola","1","6.590301",NA,NA,"0.166901","Cliffortia ferricola","1","7.350516",NA,NA,"0.051029","Cliffortia ferricola","1","8.384347",NA,NA,"0.211458"
"650","Crataegus songarica","3","5.648206","0.003766","0.002174","6.9e-05","Crataegus songarica","3","6.677101","0.316314","0.182624","0.055634","Crataegus songarica","3","7.074915","0.257772","0.148825","0.01701","Crataegus songarica","3","8.772151","0.3806","0.21974","0.070486"
"651","Prunus dielsiana","5","5.669417","0.006275","0.002806","4.1e-05","Prunus dielsiana","5","7.330887","0.087032","0.038922","0.03338","Prunus dielsiana","5","7.098871","0.101517","0.0454","0.010206","Prunus dielsiana","5","9.420772","0.176969","0.079143","0.042292"
"652","Sorbus yuana","4","5.658115","0.012604","0.006302","5.1e-05","Sorbus yuana","4","7.047717","0.093532","0.046766","0.041725","Sorbus yuana","4","6.980267","0.162603","0.081302","0.012757","Sorbus yuana","4","9.308766","0.204922","0.102461","0.052865"
"653","Potentilla bipinnatifida","5","5.618757","0.005463","0.002443","4.1e-05","Potentilla bipinnatifida","5","6.32023","0.161964","0.072433","0.03338","Potentilla bipinnatifida","5","6.815494","0.131663","0.058881","0.010206","Potentilla bipinnatifida","5","8.685197","0.258354","0.115539","0.042292"
"654","Rubus parvus","13","5.640025","0.009172","0.002544","1.6e-05","Rubus parvus","13","7.786626","0.561335","0.155686","0.012839","Rubus parvus","13","6.979988","0.048873","0.013555","0.003925","Rubus parvus","13","10.068031","0.389904","0.10814","0.016266"
"655","Malus brevipes","2","5.651417","0.008693","0.006147","0.000103","Malus brevipes","2","7.082021","0.02079","0.014701","0.083451","Malus brevipes","2","6.990038","0.232748","0.164578","0.025514","Malus brevipes","2","9.370381","0.335058","0.236922","0.105729"
"656","Prunus brachypoda","12","5.658059","0.007845","0.002265","1.7e-05","Prunus brachypoda","12","6.956116","0.250286","0.072251","0.013908","Prunus brachypoda","12","7.019878","0.091373","0.026377","0.004252","Prunus brachypoda","12","9.128093","0.284041","0.081996","0.017622"
"657","Rosa abietina","3","5.628276","0.003617","0.002088","6.9e-05","Rosa abietina","3","7.0666","0.074856","0.043218","0.055634","Rosa abietina","3","6.744045","0.097844","0.05649","0.01701","Rosa abietina","3","9.642121","0.13988","0.08076","0.070486"
"658","Prunus pedunculata","6","5.604809","0.005428","0.002216","3.4e-05","Prunus pedunculata","6","5.787176","0.122089","0.049843","0.027817","Prunus pedunculata","6","6.76372","0.227971","0.093069","0.008505","Prunus pedunculata","6","8.226197","0.200773","0.081965","0.035243"
"659","Spiraea dahurica","6","5.595215","0.016596","0.006775","3.4e-05","Spiraea dahurica","6","6.117494","0.421004","0.171874","0.027817","Spiraea dahurica","6","6.655536","0.2003","0.081772","0.008505","Spiraea dahurica","6","8.646596","0.29612","0.12089","0.035243"
"660","Potentilla pimpinelloides","3","5.628756","0.003058","0.001766","6.9e-05","Potentilla pimpinelloides","3","6.502517","0.267779","0.154602","0.055634","Potentilla pimpinelloides","3","6.819935","0.036568","0.021113","0.01701","Potentilla pimpinelloides","3","8.880894","0.25238","0.145712","0.070486"
"661","Sibiraea laevigata","13","5.618597","0.013868","0.003846","1.6e-05","Sibiraea laevigata","13","6.193652","0.288066","0.079895","0.012839","Sibiraea laevigata","13","6.91528","0.206841","0.057367","0.003925","Sibiraea laevigata","13","8.496796","0.453107","0.125669","0.016266"
"662","Crataegus meyeri","1","5.650206",NA,NA,"0.000206","Crataegus meyeri","1","6.212606",NA,NA,"0.166901","Crataegus meyeri","1","7.072422",NA,NA,"0.051029","Crataegus meyeri","1","8.318986",NA,NA,"0.211458"
"663","Geum speciosum","2","5.637781","0.012589","0.008902","0.000103","Geum speciosum","2","7.079603","0.17403","0.123058","0.083451","Geum speciosum","2","6.800224","0.230469","0.162966","0.025514","Geum speciosum","2","9.799496","0.03895","0.027542","0.105729"
"664","Rubus yiwuanus","1","5.636752",NA,NA,"0.000206","Rubus yiwuanus","1","7.292337",NA,NA,"0.166901","Rubus yiwuanus","1","6.410175",NA,NA,"0.051029","Rubus yiwuanus","1","9.643031",NA,NA,"0.211458"
"665","Photinia berberidifolia","2","5.663809","0.008831","0.006244","0.000103","Photinia berberidifolia","2","6.954369","0.111917","0.079137","0.083451","Photinia berberidifolia","2","7.042055","0.088968","0.06291","0.025514","Photinia berberidifolia","2","9.069119","0.330386","0.233618","0.105729"
"666","Rubus parkeri","14","5.66398","0.010043","0.002684","1.5e-05","Rubus parkeri","14","7.03206","0.166075","0.044385","0.011922","Rubus parkeri","14","6.92794","0.163177","0.043611","0.003645","Rubus parkeri","14","9.299366","0.149296","0.039901","0.015104"
"667","Rosa willmottiae","15","5.63256","0.010198","0.002633","1.4e-05","Rosa willmottiae","15","6.35336","0.589729","0.152267","0.011127","Rosa willmottiae","15","7.045917","0.183304","0.047329","0.003402","Rosa willmottiae","15","8.495107","0.585026","0.151053","0.014097"
"668","Crataegus russanovii","1","5.640665",NA,NA,"0.000206","Crataegus russanovii","1","6.39693",NA,NA,"0.166901","Crataegus russanovii","1","6.654153",NA,NA,"0.051029","Crataegus russanovii","1","8.967249",NA,NA,"0.211458"
"669","Dendriopoterium pulidoi","1","5.671431",NA,NA,"0.000206","Dendriopoterium pulidoi","1","5.891644",NA,NA,"0.166901","Dendriopoterium pulidoi","1","7.67601",NA,NA,"0.051029","Dendriopoterium pulidoi","1","7.356918",NA,NA,"0.211458"
"670","Alchemilla epipsila","6","5.622834","0.009795","0.003999","3.4e-05","Alchemilla epipsila","6","6.614395","0.306194","0.125003","0.027817","Alchemilla epipsila","6","6.869617","0.195821","0.079944","0.008505","Alchemilla epipsila","6","9.135473","0.673915","0.275125","0.035243"
"671","Prunus spinosissima","6","5.660224","0.005449","0.002225","3.4e-05","Prunus spinosissima","6","5.677327","0.122374","0.049959","0.027817","Prunus spinosissima","6","7.537237","0.125531","0.051248","0.008505","Prunus spinosissima","6","7.424789","0.16652","0.067982","0.035243"
"672","Crataegus pseudoheterophylla","3","5.652659","0.004256","0.002457","6.9e-05","Crataegus pseudoheterophylla","3","6.179568","0.219811","0.126908","0.055634","Crataegus pseudoheterophylla","3","7.052941","0.032784","0.018928","0.01701","Crataegus pseudoheterophylla","3","8.369546","0.195628","0.112946","0.070486"
"673","Amelanchier quinti-martii","2","5.625441","0.008922","0.006309","0.000103","Amelanchier quinti-martii","2","6.821364","0.099366","0.070262","0.083451","Amelanchier quinti-martii","2","6.732331","0.10692","0.075604","0.025514","Amelanchier quinti-martii","2","9.354147","0.028781","0.020351","0.105729"
"674","Rosa primula","7","5.647392","0.010493","0.003966","2.9e-05","Rosa primula","7","6.50522","0.387091","0.146307","0.023843","Rosa primula","7","7.144797","0.125846","0.047565","0.00729","Rosa primula","7","8.56529","0.460187","0.173934","0.030208"
"675","Exochorda giraldii","16","5.658634","0.006645","0.001661","1.3e-05","Exochorda giraldii","16","6.650669","0.335757","0.083939","0.010431","Exochorda giraldii","16","7.105854","0.121496","0.030374","0.003189","Exochorda giraldii","16","8.799258","0.405811","0.101453","0.013216"
"676","Rubus pedatus","1","5.62852",NA,NA,"0.000206","Rubus pedatus","1","6.687109",NA,NA,"0.166901","Rubus pedatus","1","6.911747",NA,NA,"0.051029","Rubus pedatus","1","9.018574",NA,NA,"0.211458"
"677","Crataegus succulenta","13","5.637374","0.004152","0.001152","1.6e-05","Crataegus succulenta","13","6.775043","0.054703","0.015172","0.012839","Crataegus succulenta","13","6.897479","0.071635","0.019868","0.003925","Crataegus succulenta","13","9.13853","0.108137","0.029992","0.016266"
"678","Malus leiocalyca","12","5.67351","0.005508","0.00159","1.7e-05","Malus leiocalyca","12","7.415118","0.086782","0.025052","0.013908","Malus leiocalyca","12","7.151158","0.037864","0.01093","0.004252","Malus leiocalyca","12","9.437147","0.074853","0.021608","0.017622"
"679","Potentilla simulatrix","17","5.640397","0.013","0.003153","1.2e-05","Potentilla simulatrix","17","6.195157","0.22153","0.053729","0.009818","Potentilla simulatrix","17","7.226392","0.076523","0.01856","0.003002","Potentilla simulatrix","17","8.135552","0.3074","0.074555","0.012439"
"680","Rosa bella","24","5.642571","0.011153","0.002277","9e-06","Rosa bella","24","6.248129","0.183543","0.037466","0.006954","Rosa bella","24","7.229407","0.091388","0.018654","0.002126","Rosa bella","24","8.206878","0.239204","0.048827","0.008811"
"681","Pyrus phaeocarpa","10","5.65508","0.012627","0.003993","2.1e-05","Pyrus phaeocarpa","10","6.698317","0.42079","0.133065","0.01669","Pyrus phaeocarpa","10","7.160683","0.110914","0.035074","0.005103","Pyrus phaeocarpa","10","8.750001","0.496146","0.156895","0.021146"
"682","Pyrus hopeiensis","3","5.647019","0.007148","0.004127","6.9e-05","Pyrus hopeiensis","3","6.293148","0.143567","0.082888","0.055634","Pyrus hopeiensis","3","7.282177","0.032654","0.018853","0.01701","Pyrus hopeiensis","3","8.202648","0.1598","0.092261","0.070486"
"683","Geum leiospermum","19","5.636844","0.006636","0.001522","1.1e-05","Geum leiospermum","19","7.427351","0.521761","0.1197","0.008784","Geum leiospermum","18","6.953483","0.07265","0.017124","0.002835","Geum leiospermum","18","9.934987","0.37276","0.08786","0.011748"
"684","Sorbus intermedia","4","5.640303","0.004202","0.002101","5.1e-05","Sorbus intermedia","4","6.782216","0.343612","0.171806","0.041725","Sorbus intermedia","4","6.711595","0.119777","0.059888","0.012757","Sorbus intermedia","4","9.383765","0.506605","0.253302","0.052865"
"685","Sorbus dunnii","12","5.672935","0.005941","0.001715","1.7e-05","Sorbus dunnii","12","7.386724","0.130483","0.037667","0.013908","Sorbus dunnii","12","7.129573","0.065175","0.018814","0.004252","Sorbus dunnii","12","9.445624","0.100514","0.029016","0.017622"
"686","Prunus ussuriensis","6","5.629811","0.007899","0.003225","3.4e-05","Prunus ussuriensis","6","6.58973","0.194439","0.079379","0.027817","Prunus ussuriensis","6","7.013283","0.089242","0.036433","0.008505","Prunus ussuriensis","6","8.750288","0.228188","0.093157","0.035243"
"687","Rosa praelucens","2","5.635322","0.003534","0.002499","0.000103","Rosa praelucens","2","6.76179","0.091578","0.064755","0.083451","Rosa praelucens","2","7.094336","0.053968","0.038161","0.025514","Rosa praelucens","2","8.79185","0.104889","0.074168","0.105729"
"688","Spiraea formosana","1","5.653716",NA,NA,"0.000206","Spiraea formosana","1","7.921536",NA,NA,"0.166901","Spiraea formosana","1","6.841615",NA,NA,"0.051029","Spiraea formosana","1","10.19884",NA,NA,"0.211458"
"689","Cotoneaster taoensis","4","5.615577","0.005667","0.002834","5.1e-05","Cotoneaster taoensis","4","6.391451","0.111928","0.055964","0.041725","Cotoneaster taoensis","4","6.92863","0.041414","0.020707","0.012757","Cotoneaster taoensis","4","8.69783","0.127068","0.063534","0.052865"
"690","Prunus pleiocerasus","1","5.648094",NA,NA,"0.000206","Prunus pleiocerasus","1","6.852243",NA,NA,"0.166901","Prunus pleiocerasus","1","6.728629",NA,NA,"0.051029","Prunus pleiocerasus","1","9.155145",NA,NA,"0.211458"
"691","Prunus tangutica","2","5.636209","0.0058","0.004101","0.000103","Prunus tangutica","2","5.91204","1.00131","0.708033","0.083451","Prunus tangutica","2","7.069301","0.295058","0.208638","0.025514","Prunus tangutica","2","8.080728","1.174932","0.830802","0.105729"
"692","Rubus eustephanos","5","5.664235","0.004786","0.00214","4.1e-05","Rubus eustephanos","5","7.145436","0.130536","0.058377","0.03338","Rubus eustephanos","5","7.012829","0.056311","0.025183","0.010206","Rubus eustephanos","5","9.368694","0.137114","0.061319","0.042292"
"693","Geum rupestre","2","5.65599","0.00272","0.001923","0.000103","Geum rupestre","2","6.376675","0.014431","0.010204","0.083451","Geum rupestre","2","7.289248","0.009174","0.006487","0.025514","Geum rupestre","2","8.295491","0.015181","0.010735","0.105729"
"694","Sorbus tsinlingensis","2","5.659162","0.024152","0.017078","0.000103","Sorbus tsinlingensis","2","7.043911","0.485329","0.343179","0.083451","Sorbus tsinlingensis","2","6.957895","0.138989","0.09828","0.025514","Sorbus tsinlingensis","2","9.257647","0.427009","0.301941","0.105729"
"695","Cotoneaster reticulatus","1","5.670398",NA,NA,"0.000206","Cotoneaster reticulatus","1","7.249215",NA,NA,"0.166901","Cotoneaster reticulatus","1","7.044033",NA,NA,"0.051029","Cotoneaster reticulatus","1","9.423353",NA,NA,"0.211458"
"696","Photinia tushanensis","1","5.667637",NA,NA,"0.000206","Photinia tushanensis","1","7.204149",NA,NA,"0.166901","Photinia tushanensis","1","7.011214",NA,NA,"0.051029","Photinia tushanensis","1","9.350189",NA,NA,"0.211458"
